Atoll,Image date/time (UTC),Maxar Image ID,Target lat,Off-nadir angle,Sun elevation,Sun azimuth,Target azimuth,Camera elevation,Camera azimuth,Sun RA,Sun d,Camera RA,Camera d,phase angle,Best classification phase angle
Paraoa,3/22/2017 19:50,103001006642BE00,-19.1365,19.8495,58.4591,52.9093,44.0784,70.1505,224.0784,335.3328821,1.068720263,16.28309195,-32.60152129,51.2358465,none
Pearl_Hermes_Atoll,3/27/2020 22:37,10300100A3C64700,27.873,27.9313,60.0289,142.0144,34.0352,62.0687,214.0352,342.0635219,3.264015367,15.23713714,4.009118072,33.1130406,10
Pearl_Hermes_Atoll,3/27/2020 22:36,10300100A1AF4400,27.873,14.4288,60.0076,142.1225,71.9297,75.5712,251.9297,342.0973008,3.216744877,14.86883391,22.60918035,37.19661362,all
Pelleluhu,10/12/2011 1:13,103001000E595200,-1.087778,24.4808,74.9505,113.4669,174.2777,65.5192,354.2777,346.1157242,-6.990998283,2.577696633,23.26419807,34.26821929,none
Pelleluhu,4/23/2011 1:14,103001000A9D0B00,-1.087778,18.8959,68.6417,49.6684,137.847,71.1041,317.847,343.4725609,12.59103591,12.87978181,12.83142912,28.67184109,none
Penrhyn,4/15/2020 21:06,10300100A79ED500,-8.9993,24.9723,61.4988,48.4688,75.3693,65.0277,255.3693,338.7269765,10.07993981,24.93347813,-14.30736937,51.9031066,5
Penrhyn,4/15/2020 21:06,10300100A2521C00,-8.9993,28.1825,61.6203,48.0713,66.9933,61.8175,246.9933,338.946848,10.14114113,27.31449754,-18.67453103,55.72523417,all
Pikelot,2/21/2020 0:49,10300100A1B78200,8.083,31.6278,59.9736,128.5526,26.4269,58.3722,206.4269,336.5243355,-10.77948491,14.39906715,-20.19475092,37.59700949,none
Pileni,9/19/2018 23:13,1030010085B6BF00,-10.173056,27.6086,63.6482,65.1657,248.0373,62.3914,68.0373,336.2364987,1.445669573,334.5426241,0.807225775,1.80988474,none
Pinaki,8/20/2019 19:31,1030010096D19200,-19.3949,26.6211,48.896,41.8955,348.3633,63.3789,168.3633,333.3100994,12.20260591,352.616939,-45.30383096,60.09632405,none
Pingelap,2/16/2020 23:55,10300100A26C1800,6.2174,10.707,59.9544,127.8523,99.3156,79.293,279.3156,336.1396775,-12.22089443,10.6648555,7.83452867,39.75048618,10
Piniper,6/18/2018 0:07,103001007F044600,-4.4,22.1422,53.498,39.2461,265.9387,67.8578,85.9387,335.7853692,23.43113162,337.8933375,-2.547398675,26.05954873,none
Pollap,12/18/2019 0:43,10300100A06A1E00,7.5901,29.6646,54.019,149.6682,26.5372,60.3354,206.5372,341.1507597,-23.31382456,13.5173179,-18.91263023,30.44917107,15
Poluwat,1/31/2016 0:30,1030010050CAF200,7.3592,18.0935,53.8712,133.7645,200.4206,71.9065,20.4206,333.4798152,-17.51822463,353.1754836,24.23055617,45.95716283,all
Puka_Puka,3/29/2018 19:50,103001007AA00600,7.3592,20.5493,61.224,52.1558,155.6249,69.4507,335.6249,335.4301523,23.90223099,9.268510852,25.91456342,30.67286426,all
Pukapuka,7/23/2019 21:39,10300100968C6000,7.3592,23.656,51.9472,35.8905,147.3283,66.344,327.3283,333.2528657,36.59173603,14.05562751,26.89150715,35.7406829,5
Pukaruhu,3/27/2020 19:28,10300100A3815200,-18.3159,12.4899,56.4904,53.1698,162.9612,77.5101,342.9612,333.7369561,2.98930028,3.655724395,-6.345266762,31.29677432,all
Pukaruhu,3/27/2020 19:29,10300100A59BF700,-18.3159,27.6578,56.8686,52.5848,26.9643,62.3422,206.9643,334.2339076,2.986189324,16.49389812,-42.15317487,59.13818308,none
Rakahanga,8/4/2019 20:57,1030010097A35500,-10.0165,27.1089,51.0948,45.742,293.3676,62.8911,113.3676,331.9044446,17.23351255,333.6665416,-19.43919111,36.7135426,5
Rangiroa,7/15/2018 20:20,1030010081792B00,-15.1138,20.7896,46.4847,33.6219,186.6409,69.2104,6.6409,335.8320182,21.37337672,357.6364502,5.543438016,26.39318931,all
Rangiroa,7/15/2018 20:21,10300100808A0D00,-15.1138,24.5291,46.6636,33.3767,14.9093,65.4709,194.9093,336.090336,21.32307297,7.860631301,-38.64606272,66.9550004,none
Rangiroa,5/17/2017 20:20,1.03001E+15,-15.1138,16.9687,49.4606,32.1839,157.8122,73.0313,337.8122,338.4604617,19.44614426,6.328130529,0.65919391,33.13604869,all
Rangiroa,7/18/2016 20:05,103001005924FD00,-15.1138,21.302,44.9534,38.0132,204.0123,68.698,24.0123,332.2246116,20.7355603,351.4728896,4.441595046,24.80896904,all
Rangiroa,5/27/2018 20:21,103001007F23F400,-15.1138,14.6122,48.1169,30.1714,158.0322,75.3878,338.0322,338.8930684,21.28967636,5.417107124,-1.514935573,34.53337411,5
Rangiroa,4/13/2019 20:18,1.03001E+15,-15.1138,26.4754,56.7284,44.6923,182.1271,63.5246,2.1271,336.9971661,9.120732668,359.0329903,11.34426913,21.79329608,none
Rangiroa,3/20/2018 20:21,103001007B641C00,-15.1138,20.9682,62.0155,59.2064,170.7652,69.0318,350.7652,336.2291684,0.095263242,3.307978129,5.596562094,27.58833015,all
Raraka,3/1/2019 20:01,103001008EB17500,-16.1764,8.6075,61.6365,74.8621,277.871,81.3925,97.871,332.4667457,-7.238659635,351.0735233,-17.16603946,20.69349141,all
Raraka,1/10/2017 20:09,10300100638F7300,-16.1764,24.4964,66.3663,107.0375,152.2719,65.5036,332.2719,335.6551163,-21.59464934,11.17884681,5.679989601,44.22480241,all
Raraka,5/7/2017 19:50,1030010068C7CD00,-16.1764,26.8491,47.6031,39.1731,255.8251,63.1509,75.8251,333.5171412,17.23432851,333.7431643,-8.183397194,25.41870762,5
Raroia,6/13/2020 19:55,10300100AAAB5600,-16.0809,24.0337,44.5772,31.0026,57.3676,65.9663,237.3676,336.4933168,23.09423149,22.77975976,-27.6460695,67.59853324,all
Raroia,6/13/2020 19:55,10300100A8605900,-16.0809,19.5132,44.4474,31.1809,70.3178,70.4868,250.3178,336.3007774,23.13492277,19.78037134,-21.66525896,61.63560462,all
Raroia,4/17/2018 19:52,103001007BCA4B00,-16.0809,23.6471,54.0988,43.2138,212.4448,66.3529,32.4448,335.8789334,10.73501736,347.5411489,4.100884474,13.32617938,none
Raroia,5/30/2019 19:51,103001009311F000,-16.0809,23.2682,45.3199,32.518,351.0909,66.7318,171.0909,335.9618522,21.88564765,355.4842391,-39.01060907,63.58042036,none
Raroia,4/17/2018 19:52,103001007B480900,-16.0809,19.5793,54.0328,43.3461,221.6556,70.4207,41.6556,335.7752639,10.73192932,347.1277184,-1.168663933,16.405287,5
Ravahere,9/30/2016 19:37,103001005DD55200,-18.2358,25.0777,61.164,62.0419,325.193,64.9223,145.193,334.737409,-3.403433821,342.1510561,-37.87665034,35.13443052,all
Ravahere,9/30/2016 19:36,103001005C4F6600,-18.2358,22.776,60.977,62.2517,312.0645,67.224,132.0645,334.5248546,-3.387697082,340.1142706,-32.334803,29.41834497,all
Rawaki,12/25/2018 22:05,103001008A590E00,-3.7217,15.8198,62.8523,138.0319,79.118,74.1802,259.118,340.5892876,-23.34709276,15.63222124,-6.534928504,37.63616344,15
Reao,8/20/2019 19:30,1.03001E+15,-18.516,4.855,50.8204,40.3987,135.0236,85.145,315.0236,335.2422386,12.1246181,3.551494831,-15.04983225,39.04063316,5
Reao,8/20/2019 19:29,103001009A239C00,-18.516,10.047,50.8634,40.2817,166.051,79.953,346.051,335.3286706,12.13753445,2.438638902,-8.751691133,34.09475607,all
Reitoru,5/31/2020 19:34,10300100A83B2200,-17.8555,23.6255,41.1768,36.4808,279.2908,66.3745,99.2908,331.1470201,21.9733504,335.1047587,-20.0293854,42.18033497,none
Reitoru,5/28/2020 19:45,10300100A7565E00,-17.8555,22.2652,43.0768,33.922,358.7896,67.7348,178.7896,334.0042816,21.56206367,359.400348,-40.11467074,66.06406267,5
Rekareka,8/27/2014 20:04,10300100365BDE00,-16.834,24.8971,56.1026,39.7608,25.3064,65.1029,205.3064,338.7789122,9.786143408,13.35566308,-38.82666178,58.29533031,5
Rongelap,1/31/2020 23:44,103001009F319700,11.3333,30.5225,54.8579,144.4521,65.7134,59.4775,245.7134,339.4739255,-17.36763733,27.59520397,-2.036278569,49.65972519,20
Rongelap,3/30/2019 23:48,103001008EAB6E00,11.3333,28.4477,71.3347,111.5656,58.4376,61.5523,238.4376,342.6393553,4.06213906,24.01252188,-4.110980775,42.13798016,5
Rongelap,1/27/2019 23:26,103001008ABF5F00,11.3333,29.2484,51.7449,140.5796,222.0344,60.7516,42.0344,335.5302056,-18.3406194,337.3545329,31.82237552,50.19349143,none
Rongelap,10/4/2019 23:26,103001009AB2FD00,11.3333,17.4497,65.664,128.9215,326.3363,72.5503,146.3363,341.2459007,-4.289321168,350.4158933,-3.281572811,9.205152667,none
Rongerik,3/1/2020 23:39,10300100A3A1D400,11.3565,28.4349,62.3368,130.7081,64.745,61.5651,244.745,339.2305743,-7.03460249,25.51792224,-1.490878052,46.46525492,5
Rongerik,2/25/2017 23:24,1030010067D42A00,11.3565,18.9521,58.2352,127.9618,231.2338,71.0479,51.2338,335.1776982,-8.630942176,344.0702776,22.6818908,32.50147947,none
Rose_Atoll,6/9/2014 21:57,1030010031D85200,-14.5452,29.3957,48.3259,26.3914,39.2693,60.6043,219.2693,341.2886062,22.88723427,22.55860548,-35.91802177,70.57183381,none
Rowa,11/27/2014 23:24,103001003A222600,-13.6239,16.945,71.2567,115.6098,30.9354,73.055,210.9354,341.9206374,-20.97981498,9.762773087,-27.92274984,26.21241411,none
Sae,6/10/2014 1:12,1030010032613B00,-0.758056,19.4287,61.3742,32.6447,98.2241,70.5713,278.2241,343.6869934,23.06395008,19.23332065,2.011533741,40.36808563,none
Sama,3/20/2017 0:56,10300100674BAC00,-1.4049,0.3873,66.3447,87.4185,49.0939,89.6127,229.0939,336.3699259,-0.251604328,0.292836767,-1.658492839,23.9602753,none
Samasuma,2/14/2012 1:18,1.03001E+12,-1.470556,28.8739,66.9794,122.2572,168.9497,61.1261,348.9497,340.1228581,-13.43067803,5.95328638,26.82722058,47.43527297,none
Sapwuahfik,2/8/2020 23:51,10300100A22EA700,5.8105,31.2643,55.1761,126.6524,323.6991,58.7357,143.6991,331.7096359,-14.83507571,341.0080199,-19.2429954,9.919732528,15
Sapwuahfik,2/8/2020 23:51,10300100A37B9A00,5.8105,29.6534,54.997,126.4663,314.7654,60.3466,134.7654,331.4944675,-14.84779375,338.6757686,-14.98921754,6.940378268,none
Satawan,5/21/2019 0:12,103001009334BC00,5.3944,29.242,63.7214,53.8596,234.5982,60.758,54.5982,337.6155912,20.13599086,334.6931133,21.331804,2.983249264,5
Satawan,12/13/2019 0:27,103001009F1BB700,5.3944,28.0028,56.4756,148.9229,36.0425,61.9972,216.0425,341.9425693,-23.11364742,16.8051589,-17.15481283,33.1886813,5
Savave,10/2/2010 22:46,10300100078B9E00,-7.9942,11.4596,72.2753,77.7491,151.1309,78.5404,331.1309,342.6497997,-3.927725346,5.508040734,2.062815349,23.61711099,20
Savave,9/28/2016 22:28,103001005DB98800,-7.9942,18.8939,67.1834,77.16,348.7589,71.1061,168.7589,337.7633136,-2.455952587,355.9555114,-26.49358496,29.70560606,5
Savave,10/13/2010 22:46,10300100072D7900,-7.9942,15.9443,73.7193,91.2174,160.6355,74.0557,340.6355,343.5580672,-8.012799072,5.266077451,7.060724542,26.37589648,all
Sikaiana,7/3/2014 23:50,1.03001E+15,-8.411389,19.4053,52.7591,32.4788,23.0558,70.5947,203.0558,339.3486003,22.86548723,8.33313163,-26.12883367,56.4599,none
Sikaiana,5/15/2014 23:56,1030010031154D00,-8.411389,19.2679,57.9165,31.2087,65.4272,70.7321,245.4272,343.0780499,18.99363562,18.1814046,-15.89254492,49.08927655,all
Sonsorol,3/31/2018 1:50,103001007B25A100,5.326667,17.9751,68.7275,92.3301,354.4021,72.0249,174.4021,338.6882286,4.118649003,358.2326298,-12.562399,25.60104635,none
Sorol,12/6/2019 1:24,103001009B813C00,8.1452,32.1735,55.6656,152.9651,41.7626,57.8265,221.7626,343.9069829,-22.35398011,21.63490621,-15.85799702,36.1402471,5
Suf,6/10/2014 1:12,10300100325D8600,-0.881667,20.6773,61.4172,32.4539,111.7936,69.3227,291.7936,343.809522,22.96377959,19.27617418,6.700719532,37.78544704,none
Suf,10/20/2013 0:55,103001002824F800,-0.881667,26.1176,70.8065,119.942,241.0671,63.8824,61.0671,343.1698341,-10.28846231,336.8497491,11.48597082,22.66236833,all
Surprise,10/5/2018 23:27,10300100864A9900,-18.4121,14.128,64.6532,61.5421,268.1435,75.872,88.1435,337.7921606,-5.272507978,345.1885509,-17.38512665,14.10987178,all
Surprise,9/18/2016 23:39,103001005C8DE400,-18.4121,26.0525,61.7566,47.8462,119.264,63.9475,299.264,339.4568977,1.322736556,22.60504752,-4.591640124,43.5141373,all
Surprise,4/22/2020 23:31,10300100A7273C00,-18.4121,14.5445,51.2117,38.5725,104.3941,75.4555,284.3941,336.4053969,12.62103436,14.53628648,-14.2701551,46.36583866,none
Suwarrow,3/29/2018 21:30,103001007A116900,-13.2279,15.9079,62.7636,53.3153,95.9656,74.0921,275.9656,338.4237179,3.595056267,16.1285783,-11.08883999,40.28720411,all
Swains_Island,6/29/2020 21:45,10300100A889DB00,-11.0555,20.9588,47.6119,36.2318,20.2137,69.0412,200.2137,334.3332431,23.08310227,8.252486974,-30.56459066,62.74509867,none
Tabiteuea,4/7/2020 22:39,10300100A40A3F00,-1.4089,17.1457,62.9656,71.1885,263.4092,72.8543,83.4092,334.302042,7.158759741,342.9701471,0.591976921,10.85503397,all
Tabiteuea,8/12/2018 23:08,1030010080A9CF00,-1.4089,22.9674,65.2175,48.9944,80.5783,67.0326,260.5783,340.9172779,14.63308341,22.73016133,-4.962045626,45.8454401,all
Tabiteuea,11/29/2018 23:00,10300100876C9C00,-1.4089,6.4313,63.6438,141.7299,74.1515,83.5687,254.1515,342.780456,-21.74470025,6.195273283,-3.153622528,29.37296285,20
Tabiteuea,11/29/2018 23:01,10300100895FF200,-1.4089,11.0401,63.743,142.0317,50.5514,78.9599,230.5514,342.9590414,-21.7594292,8.596140886,-8.381839331,28.06551943,all
Tabiteuea,9/30/2018 23:07,1.03001E+15,-1.4089,27.7496,74.2162,96.7054,50.091,62.2504,230.091,344.3022144,-3.176480483,22.14960049,-18.6864987,40.12624713,5
Tabuaeran,9/22/2018 21:19,1030010085A68C00,3.8637,6.5027,71.9128,101.5441,37.8087,83.4973,217.8087,342.2909018,0.118255292,3.981974596,-1.279033973,21.73436941,20
Tabuaeran,6/19/2016 21:10,103001005945FC00,3.8637,11.9398,61.0768,45.3342,131.9784,78.0602,311.9784,337.9768414,23.46495094,9.038611393,11.77010195,31.73653895,all
Taenga,8/14/2019 19:50,1.03001E+15,-16.3574,18.2771,49.5708,42.1033,225.7476,71.7229,45.7476,333.336933,14.31775772,346.9968981,-3.292466608,22.21450795,all
Taenga,8/14/2019 19:50,1.03001E+15,-16.3574,13.7402,49.5671,42.2289,255.1537,76.2598,75.1537,333.2715938,14.26637988,346.4026309,-12.42568137,29.69362656,5
Tahanea,10/24/2016 19:50,103001006054D100,-16.8646,25.6293,67.0347,82.2216,328.9978,64.3707,148.9978,336.6727441,-12.50831717,343.5649093,-38.05217018,26.27233299,all
Tahanea,3/1/2019 20:01,103001008EB17500,-16.8646,8.6075,61.6365,74.8621,277.871,81.3925,97.871,332.4245858,-7.848800477,351.0397781,-17.84587292,20.69349141,5
Tahanea,7/21/2016 19:56,103001005AAE9500,-16.8646,9.5924,44.6031,37.0608,13.3285,80.4076,193.3285,332.8531238,19.87781412,2.453470453,-26.18242321,54.28438907,all
Tahanea,7/21/2016 19:56,1030010059CF4C00,-16.8646,18.2881,44.6318,37.1787,9.5055,71.7119,189.5055,332.8014342,19.80363411,3.621040279,-34.86427222,62.01120915,none
Taiaro,12/21/2012 20:25,103001001EB32400,-15.7438,11.0318,71.5565,117.6046,79.7819,78.9682,259.7819,342.2012358,-23.48412769,11.38183028,-17.39720052,27.95863551,all
Takapoto,9/2/2016 20:07,103001005B918C00,-14.6236,27.0244,58.0685,47.658,162.1411,62.9756,342.1411,336.7775236,7.495082212,8.165303054,11.16086235,31.17279329,all
Takapoto,9/21/2016 20:07,103001005DA84700,-14.6236,13.4419,64.067,56.8329,78.1176,76.5581,258.1176,338.5262638,0.255179317,13.7587116,-16.96967424,38.7443771,all
Takapoto,6/12/2019 20:10,103001009551DB00,-14.6236,16.862,46.3697,30.4344,159.2597,73.138,339.2597,337.6606897,23.13607598,5.897249394,1.195774422,35.0980027,all
Takaroa,9/21/2016 20:07,103001005C75C300,-14.4496,16.3889,64.2058,56.6011,131.7563,73.6111,311.7563,338.6976215,0.417477959,12.17108795,-3.292201238,33.66176934,5
Takaroa,5/3/2016 20:09,1030010056BC5400,-14.4496,25.051,52.5752,36.1668,115.9058,64.949,295.9058,338.0846867,16.07711646,22.41399721,-2.689071736,47.65376736,all
Takume,6/13/2020 19:54,10300100A87D8E00,-15.8099,19.6756,44.7082,31.202,125.2162,70.3244,305.2162,336.3941638,23.15577369,16.00637037,-3.998195414,47.22093588,15
Takume,5/16/2019 20:05,1030010092173B00,-15.8099,24.6129,50.0851,29.8732,65.8439,65.3871,245.8439,340.23828,19.04915691,24.64475749,-24.31048306,61.24726348,all
Takume,4/17/2018 19:52,103001007EB65000,-15.8099,26.4801,54.4529,43.4916,208.9909,63.5199,28.9909,335.9778549,10.61117269,347.4085001,7.550383028,11.69317016,none
Takutea,9/28/2016 20:51,103001005C6FE800,-19.813,26.6844,61.6207,55.1859,14.0074,63.3156,194.0074,337.0087461,-2.459887085,8.915345742,-45.46156489,51.28409286,none
Takuu,4/14/2017 23:57,103001006703F400,-4.7537,21.166,62.2201,58.5185,224.7259,68.834,44.7259,336.2159022,9.743493049,345.034774,10.27484015,8.70059444,all
Takuu,11/10/2012 0:30,103001001D579F00,-4.7537,20.0402,73.3641,139.4903,102.5784,69.9598,282.5784,348.7721455,-17.23666371,19.53950522,-0.199643448,34.74576292,all
Tamana,6/19/2020 22:50,10300100A8362800,-2.5,22.885,56.4566,37.9955,68.992,67.115,248.992,338.2279718,23.49611064,21.6555229,-10.33872178,54.29130969,all
Tarawa,10/14/2018 22:51,10300100866FDE00,1.4387,27.4083,67.4422,115.9536,292.2481,62.5917,112.2481,339.5987055,-8.316845939,334.4649336,-8.739633713,5.09453121,none
Tarawa,4/7/2017 23:13,10300100692A0200,1.4387,26.0509,70.1136,73.5227,141.8178,63.9491,321.8178,340.8183911,6.895577738,16.9732235,21.57115811,37.85330479,5
Tarawa,12/9/2016 23:07,103001006244F800,1.4387,15.0365,59.5878,145.2427,86.7836,74.9635,266.7836,341.6989154,-23.2105614,15.01297822,0.555559223,40.16607916,all
Tatakoto,4/1/2018 19:42,103001007C932000,-17.3416,27.8431,57.8304,49.0311,13.0036,62.1569,193.0036,336.2128634,4.640895721,8.43846098,-44.26275155,56.81321793,all
Tatakoto,3/28/2017 19:27,10300100696F6300,-17.3416,20.9882,55.8268,55.6737,242.2708,69.0118,62.2708,332.3160851,3.19539468,341.3782752,-6.846579809,13.51555315,5
Tauere,6/11/2020 19:28,10300100A813C000,-17.3772,27.3853,40.4556,36.2828,244.4373,62.6147,64.4373,330.7011632,23.05345098,335.4086602,-4.345610971,27.78194545,all
Tematangi,3/29/2018 19:53,103001007A33C900,-21.6803,20.1561,55.9318,45.2068,42.628,69.8439,222.628,336.529999,3.481827582,16.68267892,-35.61933918,54.21049377,all
Tematangi,11/2/2018 19:38,1030010087614A00,-21.6803,16.0627,68.2448,76.0018,255.9747,73.9373,75.9747,338.1348573,-15.05833353,343.695922,-17.01922023,5.692506626,5
Temoe,9/8/2014 19:23,1.03001E+15,-23.3466,29.3417,53.5506,40.9037,1.5112,60.6583,181.5112,337.0000376,5.3650727,1.221203074,-52.67351149,61.56225909,none
Tenararo,3/28/2017 19:30,1.03001E+11,-21.3043,25.161,55.0773,48.3915,20.3025,64.839,200.3025,334.6139378,3.225640887,11.92731384,-44.45497745,58.16992098,none
Tenarunga,8/4/2019 19:20,1030010098C29F00,-21.3451,15.8813,42.8192,37.7139,241.2184,74.1187,61.2184,332.0110085,17.04107087,345.7418804,-13.14265843,33.09048207,all
Tepoto_North,9/27/2018 20:00,103001008574D400,-16.8206,10.9677,67.5163,58.4945,113.6541,79.0323,293.6541,340.9134653,-4.363555514,10.26993607,-12.18231267,30.05495334,all
Tepoto_South,3/1/2019 20:02,103001008E349900,-16.8206,22.1964,62.2853,74.2848,1.4693,67.8036,181.4693,333.137022,-7.793307107,0.714272675,-39.00823259,39.84670793,all
Teraina,6/23/2012 21:33,103001001A7B8D00,4.6839,7.5,64.5999,40.7,232.4,82.5,52.4,342.2490976,23.44512232,353.986086,9.226272279,18.1156927,all
Tetiaroa,5/27/2020 20:21,10300100A88FB400,-17.007,18.6842,45.2403,31.6702,57.7345,71.3158,237.7345,336.5997574,21.43127574,17.5630115,-26.14299146,61.96479005,all
Tetiaroa,5/27/2020 20:20,10300100A661D300,-17.007,24.6622,45.0821,32.0048,161.073,65.3378,341.073,336.2946404,21.43637452,7.82787883,6.409708101,33.9817031,all
Tetiaroa,5/27/2020 20:21,10300100A88FB400,-17.007,26.319,43.0456,32.8998,183.8639,63.681,3.8639,334.4991436,22.77567337,358.2653187,9.256049245,26.47641352,all
Tikehau,4/11/2020 20:15,10300100A5CBC200,-15.0031,18.3173,56.02,47.1827,33.2172,71.6827,213.2172,335.4929348,8.757480244,11.4646608,-29.98132293,51.92034726,all
Tikehau,7/4/2020 20:20,10300100A951FA00,-15.0031,25.1466,45.4852,32.366,123.167,64.8534,303.167,335.977044,22.7925822,20.83770704,-0.560741559,49.48463413,all
Tikehau,4/11/2020 20:15,10300100A3682200,-15.0031,13.2542,56.1026,47.1283,50.1267,76.7458,230.1267,335.5742503,8.721624181,11.03677936,-23.20047175,47.13791842,5
Tikei,12/15/2018 19:55,10300100879AE400,-14.95,24.0306,65.2437,114.2251,250.1266,65.9694,70.1266,335.3720349,-23.59553965,337.357788,-5.846830211,17.8513177,5
Tikei,7/2/2016 19:56,10300100581D0700,-14.95,14.1322,44.4095,35.0085,14.4447,75.8678,194.4447,333.6400592,22.62970713,3.977523247,-28.59446072,58.98255051,none
Tingwon,12/13/2010 0:47,1030010008295F00,-2.628333,13.0778,63.8175,142.9955,63.8334,76.9222,243.8334,343.2124014,-23.15024349,11.84318019,-8.2993824,31.20210194,none
Toau,4/2/2019 20:23,10300100910FED00,-15.907,26.1793,60.8923,46.9141,123.1003,63.8207,303.1003,339.1197061,4.59466423,21.69233338,-0.816781091,42.87521703,none
Toau,8/17/2016 19:58,103001005B980800,-15.907,16.8228,50.5976,44.8184,216.8581,73.1772,36.8581,332.6909668,12.78204312,349.9948573,-2.272297104,22.84229823,5
Toau,1/5/2019 20:23,1030010089018B00,-15.907,22.9535,68.5332,112.3932,79.3628,67.0465,259.3628,338.4496808,-22.90115395,23.87779661,-18.76008757,42.49885581,all
Tobi,4/5/2018 2:07,103001007B1A5D00,89.51,29.311,71.9858,79.7236,55.1448,60.689,235.1448,261.213229,72.06694707,54.4357917,60.4064738,46.24673436,none
Toke,4/11/2020 23:29,10300100A43EEB00,11.1454,31.7704,71.8345,95.6535,54.8191,58.2296,234.8191,341.7014208,8.831679769,25.73545626,-7.660327822,46.87459198,5
Tuanake,4/12/2016 19:44,103001005351E300,-16.650784,20.8831,52.1669,49.7668,230.8867,69.1169,50.8867,331.7153295,8.815431072,343.9212817,-2.996087565,16.95820593,5
Tupai,7/11/2019 20:43,1.03E+111,-16.2623,25.5042,45.7998,30.0919,71.393,64.4958,251.393,337.8138594,22.22910959,26.23672116,-22.62116589,65.06852135,none
Tureia,3/24/2015 19:45,103001003ED6AC00,-20.8293,17.2383,57.8844,48.9801,66.1589,72.7617,246.1589,336.3449479,1.429283495,17.68582739,-26.84429115,48.82101664,none
Tuvana_i_Colo,6/12/2016 22:16,1030010056077A00,-20.8293,25.9172,40.0901,29.9413,45.3661,64.0828,225.3661,335.4939287,22.9924091,23.03595241,-37.36055152,75.11422489,5
Tuvana_i_Ra,7/13/2012 22:44,103001001ABFA800,-20.8293,29.9784,43.6625,25.1698,44.5479,60.0216,224.5479,340.6903627,21.49633734,27.16817774,-39.85439435,75.1051367,5
Uanukuhahaki,2/28/2020 21:40,10300100A4A58000,-19.966389,24.9469,56.4874,73.8284,276.1994,65.0531,96.1994,327.6179938,-8.05789163,333.380844,-20.6353523,13.75544615,5
Ujae,3/7/2020 23:17,10300100A04D9C00,9.0679,29.0567,59.153,115.5932,251.383,60.9433,71.383,332.3508631,-4.785044092,331.245187,16.91052697,21.72306866,none
Ujae,6/28/2019 23:36,103001009448E700,9.0679,20.9881,65.4374,52.2212,5.1094,69.0119,185.1094,339.0469258,23.25451451,1.867675575,-11.8379126,41.59661968,none
Ujelang,3/6/2020 23:56,10300100A207B000,9.8237,32.2082,62.8263,122.3341,24.1613,57.7918,204.1613,337.2065133,-5.100093751,13.38668438,-19.56114242,38.06319505,5
Ujelang,5/2/2019 0:09,103001008F1DAE00,9.8237,26.754,73.5145,69.0305,134.3833,63.246,314.3833,344.0558993,15.28783457,21.27733766,27.55517496,36.58561932,5
Ulithi,3/29/2020 1:25,10300100A430BC00,9.955,25.8665,69.1304,106.464,56.8029,64.1335,236.8029,339.9831755,3.559754033,21.48377047,-4.572399426,42.25366591,none
Ulithi,3/16/2020 1:04,10300100A4CBBB00,9.955,32.0066,61.4395,112.4771,331.1543,57.9934,151.1543,333.7720814,-1.61533845,344.3940701,-18.09950592,19.50416619,none
Ulithi,3/2/2020 1:19,10300100A244F100,9.955,12.5019,61.085,125.012,36.3873,77.4981,216.3873,336.4851003,-7.00253423,7.378326856,-0.164213578,31.56240602,none
Ulithi,3/16/2020 1:03,10300100A43A3300,9.955,26.2937,61.0931,111.9337,251.4186,63.7063,71.4186,333.3489095,-1.518939097,333.9408892,17.09859629,18.62668576,none
Utirik,4/2/2019 23:37,103001008E0D4500,11.2458,30.2449,72.4052,108.9028,63.4526,59.7551,243.4526,343.3130467,5.154778806,26.82120674,-2.999450016,44.22124031,all
Vahanga,1/25/2020 19:13,10300100A2142500,-21.3321,19.4247,60.5501,91.2655,298.6801,70.5753,118.6801,328.6600313,-19.07970338,340.4227911,-29.45484689,14.9016479,all
Vahitahi,8/5/2010 19:37,103001000689ED00,-18.7742,13.0189,46.128,37.0257,322.6206,76.9811,142.6206,334.1298558,16.96916708,351.01405,-28.88488317,48.67050845,all
Vairaatea,4/15/2020 19:30,10300100A65F8B00,-19.3491,24.3948,50.5796,44.075,357.4041,65.6052,177.4041,333.346658,10.04896093,358.5170361,-43.7121929,58.427862,all
Vaitupu,10/11/2019 22:33,103001009B590E00,-7.2792,14.6359,70.581,90.7238,8.5721,75.3641,188.5721,340.4263146,-7.103534119,2.323797688,-21.74228854,25.70514468,all
Vanavana,5/26/2017 19:50,10300100699D1D00,-20.7809,23.0581,43.3775,27.1819,125.967,66.9419,305.967,339.1440301,21.15146564,18.60128099,-6.395047395,47.51392895,all
Vostok,1/18/2019 20:44,103001008C525400,-10.1,14.9916,64.8844,117.2934,44.0229,75.0084,224.0229,336.2513617,-20.51170687,11.07529066,-20.64156097,32.53849411,all
Wailagi_Lala,2/17/2019 22:23,103001008E8D9800,-16.7732,2.2895,63.5875,82.2685,44.5058,87.7105,224.5058,333.2572484,-11.60495497,1.691151855,-18.39897426,28.25476871,all
Wake_Island,6/17/2019 23:38,10300100931B4B00,19.2977,4.0665,71.7801,73.1091,307.4734,85.9335,127.4734,340.9511866,23.55618932,356.629795,16.79359845,16.18011763,20
