atoll,metric,value
Huvadhu,inner_reef_flat_kmsq,89.14
Ifalik,inner_reef_flat_kmsq,0.15
Ihavandhippolu,inner_reef_flat_kmsq,16.96
Jaluit,inner_reef_flat_kmsq,19.58
Jemo,inner_reef_flat_kmsq,0.04
Johnston,inner_reef_flat_kmsq,2.07
Kaashidhoo,inner_reef_flat_kmsq,0.86
Kademat,inner_reef_flat_kmsq,6.95
Kalpeni,inner_reef_flat_kmsq,4.8
Kapingamarangi,inner_reef_flat_kmsq,2.87
Katiu,inner_reef_flat_kmsq,9.87
Kauehi,inner_reef_flat_kmsq,2.24
Kaukura,inner_reef_flat_kmsq,42.05
Kavaratti,inner_reef_flat_kmsq,0.6
Kilinailau,inner_reef_flat_kmsq,32.26
Kiltan,inner_reef_flat_kmsq,0.31
Kiritimati,inner_reef_flat_kmsq,18.02
Kolhumadulu,inner_reef_flat_kmsq,57.93
Kuop,inner_reef_flat_kmsq,10.74
Kure,inner_reef_flat_kmsq,8.65
Kuria,inner_reef_flat_kmsq,1.76
Kurimarau,inner_reef_flat_kmsq,0.29
Kwajalein,inner_reef_flat_kmsq,15.74
Lae,inner_reef_flat_kmsq,1.62
Lamotrek,inner_reef_flat_kmsq,0.44
Laualau,inner_reef_flat_kmsq,0.77
Laysan,inner_reef_flat_kmsq,0.15
Leli,inner_reef_flat_kmsq,0.9
Lib,inner_reef_flat_kmsq,0.32
Lihou,inner_reef_flat_kmsq,15.03
Likiep,inner_reef_flat_kmsq,9.19
Liot,inner_reef_flat_kmsq,1.42
Lisianski,inner_reef_flat_kmsq,14.38
Long_Reef,inner_reef_flat_kmsq,61.73
Loraine_Anobat,inner_reef_flat_kmsq,0.01
Losap,inner_reef_flat_kmsq,3.94
Losiep,inner_reef_flat_kmsq,0.87
Lukunor,inner_reef_flat_kmsq,1.8
Mabui,inner_reef_flat_kmsq,1.3
Maiana,inner_reef_flat_kmsq,17.67
Majuro,inner_reef_flat_kmsq,2.61
Makemo,inner_reef_flat_kmsq,42.52
Makin,inner_reef_flat_kmsq,1.53
Makunudhoo,inner_reef_flat_kmsq,29.46
Malden,inner_reef_flat_kmsq,0.03
Maloelap,inner_reef_flat_kmsq,7.57
Malum,inner_reef_flat_kmsq,6.54
Manihi,inner_reef_flat_kmsq,0.93
Manihiki,inner_reef_flat_kmsq,1.6
Manra,inner_reef_flat_kmsq,0.0
Manuae,inner_reef_flat_kmsq,3.35
Manuhangi,inner_reef_flat_kmsq,0.03
Marakei,inner_reef_flat_kmsq,3.19
Maria,inner_reef_flat_kmsq,0.98
Maria_Est,inner_reef_flat_kmsq,0.17
Marokau,inner_reef_flat_kmsq,12.32
Marutea_Nord,inner_reef_flat_kmsq,27.98
Marutea_Sud,inner_reef_flat_kmsq,4.62
Mataiva,inner_reef_flat_kmsq,6.77
Matureivavao,inner_reef_flat_kmsq,0.48
Maupihaa,inner_reef_flat_kmsq,8.15
Mellish,inner_reef_flat_kmsq,4.39
Midway,inner_reef_flat_kmsq,16.6
Mili,inner_reef_flat_kmsq,20.25
Minicoy,inner_reef_flat_kmsq,4.43
Mokil,inner_reef_flat_kmsq,0.4
Morane,inner_reef_flat_kmsq,1.12
Moruroa,inner_reef_flat_kmsq,2.62
Motu_One,inner_reef_flat_kmsq,1.74
Motutunga,inner_reef_flat_kmsq,15.0
Mulaku,inner_reef_flat_kmsq,57.11
Murilo,inner_reef_flat_kmsq,3.0
Namoluk,inner_reef_flat_kmsq,1.04
Namonuito,inner_reef_flat_kmsq,5.04
Namorik,inner_reef_flat_kmsq,1.61
Namu,inner_reef_flat_kmsq,5.45
Nanumanga,inner_reef_flat_kmsq,0.17
Nanumea,inner_reef_flat_kmsq,4.2
Napuka,inner_reef_flat_kmsq,2.77
Nengonengo,inner_reef_flat_kmsq,4.06
Ngcheangel,inner_reef_flat_kmsq,4.13
Ngulu,inner_reef_flat_kmsq,4.51
Niau,inner_reef_flat_kmsq,0.0
Nihiru,inner_reef_flat_kmsq,5.7
Nikumaroro,inner_reef_flat_kmsq,0.96
Nikunau,inner_reef_flat_kmsq,0.3
Ninigo,inner_reef_flat_kmsq,29.47
Nissan,inner_reef_flat_kmsq,0.87
Niulakita,inner_reef_flat_kmsq,0.02
Niutao,inner_reef_flat_kmsq,0.0
Nomwin,inner_reef_flat_kmsq,9.61
Nonouti,inner_reef_flat_kmsq,30.02
North_Keeling,inner_reef_flat_kmsq,0.05
North_Maalhosmadulu,inner_reef_flat_kmsq,34.25
North_Male,inner_reef_flat_kmsq,44.53
North_Nilandhe,inner_reef_flat_kmsq,40.28
North_Tubbataha,inner_reef_flat_kmsq,9.76
Nuguria,inner_reef_flat_kmsq,23.34
Nui,inner_reef_flat_kmsq,5.54
Nukapu,inner_reef_flat_kmsq,2.72
Nukufetau,inner_reef_flat_kmsq,6.28
Nukulaelae,inner_reef_flat_kmsq,6.57
Nukumanu,inner_reef_flat_kmsq,11.97
Nukumbasanga,inner_reef_flat_kmsq,0.0
Nukunonu,inner_reef_flat_kmsq,6.7
Nukuoro,inner_reef_flat_kmsq,1.67
Nukusemanu,inner_reef_flat_kmsq,2.49
Nukutepipi,inner_reef_flat_kmsq,0.78
Numa_Miombilou,inner_reef_flat_kmsq,28.64
Nupani,inner_reef_flat_kmsq,6.28
Oeno,inner_reef_flat_kmsq,4.19
Olimarao,inner_reef_flat_kmsq,0.53
Onotoa,inner_reef_flat_kmsq,3.88
Ontong_Java,inner_reef_flat_kmsq,39.23
Oroluk,inner_reef_flat_kmsq,3.1
Orona,inner_reef_flat_kmsq,0.68
Pakin,inner_reef_flat_kmsq,3.0
Palmerston,inner_reef_flat_kmsq,5.45
Palmyra,inner_reef_flat_kmsq,6.84
Paraoa,inner_reef_flat_kmsq,0.46
Pearl_and_Hermes,inner_reef_flat_kmsq,50.99
Peremul_Par,inner_reef_flat_kmsq,11.46
Peros_Banhos,inner_reef_flat_kmsq,8.21
Pinaki,inner_reef_flat_kmsq,0.2
Pingelap,inner_reef_flat_kmsq,0.03
Pinipel,inner_reef_flat_kmsq,7.23
Platte,inner_reef_flat_kmsq,0.36
Providence,inner_reef_flat_kmsq,10.0
Pukapuka,inner_reef_flat_kmsq,1.88
Puka-Puka,inner_reef_flat_kmsq,0.52
Pukarua,inner_reef_flat_kmsq,1.86
Pulap,inner_reef_flat_kmsq,0.61
Pulusuk,inner_reef_flat_kmsq,0.01
Puluwat,inner_reef_flat_kmsq,0.51
Qelelevu,inner_reef_flat_kmsq,12.52
Rakahanga,inner_reef_flat_kmsq,0.56
Rangiroa,inner_reef_flat_kmsq,37.3
Raraka,inner_reef_flat_kmsq,5.22
Raroia,inner_reef_flat_kmsq,9.04
Rasdhoo,inner_reef_flat_kmsq,7.74
Ravahere,inner_reef_flat_kmsq,5.93
Reao,inner_reef_flat_kmsq,1.83
Redlick,inner_reef_flat_kmsq,5.52
Reitoru,inner_reef_flat_kmsq,2.06
Rekareka,inner_reef_flat_kmsq,0.0
Rongelap,inner_reef_flat_kmsq,21.09
Rongerik,inner_reef_flat_kmsq,2.15
Rose,inner_reef_flat_kmsq,1.8
Rowa,inner_reef_flat_kmsq,11.57
Saloman,inner_reef_flat_kmsq,4.57
Sama,inner_reef_flat_kmsq,2.78
Samasuma,inner_reef_flat_kmsq,3.41
Sapwuahfik,inner_reef_flat_kmsq,6.39
Satawan,inner_reef_flat_kmsq,12.4
Scilly,inner_reef_flat_kmsq,8.88
Sikaiana,inner_reef_flat_kmsq,6.77
Sorol,inner_reef_flat_kmsq,1.69
South_Keeling,inner_reef_flat_kmsq,27.89
South_Maalhosmadulu,inner_reef_flat_kmsq,36.75
South_Male,inner_reef_flat_kmsq,38.52
South_Nilandhe,inner_reef_flat_kmsq,42.85
South_Tubbataha,inner_reef_flat_kmsq,7.67
St_Francois,inner_reef_flat_kmsq,5.82
St_Joseph,inner_reef_flat_kmsq,1.69
Starbuck,inner_reef_flat_kmsq,0.09
Suheli_Par,inner_reef_flat_kmsq,10.69
Surprise,inner_reef_flat_kmsq,14.39
Suwarrow,inner_reef_flat_kmsq,9.62
Swains,inner_reef_flat_kmsq,0.67
Tabiteuea,inner_reef_flat_kmsq,71.85
Tabuaeran,inner_reef_flat_kmsq,20.16
Taenga,inner_reef_flat_kmsq,3.53
Tahanea,inner_reef_flat_kmsq,32.94
Taiaro,inner_reef_flat_kmsq,0.0
Taka,inner_reef_flat_kmsq,2.35
Takapoto,inner_reef_flat_kmsq,1.85
Takaroa,inner_reef_flat_kmsq,1.88
Takume,inner_reef_flat_kmsq,2.41
Takuu,inner_reef_flat_kmsq,11.95
Tarawa,inner_reef_flat_kmsq,37.87
Tatakoto,inner_reef_flat_kmsq,2.57
Tauere,inner_reef_flat_kmsq,0.86
Tekokota,inner_reef_flat_kmsq,0.66
Temitangi,inner_reef_flat_kmsq,0.67
Temoe,inner_reef_flat_kmsq,0.54
Tenararo,inner_reef_flat_kmsq,0.01
Tenaruga,inner_reef_flat_kmsq,0.0
Tepoto,inner_reef_flat_kmsq,0.1
Teraina,inner_reef_flat_kmsq,0.0
Tetiaroa,inner_reef_flat_kmsq,7.8
Thiladhunmathi,inner_reef_flat_kmsq,43.48
Thoddoo,inner_reef_flat_kmsq,0.53
Tikehau,inner_reef_flat_kmsq,9.2
Tilianu,inner_reef_flat_kmsq,0.0
Toau,inner_reef_flat_kmsq,25.93
Tongareva,inner_reef_flat_kmsq,8.18
Torlesse,inner_reef_flat_kmsq,3.23
Tuanake,inner_reef_flat_kmsq,1.58
Tupai,inner_reef_flat_kmsq,4.36
Tureia,inner_reef_flat_kmsq,0.17
Ujae,inner_reef_flat_kmsq,9.03
Ujelang,inner_reef_flat_kmsq,2.18
Ulithi,inner_reef_flat_kmsq,3.88
Utirik,inner_reef_flat_kmsq,2.59
Vahanga,inner_reef_flat_kmsq,0.0
Vahitahi,inner_reef_flat_kmsq,0.96
Vairaatea,inner_reef_flat_kmsq,0.7
Vaitupu,inner_reef_flat_kmsq,0.9
Vanavana,inner_reef_flat_kmsq,0.03
Vattaru,inner_reef_flat_kmsq,6.26
Wailagilala,inner_reef_flat_kmsq,2.97
Wake,inner_reef_flat_kmsq,1.43
West_Fayu,inner_reef_flat_kmsq,1.82
Willis,inner_reef_flat_kmsq,10.31
Woleai,inner_reef_flat_kmsq,1.64
Wotho,inner_reef_flat_kmsq,1.29
Wotje,inner_reef_flat_kmsq,7.42
Zohhoiiyoru,inner_reef_flat_kmsq,0.05
Abaiang,inner_reef_flat_perc,7.39
Abariringa,inner_reef_flat_perc,9.26
Abemama,inner_reef_flat_perc,16.69
Addu,inner_reef_flat_perc,9.48
Agatti,inner_reef_flat_perc,13.67
Ahe,inner_reef_flat_perc,5.57
Ahunui,inner_reef_flat_perc,0.0
Ailinginae,inner_reef_flat_perc,7.4
Ailinglaplap,inner_reef_flat_perc,7.99
Ailuk,inner_reef_flat_perc,13.8
Aldabra,inner_reef_flat_perc,15.4
Alphonse,inner_reef_flat_perc,4.85
Amanu,inner_reef_flat_perc,8.76
Anaa,inner_reef_flat_perc,16.12
Analtin,inner_reef_flat_perc,44.32
Ant,inner_reef_flat_perc,20.17
Anuanuraro,inner_reef_flat_perc,23.69
Anuanurunga,inner_reef_flat_perc,11.14
Apataki,inner_reef_flat_perc,20.92
Aranuka,inner_reef_flat_perc,37.22
Aratika,inner_reef_flat_perc,23.42
Ari,inner_reef_flat_perc,22.76
Arno,inner_reef_flat_perc,11.92
Arutua,inner_reef_flat_perc,21.56
Ashmore,inner_reef_flat_perc,21.78
Astove,inner_reef_flat_perc,7.44
Atafu,inner_reef_flat_perc,14.8
Aur,inner_reef_flat_perc,8.07
Awin,inner_reef_flat_perc,33.38
Bangaram,inner_reef_flat_perc,33.78
Beautemps-Beaupre,inner_reef_flat_perc,5.59
Bellona,inner_reef_flat_perc,16.46
Beru,inner_reef_flat_perc,19.45
Bikar,inner_reef_flat_perc,5.38
Bikini,inner_reef_flat_perc,6.95
Birnie,inner_reef_flat_perc,0.0
Bitra_Par,inner_reef_flat_perc,16.71
Bokaak,inner_reef_flat_perc,1.21
Bramble_Haven,inner_reef_flat_perc,28.79
Budibudi,inner_reef_flat_perc,24.98
Butaritari,inner_reef_flat_perc,22.12
Byramgore,inner_reef_flat_perc,13.77
Caroline,inner_reef_flat_perc,17.18
Cato,inner_reef_flat_perc,14.67
Cherbaniani,inner_reef_flat_perc,15.43
Chesterfield,inner_reef_flat_perc,9.33
Chetlat,inner_reef_flat_perc,4.57
Clipperton,inner_reef_flat_perc,1.81
Conflict,inner_reef_flat_perc,20.48
Cosmoledo,inner_reef_flat_perc,11.37
Desroches,inner_reef_flat_perc,0.14
Diego_Garcia,inner_reef_flat_perc,13.4
Ducie,inner_reef_flat_perc,7.5
Eauripik,inner_reef_flat_perc,9.51
Ebon,inner_reef_flat_perc,9.62
Egmont,inner_reef_flat_perc,12.33
Egum,inner_reef_flat_perc,3.32
Elato,inner_reef_flat_perc,8.01
Enderbury,inner_reef_flat_perc,0.0
Eniwetok,inner_reef_flat_perc,8.47
Erikub,inner_reef_flat_perc,1.95
Etal,inner_reef_flat_perc,9.99
Europa,inner_reef_flat_perc,31.31
Faadhippolhu,inner_reef_flat_perc,21.82
Faaite,inner_reef_flat_perc,31.17
Fakahina,inner_reef_flat_perc,0.0
Fakaofo,inner_reef_flat_perc,18.34
Fakarava,inner_reef_flat_perc,42.57
Fangatau,inner_reef_flat_perc,0.0
Fangataufa,inner_reef_flat_perc,3.63
Faraulep,inner_reef_flat_perc,19.33
Farquhar,inner_reef_flat_perc,4.36
Fasdhuthere,inner_reef_flat_perc,44.49
Felidhu,inner_reef_flat_perc,37.89
French_Frigate_Shoals,inner_reef_flat_perc,3.8
Funafuti,inner_reef_flat_perc,20.75
Fuvahmulah,inner_reef_flat_perc,1.09
Gaafaru,inner_reef_flat_perc,28.15
Glorioso,inner_reef_flat_perc,15.39
Goidhoo,inner_reef_flat_perc,38.06
Great_Chagos_Bank,inner_reef_flat_perc,0.49
Haddhunmathi,inner_reef_flat_perc,27.12
Hao,inner_reef_flat_perc,21.17
Haraiki,inner_reef_flat_perc,14.29
Helen,inner_reef_flat_perc,23.58
Hereheretue,inner_reef_flat_perc,1995.0
Hikueru,inner_reef_flat_perc,9.89
Hiti,inner_reef_flat_perc,37.98
Huon,inner_reef_flat_perc,22.02
Huvadhu,inner_reef_flat_perc,27.9
Ifalik,inner_reef_flat_perc,2.52
Ihavandhippolu,inner_reef_flat_perc,20.23
Jaluit,inner_reef_flat_perc,10.71
Jemo,inner_reef_flat_perc,1.81
Johnston,inner_reef_flat_perc,8.46
Kaashidhoo,inner_reef_flat_perc,13.75
Kademat,inner_reef_flat_perc,26.44
Kalpeni,inner_reef_flat_perc,16.81
Kapingamarangi,inner_reef_flat_perc,11.71
Katiu,inner_reef_flat_perc,31.38
Kauehi,inner_reef_flat_perc,9.5
Kaukura,inner_reef_flat_perc,20.81
Kavaratti,inner_reef_flat_perc,8.11
Kilinailau,inner_reef_flat_perc,44.14
Kiltan,inner_reef_flat_perc,6.99
Kiritimati,inner_reef_flat_perc,13.93
Kolhumadulu,inner_reef_flat_perc,34.78
Kuop,inner_reef_flat_perc,29.99
Kure,inner_reef_flat_perc,16.04
Kuria,inner_reef_flat_perc,8.63
Kurimarau,inner_reef_flat_perc,10.75
Kwajalein,inner_reef_flat_perc,6.36
Lae,inner_reef_flat_perc,12.39
Lamotrek,inner_reef_flat_perc,4.58
Laualau,inner_reef_flat_perc,12.0
Laysan,inner_reef_flat_perc,11.99
Leli,inner_reef_flat_perc,15.07
Lib,inner_reef_flat_perc,27.89
Lihou,inner_reef_flat_perc,12.24
Likiep,inner_reef_flat_perc,10.83
Liot,inner_reef_flat_perc,45.11
Lisianski,inner_reef_flat_perc,11.15
Long_Reef,inner_reef_flat_perc,19.13
Loraine_Anobat,inner_reef_flat_perc,0.79
Losap,inner_reef_flat_perc,23.54
Losiep,inner_reef_flat_perc,14.19
Lukunor,inner_reef_flat_perc,10.79
Mabui,inner_reef_flat_perc,29.39
Maiana,inner_reef_flat_perc,12.15
Majuro,inner_reef_flat_perc,3.83
Makemo,inner_reef_flat_perc,30.59
Makin,inner_reef_flat_perc,18.25
Makunudhoo,inner_reef_flat_perc,31.3
Malden,inner_reef_flat_perc,1.28
Maloelap,inner_reef_flat_perc,7.77
Malum,inner_reef_flat_perc,36.34
Manihi,inner_reef_flat_perc,4.31
Manihiki,inner_reef_flat_perc,12.14
Manra,inner_reef_flat_perc,0.0
Manuae,inner_reef_flat_perc,24.8
Manuhangi,inner_reef_flat_perc,1.57
Marakei,inner_reef_flat_perc,12.98
Maria,inner_reef_flat_perc,12.21
Maria_Est,inner_reef_flat_perc,4.08
Marokau,inner_reef_flat_perc,30.42
Marutea_Nord,inner_reef_flat_perc,26.71
Marutea_Sud,inner_reef_flat_perc,20.12
Mataiva,inner_reef_flat_perc,22.17
Matureivavao,inner_reef_flat_perc,7.93
Maupihaa,inner_reef_flat_perc,40.09
Mellish,inner_reef_flat_perc,20.55
Midway,inner_reef_flat_perc,27.35
Mili,inner_reef_flat_perc,13.03
Minicoy,inner_reef_flat_perc,11.69
Mokil,inner_reef_flat_perc,7.4
Morane,inner_reef_flat_perc,17.87
Moruroa,inner_reef_flat_perc,8.31
Motu_One,inner_reef_flat_perc,19.84
Motutunga,inner_reef_flat_perc,43.69
Mulaku,inner_reef_flat_perc,34.56
Murilo,inner_reef_flat_perc,5.89
Namoluk,inner_reef_flat_perc,14.26
Namonuito,inner_reef_flat_perc,17.87
Namorik,inner_reef_flat_perc,11.45
Namu,inner_reef_flat_perc,5.75
Nanumanga,inner_reef_flat_perc,6.5
Nanumea,inner_reef_flat_perc,22.69
Napuka,inner_reef_flat_perc,15.32
Nengonengo,inner_reef_flat_perc,24.35
Ngcheangel,inner_reef_flat_perc,22.51
Ngulu,inner_reef_flat_perc,10.31
Niau,inner_reef_flat_perc,0.0
Nihiru,inner_reef_flat_perc,17.36
Nikumaroro,inner_reef_flat_perc,10.86
Nikunau,inner_reef_flat_perc,2.78
Ninigo,inner_reef_flat_perc,23.71
Nissan,inner_reef_flat_perc,6.21
Niulakita,inner_reef_flat_perc,0.25
Niutao,inner_reef_flat_perc,0.0
Nomwin,inner_reef_flat_perc,20.09
Nonouti,inner_reef_flat_perc,6.73
North_Keeling,inner_reef_flat_perc,2.71
North_Maalhosmadulu,inner_reef_flat_perc,21.09
North_Male,inner_reef_flat_perc,20.53
North_Nilandhe,inner_reef_flat_perc,34.4
North_Tubbataha,inner_reef_flat_perc,21.71
Nuguria,inner_reef_flat_perc,27.21
Nui,inner_reef_flat_perc,34.11
Nukapu,inner_reef_flat_perc,44.8
Nukufetau,inner_reef_flat_perc,23.05
Nukulaelae,inner_reef_flat_perc,26.49
Nukumanu,inner_reef_flat_perc,30.57
Nukumbasanga,inner_reef_flat_perc,0.0
Nukunonu,inner_reef_flat_perc,30.74
Nukuoro,inner_reef_flat_perc,14.78
Nukusemanu,inner_reef_flat_perc,3.99
Nukutepipi,inner_reef_flat_perc,29.53
Numa_Miombilou,inner_reef_flat_perc,32.66
Nupani,inner_reef_flat_perc,40.66
Oeno,inner_reef_flat_perc,35.61
Olimarao,inner_reef_flat_perc,9.65
Onotoa,inner_reef_flat_perc,13.06
Ontong_Java,inner_reef_flat_perc,28.84
Oroluk,inner_reef_flat_perc,6.18
Orona,inner_reef_flat_perc,2.72
Pakin,inner_reef_flat_perc,21.26
Palmerston,inner_reef_flat_perc,19.31
Palmyra,inner_reef_flat_perc,26.52
Paraoa,inner_reef_flat_perc,7.28
Pearl_and_Hermes,inner_reef_flat_perc,16.41
Peremul_Par,inner_reef_flat_perc,14.0
Peros_Banhos,inner_reef_flat_perc,15.82
Pinaki,inner_reef_flat_perc,10.07
Pingelap,inner_reef_flat_perc,0.7
Pinipel,inner_reef_flat_perc,47.42
Platte,inner_reef_flat_perc,0.9
Providence,inner_reef_flat_perc,2.4
Pukapuka,inner_reef_flat_perc,11.55
Puka-Puka,inner_reef_flat_perc,13.25
Pukarua,inner_reef_flat_perc,10.75
Pulap,inner_reef_flat_perc,6.99
Pulusuk,inner_reef_flat_perc,0.3
Puluwat,inner_reef_flat_perc,12.98
Qelelevu,inner_reef_flat_perc,22.09
Rakahanga,inner_reef_flat_perc,13.67
Rangiroa,inner_reef_flat_perc,23.33
Raraka,inner_reef_flat_perc,17.18
Raroia,inner_reef_flat_perc,18.04
Rasdhoo,inner_reef_flat_perc,33.97
Ravahere,inner_reef_flat_perc,23.45
Reao,inner_reef_flat_perc,8.48
Redlick,inner_reef_flat_perc,22.3
Reitoru,inner_reef_flat_perc,19.46
Rekareka,inner_reef_flat_perc,0.22
Rongelap,inner_reef_flat_perc,14.38
Rongerik,inner_reef_flat_perc,3.91
Rose,inner_reef_flat_perc,42.1
Rowa,inner_reef_flat_perc,48.53
Saloman,inner_reef_flat_perc,27.43
Sama,inner_reef_flat_perc,45.4
Samasuma,inner_reef_flat_perc,39.06
Sapwuahfik,inner_reef_flat_perc,14.89
Satawan,inner_reef_flat_perc,21.21
Scilly,inner_reef_flat_perc,28.95
Sikaiana,inner_reef_flat_perc,52.81
Sorol,inner_reef_flat_perc,13.87
South_Keeling,inner_reef_flat_perc,27.54
South_Maalhosmadulu,inner_reef_flat_perc,26.22
South_Male,inner_reef_flat_perc,32.15
South_Nilandhe,inner_reef_flat_perc,33.42
South_Tubbataha,inner_reef_flat_perc,51.28
St_Francois,inner_reef_flat_perc,9.29
St_Joseph,inner_reef_flat_perc,6.45
Starbuck,inner_reef_flat_perc,2.75
Suheli_Par,inner_reef_flat_perc,12.34
Surprise,inner_reef_flat_perc,18.66
Suwarrow,inner_reef_flat_perc,25.5
Swains,inner_reef_flat_perc,37.33
Tabiteuea,inner_reef_flat_perc,13.73
Tabuaeran,inner_reef_flat_perc,16.61
Taenga,inner_reef_flat_perc,13.67
Tahanea,inner_reef_flat_perc,31.17
Taiaro,inner_reef_flat_perc,0.0
Taka,inner_reef_flat_perc,4.82
Takapoto,inner_reef_flat_perc,10.88
Takaroa,inner_reef_flat_perc,7.56
Takume,inner_reef_flat_perc,10.7
Takuu,inner_reef_flat_perc,41.35
Tarawa,inner_reef_flat_perc,14.32
Tatakoto,inner_reef_flat_perc,11.42
Tauere,inner_reef_flat_perc,9.89
Tekokota,inner_reef_flat_perc,9.45
Temitangi,inner_reef_flat_perc,5.57
Temoe,inner_reef_flat_perc,4.4
Tenararo,inner_reef_flat_perc,0.31
Tenaruga,inner_reef_flat_perc,0.0
Tepoto,inner_reef_flat_perc,3.35
Teraina,inner_reef_flat_perc,0.0
Tetiaroa,inner_reef_flat_perc,29.79
Thiladhunmathi,inner_reef_flat_perc,20.14
Thoddoo,inner_reef_flat_perc,18.43
Tikehau,inner_reef_flat_perc,14.93
Tilianu,inner_reef_flat_perc,0.0
Toau,inner_reef_flat_perc,22.1
Tongareva,inner_reef_flat_perc,16.28
Torlesse,inner_reef_flat_perc,31.86
Tuanake,inner_reef_flat_perc,16.09
Tupai,inner_reef_flat_perc,25.46
Tureia,inner_reef_flat_perc,1.93
Ujae,inner_reef_flat_perc,13.34
Ujelang,inner_reef_flat_perc,6.26
Ulithi,inner_reef_flat_perc,6.11
Utirik,inner_reef_flat_perc,6.58
Vahanga,inner_reef_flat_perc,0.0
Vahitahi,inner_reef_flat_perc,7.93
Vairaatea,inner_reef_flat_perc,9.42
Vaitupu,inner_reef_flat_perc,16.91
Vanavana,inner_reef_flat_perc,2.0
Vattaru,inner_reef_flat_perc,45.44
Wailagilala,inner_reef_flat_perc,25.54
Wake,inner_reef_flat_perc,10.28
West_Fayu,inner_reef_flat_perc,21.82
Willis,inner_reef_flat_perc,18.68
Woleai,inner_reef_flat_perc,8.59
Wotho,inner_reef_flat_perc,2.61
Wotje,inner_reef_flat_perc,7.19
Zohhoiiyoru,inner_reef_flat_perc,1.89
Abaiang,terrestrial_reef_flat_kmsq,0.0
Abariringa,terrestrial_reef_flat_kmsq,0.0
Abemama,terrestrial_reef_flat_kmsq,0.0
Addu,terrestrial_reef_flat_kmsq,0.0
Agatti,terrestrial_reef_flat_kmsq,0.0
Ahe,terrestrial_reef_flat_kmsq,0.0
Ahunui,terrestrial_reef_flat_kmsq,0.0
Ailinginae,terrestrial_reef_flat_kmsq,0.0
Ailinglaplap,terrestrial_reef_flat_kmsq,0.0
Ailuk,terrestrial_reef_flat_kmsq,0.0
Aldabra,terrestrial_reef_flat_kmsq,0.0
Alphonse,terrestrial_reef_flat_kmsq,0.09
Amanu,terrestrial_reef_flat_kmsq,0.0
Anaa,terrestrial_reef_flat_kmsq,0.0
Analtin,terrestrial_reef_flat_kmsq,0.0
Ant,terrestrial_reef_flat_kmsq,0.0
Anuanuraro,terrestrial_reef_flat_kmsq,0.0
Anuanurunga,terrestrial_reef_flat_kmsq,0.0
Apataki,terrestrial_reef_flat_kmsq,0.0
Aranuka,terrestrial_reef_flat_kmsq,0.0
Aratika,terrestrial_reef_flat_kmsq,0.0
Ari,terrestrial_reef_flat_kmsq,0.0
Arno,terrestrial_reef_flat_kmsq,0.0
Arutua,terrestrial_reef_flat_kmsq,0.0
Ashmore,terrestrial_reef_flat_kmsq,0.0
Astove,terrestrial_reef_flat_kmsq,0.0
Atafu,terrestrial_reef_flat_kmsq,0.0
Aur,terrestrial_reef_flat_kmsq,0.0
Awin,terrestrial_reef_flat_kmsq,0.0
Bangaram,terrestrial_reef_flat_kmsq,0.0
Beautemps-Beaupre,terrestrial_reef_flat_kmsq,0.0
Bellona,terrestrial_reef_flat_kmsq,0.0
Beru,terrestrial_reef_flat_kmsq,0.0
Bikar,terrestrial_reef_flat_kmsq,0.0
Bikini,terrestrial_reef_flat_kmsq,0.0
Birnie,terrestrial_reef_flat_kmsq,0.0
Bitra_Par,terrestrial_reef_flat_kmsq,0.0
Bokaak,terrestrial_reef_flat_kmsq,0.0
Bramble_Haven,terrestrial_reef_flat_kmsq,0.0
Budibudi,terrestrial_reef_flat_kmsq,0.49
Butaritari,terrestrial_reef_flat_kmsq,0.0
Byramgore,terrestrial_reef_flat_kmsq,0.0
Caroline,terrestrial_reef_flat_kmsq,0.0
Cato,terrestrial_reef_flat_kmsq,0.0
Cherbaniani,terrestrial_reef_flat_kmsq,0.0
Chesterfield,terrestrial_reef_flat_kmsq,0.0
Chetlat,terrestrial_reef_flat_kmsq,0.0
Clipperton,terrestrial_reef_flat_kmsq,0.0
Conflict,terrestrial_reef_flat_kmsq,0.0
Cosmoledo,terrestrial_reef_flat_kmsq,0.0
Desroches,terrestrial_reef_flat_kmsq,0.01
Diego_Garcia,terrestrial_reef_flat_kmsq,0.0
Ducie,terrestrial_reef_flat_kmsq,0.0
Eauripik,terrestrial_reef_flat_kmsq,0.0
Ebon,terrestrial_reef_flat_kmsq,0.0
Egmont,terrestrial_reef_flat_kmsq,0.0
Egum,terrestrial_reef_flat_kmsq,0.0
Elato,terrestrial_reef_flat_kmsq,0.0
Enderbury,terrestrial_reef_flat_kmsq,0.0
Eniwetok,terrestrial_reef_flat_kmsq,0.0
Erikub,terrestrial_reef_flat_kmsq,0.0
Etal,terrestrial_reef_flat_kmsq,0.0
Europa,terrestrial_reef_flat_kmsq,0.0
Faadhippolhu,terrestrial_reef_flat_kmsq,0.0
Faaite,terrestrial_reef_flat_kmsq,0.0
Fakahina,terrestrial_reef_flat_kmsq,0.0
Fakaofo,terrestrial_reef_flat_kmsq,0.0
Fakarava,terrestrial_reef_flat_kmsq,0.0
Fangatau,terrestrial_reef_flat_kmsq,0.0
Fangataufa,terrestrial_reef_flat_kmsq,0.0
Faraulep,terrestrial_reef_flat_kmsq,0.0
Farquhar,terrestrial_reef_flat_kmsq,0.0
