atoll,species,population
Huon,Fregata_ariel,0.0
Huvadhu,Fregata_ariel,0.0
Ifalik,Fregata_ariel,0.0
Ihavandhippolu,Fregata_ariel,0.0
Jaluit,Fregata_ariel,79.0
Jemo,Fregata_ariel,0.0
Johnston,Fregata_ariel,0.0
Kademat,Fregata_ariel,0.0
Kalpeni,Fregata_ariel,0.0
Kapingamarangi,Fregata_ariel,0.0
Katiu,Fregata_ariel,0.0
Kauehi,Fregata_ariel,0.0
Kaukura,Fregata_ariel,157.0
Kavaratti,Fregata_ariel,0.0
Kilinailau,Fregata_ariel,0.0
Kiltan,Fregata_ariel,0.0
Kiritimati,Fregata_ariel,100.0
Kolhumadulu,Fregata_ariel,0.0
Kuop,Fregata_ariel,0.0
Kure,Fregata_ariel,0.0
Kuria,Fregata_ariel,0.0
Kwajalein,Fregata_ariel,0.0
Lae,Fregata_ariel,0.0
Lamotrek,Fregata_ariel,0.0
Laualau,Fregata_ariel,0.0
Laysan,Fregata_ariel,0.0
Lib,Fregata_ariel,0.0
Likiep,Fregata_ariel,0.0
Liot,Fregata_ariel,0.0
Lisianski,Fregata_ariel,0.0
Long_Reef,Fregata_ariel,0.0
Losap,Fregata_ariel,0.0
Lukunor,Fregata_ariel,0.0
Maalhosmadulu,Fregata_ariel,0.0
Maiana,Fregata_ariel,95.0
Majuro,Fregata_ariel,0.0
Makemo,Fregata_ariel,0.0
Makunudhoo,Fregata_ariel,0.0
Malden,Fregata_ariel,30000.0
Maloelap,Fregata_ariel,0.0
Malum,Fregata_ariel,0.0
Manihi,Fregata_ariel,0.0
Manihiki,Fregata_ariel,0.0
Manra,Fregata_ariel,200.0
Manuae,Fregata_ariel,0.0
Manuhangi,Fregata_ariel,0.0
Marakei,Fregata_ariel,0.0
Maria,Fregata_ariel,0.0
Maria_Est,Fregata_ariel,531.0
Marokau,Fregata_ariel,0.0
Marutea_Nord,Fregata_ariel,0.0
Marutea_Sud,Fregata_ariel,0.0
Mataiva,Fregata_ariel,278.0
Matureivavao,Fregata_ariel,0.0
Maupihaa,Fregata_ariel,228.0
McKean,Fregata_ariel,85000.0
Midway,Fregata_ariel,0.0
Miladhunmadulu,Fregata_ariel,0.0
Mili,Fregata_ariel,37.0
Minicoy,Fregata_ariel,0.0
Mokil,Fregata_ariel,0.0
Morane,Fregata_ariel,0.0
Moruroa,Fregata_ariel,0.0
Motu_One,Fregata_ariel,0.0
Motutunga,Fregata_ariel,0.0
Mulaku,Fregata_ariel,0.0
Murilo,Fregata_ariel,0.0
Namoluk,Fregata_ariel,0.0
Namonuito,Fregata_ariel,0.0
Namorik,Fregata_ariel,0.0
Namu,Fregata_ariel,0.0
Nanumanga,Fregata_ariel,0.0
Nanumea,Fregata_ariel,0.0
Napuka,Fregata_ariel,0.0
Nengonengo,Fregata_ariel,340.0
Ngcheangel,Fregata_ariel,0.0
Ngulu,Fregata_ariel,0.0
Niau,Fregata_ariel,0.0
Nihiru,Fregata_ariel,0.0
Nikumaroro,Fregata_ariel,120.0
Nikunau,Fregata_ariel,0.0
Ninigo,Fregata_ariel,0.0
Niutao,Fregata_ariel,0.0
Nomwin,Fregata_ariel,0.0
Nonouti,Fregata_ariel,94.0
North_Male,Fregata_ariel,0.0
North_Nilandhe,Fregata_ariel,0.0
Nuguria,Fregata_ariel,21.0
Nui,Fregata_ariel,0.0
Nukapu,Fregata_ariel,59.0
Nukufetau,Fregata_ariel,0.0
Nukulaelae,Fregata_ariel,0.0
Nukumanu,Fregata_ariel,50.0
Nukumbasanga,Fregata_ariel,0.0
Nukunonu,Fregata_ariel,0.0
Nukuoro,Fregata_ariel,0.0
Nukutepipi,Fregata_ariel,0.0
Numa_Miombilou,Fregata_ariel,0.0
Nupani,Fregata_ariel,200.0
Oeno,Fregata_ariel,0.0
Olimarao,Fregata_ariel,0.0
Onotoa,Fregata_ariel,176.0
Ontong_Java,Fregata_ariel,0.0
Oroluk,Fregata_ariel,0.0
Orona,Fregata_ariel,1200.0
Pakin,Fregata_ariel,0.0
Palmerston,Fregata_ariel,0.0
Palmyra,Fregata_ariel,0.0
Paraoa,Fregata_ariel,525.0
Pearl_and_Hermes,Fregata_ariel,0.0
Peremul_Par,Fregata_ariel,0.0
Peros_Banhos,Fregata_ariel,10.0
Pinaki,Fregata_ariel,0.0
Pingelap,Fregata_ariel,0.0
Pinipel,Fregata_ariel,0.0
Pukapuka,Fregata_ariel,226.0
Puka-Puka,Fregata_ariel,0.0
Pukarua,Fregata_ariel,0.0
Pulap,Fregata_ariel,0.0
Pulusuk,Fregata_ariel,0.0
Puluwat,Fregata_ariel,0.0
Qelelevu,Fregata_ariel,10080.0
Rakahanga,Fregata_ariel,0.0
Rangiroa,Fregata_ariel,0.0
Raraka,Fregata_ariel,420.0
Raroia,Fregata_ariel,0.0
Rasdhoo,Fregata_ariel,0.0
Ravahere,Fregata_ariel,0.0
Rawaki,Fregata_ariel,30000.0
Reao,Fregata_ariel,0.0
Redlick,Fregata_ariel,0.0
Reitoru,Fregata_ariel,1200.0
Rekareka,Fregata_ariel,0.0
Rongelap,Fregata_ariel,0.0
Rongerik,Fregata_ariel,0.0
Rose,Fregata_ariel,62.0
Rowa,Fregata_ariel,0.0
Saloman,Fregata_ariel,0.0
Sama,Fregata_ariel,0.0
Samasuma,Fregata_ariel,0.0
Sapwuahfik,Fregata_ariel,0.0
Satawan,Fregata_ariel,0.0
Scilly,Fregata_ariel,352.0
Sorol,Fregata_ariel,0.0
South_Maalhosmadulu,Fregata_ariel,0.0
South_Nilandhe,Fregata_ariel,0.0
St_Francois,Fregata_ariel,0.0
St_Joseph,Fregata_ariel,0.0
Starbuck,Fregata_ariel,15.0
Suheli_Par,Fregata_ariel,0.0
Surprise,Fregata_ariel,2481.0
Suwarrow,Fregata_ariel,8500.0
Swains,Fregata_ariel,27.0
Tabiteuea,Fregata_ariel,105.0
Tabuaeran,Fregata_ariel,229.0
Taenga,Fregata_ariel,0.0
Tahanea,Fregata_ariel,310.0
Taiaro,Fregata_ariel,0.0
Taka,Fregata_ariel,0.0
Takapoto,Fregata_ariel,0.0
Takaroa,Fregata_ariel,0.0
Takume,Fregata_ariel,0.0
Takuu,Fregata_ariel,0.0
Tarawa,Fregata_ariel,35.0
Tatakoto,Fregata_ariel,0.0
Tauere,Fregata_ariel,0.0
Tekokota,Fregata_ariel,0.0
Temitangi,Fregata_ariel,0.0
Temoe,Fregata_ariel,0.0
Tenararo,Fregata_ariel,0.0
Tenaruga,Fregata_ariel,0.0
Tepoto,Fregata_ariel,0.0
Teraina,Fregata_ariel,0.0
Tetiaroa,Fregata_ariel,177.0
Thiladhunmathi,Fregata_ariel,0.0
Tikehau,Fregata_ariel,0.0
Toau,Fregata_ariel,175.0
Tongareva,Fregata_ariel,311.0
Tuanake,Fregata_ariel,0.0
Tubbataha,Fregata_ariel,0.0
Tupai,Fregata_ariel,0.0
Tureia,Fregata_ariel,0.0
Ujae,Fregata_ariel,0.0
Ujelang,Fregata_ariel,0.0
Ulithi,Fregata_ariel,72.0
Utirik,Fregata_ariel,0.0
Vahanga,Fregata_ariel,0.0
Vahitahi,Fregata_ariel,0.0
Vairaatea,Fregata_ariel,0.0
Vaitupu,Fregata_ariel,0.0
Vanavana,Fregata_ariel,0.0
Vattaru,Fregata_ariel,0.0
Wailagilala,Fregata_ariel,505.0
Wake,Fregata_ariel,0.0
West_Fayu,Fregata_ariel,0.0
Woleai,Fregata_ariel,0.0
Wotho,Fregata_ariel,0.0
Wotje,Fregata_ariel,0.0
Abaiang,Fregata_minor,0.0
Abariringa,Fregata_minor,20.0
Abemama,Fregata_minor,0.0
Addu,Fregata_minor,0.0
Ahe,Fregata_minor,0.0
Ahunui,Fregata_minor,0.0
Ailinginae,Fregata_minor,124.0
Ailinglaplap,Fregata_minor,0.0
Ailuk,Fregata_minor,181.0
Aldabra,Fregata_minor,8800.0
Alphonse,Fregata_minor,0.0
Amanu,Fregata_minor,0.0
Anaa,Fregata_minor,0.0
Analtin,Fregata_minor,0.0
Ant,Fregata_minor,75.0
Anuanuraro,Fregata_minor,0.0
Anuanurunga,Fregata_minor,0.0
Apataki,Fregata_minor,0.0
Aranuka,Fregata_minor,0.0
Aratika,Fregata_minor,0.0
Ari,Fregata_minor,0.0
Arno,Fregata_minor,0.0
Arutua,Fregata_minor,0.0
Astove,Fregata_minor,0.0
Atafu,Fregata_minor,0.0
Aur,Fregata_minor,0.0
Awin,Fregata_minor,0.0
Bangaram,Fregata_minor,0.0
Beautemps-Beaupre,Fregata_minor,20.0
Bellona,Fregata_minor,0.0
Beru,Fregata_minor,0.0
Bikar,Fregata_minor,950.0
Bikini,Fregata_minor,177.0
Birnie,Fregata_minor,0.0
Bitra_Par,Fregata_minor,0.0
Bokaak,Fregata_minor,6800.0
Bramble_Haven,Fregata_minor,0.0
Budibudi,Fregata_minor,0.0
Butaritari,Fregata_minor,60.0
Byramgore,Fregata_minor,0.0
Caroline,Fregata_minor,4854.0
Cherbaniani,Fregata_minor,0.0
Chesterfield,Fregata_minor,2636.0
Chetlat,Fregata_minor,0.0
Clipperton,Fregata_minor,642.0
Cocos,Fregata_minor,3000.0
Conflict,Fregata_minor,0.0
Cosmoledo,Fregata_minor,150.0
Diego_Garcia,Fregata_minor,0.0
Ducie,Fregata_minor,80.0
Eauripik,Fregata_minor,0.0
Ebon,Fregata_minor,0.0
Egmont,Fregata_minor,0.0
Egum,Fregata_minor,0.0
Elato,Fregata_minor,0.0
Enderbury,Fregata_minor,600.0
Eniwetok,Fregata_minor,200.0
Erikub,Fregata_minor,80.0
Etal,Fregata_minor,0.0
Europa,Fregata_minor,3000.0
Faadhippolhu,Fregata_minor,0.0
Faaite,Fregata_minor,0.0
Fakahina,Fregata_minor,0.0
Fakaofo,Fregata_minor,0.0
Fakarava,Fregata_minor,135.0
Fangatau,Fregata_minor,0.0
Fangataufa,Fregata_minor,50.0
Faraulep,Fregata_minor,0.0
Farquhar,Fregata_minor,0.0
Felidhu,Fregata_minor,0.0
French_Frigate_Shoals,Fregata_minor,1400.0
Funafuti,Fregata_minor,0.0
Gaafaru,Fregata_minor,0.0
Glorioso,Fregata_minor,0.0
Great_Chagos_Bank,Fregata_minor,1200.0
Haddhunmathi,Fregata_minor,0.0
Hao,Fregata_minor,0.0
Haraiki,Fregata_minor,0.0
Helen,Fregata_minor,25.0
Hereheretui,Fregata_minor,0.0
Hikueru,Fregata_minor,0.0
Hiti,Fregata_minor,0.0
Huon,Fregata_minor,0.0
Huvadhu,Fregata_minor,0.0
Ifalik,Fregata_minor,0.0
Ihavandhippolu,Fregata_minor,0.0
Jaluit,Fregata_minor,50.0
Jemo,Fregata_minor,15.0
Johnston,Fregata_minor,250.0
Kademat,Fregata_minor,0.0
Kalpeni,Fregata_minor,0.0
Kapingamarangi,Fregata_minor,55.0
Katiu,Fregata_minor,0.0
Kauehi,Fregata_minor,0.0
Kaukura,Fregata_minor,0.0
Kavaratti,Fregata_minor,0.0
Kilinailau,Fregata_minor,0.0
Kiltan,Fregata_minor,0.0
Kiritimati,Fregata_minor,800.0
Kolhumadulu,Fregata_minor,0.0
Kuop,Fregata_minor,0.0
Kure,Fregata_minor,450.0
Kuria,Fregata_minor,0.0
Kwajalein,Fregata_minor,8.0
Lae,Fregata_minor,0.0
Lamotrek,Fregata_minor,0.0
Laualau,Fregata_minor,0.0
Laysan,Fregata_minor,7000.0
Lib,Fregata_minor,0.0
Likiep,Fregata_minor,151.0
Liot,Fregata_minor,0.0
Lisianski,Fregata_minor,1600.0
Long_Reef,Fregata_minor,0.0
Losap,Fregata_minor,0.0
Lukunor,Fregata_minor,16.0
Maalhosmadulu,Fregata_minor,0.0
Maiana,Fregata_minor,0.0
Majuro,Fregata_minor,0.0
Makemo,Fregata_minor,0.0
Makunudhoo,Fregata_minor,0.0
Malden,Fregata_minor,6000.0
Maloelap,Fregata_minor,0.0
Malum,Fregata_minor,0.0
Manihi,Fregata_minor,0.0
Manihiki,Fregata_minor,0.0
Manra,Fregata_minor,0.0
Manuae,Fregata_minor,0.0
Manuhangi,Fregata_minor,0.0
Marakei,Fregata_minor,0.0
Maria,Fregata_minor,220.0
Maria_Est,Fregata_minor,148.0
Marokau,Fregata_minor,0.0
Marutea_Nord,Fregata_minor,0.0
Marutea_Sud,Fregata_minor,0.0
Mataiva,Fregata_minor,153.0
Matureivavao,Fregata_minor,122.0
Maupihaa,Fregata_minor,139.0
McKean,Fregata_minor,800.0
Midway,Fregata_minor,140.0
Miladhunmadulu,Fregata_minor,0.0
Mili,Fregata_minor,61.0
Minicoy,Fregata_minor,0.0
Mokil,Fregata_minor,0.0
Morane,Fregata_minor,173.0
Moruroa,Fregata_minor,278.0
Motu_One,Fregata_minor,153.0
Motutunga,Fregata_minor,0.0
Mulaku,Fregata_minor,0.0
Murilo,Fregata_minor,0.0
Namoluk,Fregata_minor,28.0
Namonuito,Fregata_minor,0.0
Namorik,Fregata_minor,0.0
Namu,Fregata_minor,117.0
Nanumanga,Fregata_minor,0.0
Nanumea,Fregata_minor,0.0
Napuka,Fregata_minor,0.0
Nengonengo,Fregata_minor,0.0
Ngcheangel,Fregata_minor,0.0
Ngulu,Fregata_minor,0.0
Niau,Fregata_minor,0.0
Nihiru,Fregata_minor,0.0
Nikumaroro,Fregata_minor,2.0
Nikunau,Fregata_minor,0.0
Ninigo,Fregata_minor,0.0
Niutao,Fregata_minor,0.0
Nomwin,Fregata_minor,0.0
Nonouti,Fregata_minor,0.0
North_Male,Fregata_minor,0.0
North_Nilandhe,Fregata_minor,0.0
Nuguria,Fregata_minor,26.0
Nui,Fregata_minor,0.0
Nukapu,Fregata_minor,14.0
Nukufetau,Fregata_minor,0.0
Nukulaelae,Fregata_minor,0.0
Nukumanu,Fregata_minor,50.0
Nukumbasanga,Fregata_minor,0.0
Nukunonu,Fregata_minor,0.0
Nukuoro,Fregata_minor,0.0
Nukutepipi,Fregata_minor,142.0
Numa_Miombilou,Fregata_minor,0.0
Nupani,Fregata_minor,10.0
Oeno,Fregata_minor,200.0
Olimarao,Fregata_minor,0.0
Onotoa,Fregata_minor,150.0
Ontong_Java,Fregata_minor,0.0
Oroluk,Fregata_minor,48.0
Orona,Fregata_minor,100.0
Pakin,Fregata_minor,0.0
Palmerston,Fregata_minor,0.0
Palmyra,Fregata_minor,400.0
Paraoa,Fregata_minor,40.0
Pearl_and_Hermes,Fregata_minor,700.0
Peremul_Par,Fregata_minor,0.0
Peros_Banhos,Fregata_minor,160.0
Pinaki,Fregata_minor,0.0
Pingelap,Fregata_minor,0.0
Pinipel,Fregata_minor,0.0
Pukapuka,Fregata_minor,0.0
Puka-Puka,Fregata_minor,0.0
Pukarua,Fregata_minor,0.0
Pulap,Fregata_minor,0.0
Pulusuk,Fregata_minor,0.0
Puluwat,Fregata_minor,0.0
Qelelevu,Fregata_minor,0.0
Rakahanga,Fregata_minor,0.0
Rangiroa,Fregata_minor,109.0
Raraka,Fregata_minor,150.0
Raroia,Fregata_minor,0.0
Rasdhoo,Fregata_minor,0.0
Ravahere,Fregata_minor,0.0
Rawaki,Fregata_minor,20.0
Reao,Fregata_minor,0.0
Redlick,Fregata_minor,0.0
Reitoru,Fregata_minor,810.0
Rekareka,Fregata_minor,0.0
Rongelap,Fregata_minor,173.0
Rongerik,Fregata_minor,153.0
Rose,Fregata_minor,48.0
Rowa,Fregata_minor,0.0
Saloman,Fregata_minor,0.0
Sama,Fregata_minor,0.0
Samasuma,Fregata_minor,0.0
Sapwuahfik,Fregata_minor,0.0
Satawan,Fregata_minor,17.0
Scilly,Fregata_minor,164.0
Sorol,Fregata_minor,35.0
South_Maalhosmadulu,Fregata_minor,0.0
South_Nilandhe,Fregata_minor,0.0
St_Francois,Fregata_minor,0.0
St_Joseph,Fregata_minor,0.0
Starbuck,Fregata_minor,0.0
Suheli_Par,Fregata_minor,0.0
Surprise,Fregata_minor,378.0
Suwarrow,Fregata_minor,250.0
Swains,Fregata_minor,11.0
Tabiteuea,Fregata_minor,0.0
Tabuaeran,Fregata_minor,1000.0
Taenga,Fregata_minor,0.0
Tahanea,Fregata_minor,60.0
Taiaro,Fregata_minor,0.0
Taka,Fregata_minor,60.0
Takapoto,Fregata_minor,0.0
Takaroa,Fregata_minor,0.0
Takume,Fregata_minor,0.0
Takuu,Fregata_minor,45.0
Tarawa,Fregata_minor,0.0
Tatakoto,Fregata_minor,0.0
Tauere,Fregata_minor,0.0
Tekokota,Fregata_minor,0.0
Temitangi,Fregata_minor,0.0
Temoe,Fregata_minor,200.0
Tenararo,Fregata_minor,220.0
Tenaruga,Fregata_minor,0.0
Tepoto,Fregata_minor,0.0
Teraina,Fregata_minor,161.0
Tetiaroa,Fregata_minor,150.0
Thiladhunmathi,Fregata_minor,0.0
Tikehau,Fregata_minor,0.0
Toau,Fregata_minor,150.0
Tongareva,Fregata_minor,0.0
Tuanake,Fregata_minor,0.0
Tubbataha,Fregata_minor,0.0
Tupai,Fregata_minor,0.0
Tureia,Fregata_minor,0.0
Ujae,Fregata_minor,106.0
Ujelang,Fregata_minor,167.0
Ulithi,Fregata_minor,0.0
Utirik,Fregata_minor,0.0
Vahanga,Fregata_minor,200.0
Vahitahi,Fregata_minor,0.0
Vairaatea,Fregata_minor,0.0
Vaitupu,Fregata_minor,0.0
Vanavana,Fregata_minor,0.0
Vattaru,Fregata_minor,0.0
Wailagilala,Fregata_minor,0.0
Wake,Fregata_minor,225.0
West_Fayu,Fregata_minor,0.0
Woleai,Fregata_minor,0.0
Wotho,Fregata_minor,131.0
Wotje,Fregata_minor,100.0
Abaiang,Sula_dactylatra,0.0
Abariringa,Sula_dactylatra,20.0
Abemama,Sula_dactylatra,0.0
Addu,Sula_dactylatra,0.0
Ahe,Sula_dactylatra,0.0
Ahunui,Sula_dactylatra,0.0
Ailinginae,Sula_dactylatra,0.0
Ailinglaplap,Sula_dactylatra,0.0
Ailuk,Sula_dactylatra,0.0
Aldabra,Sula_dactylatra,0.0
Alphonse,Sula_dactylatra,0.0
Amanu,Sula_dactylatra,0.0
Anaa,Sula_dactylatra,0.0
Analtin,Sula_dactylatra,0.0
Ant,Sula_dactylatra,0.0
Anuanuraro,Sula_dactylatra,0.0
Anuanurunga,Sula_dactylatra,0.0
Apataki,Sula_dactylatra,0.0
Aranuka,Sula_dactylatra,0.0
Aratika,Sula_dactylatra,0.0
Ari,Sula_dactylatra,0.0
Arno,Sula_dactylatra,0.0
Arutua,Sula_dactylatra,0.0
Astove,Sula_dactylatra,0.0
Atafu,Sula_dactylatra,0.0
Aur,Sula_dactylatra,0.0
Awin,Sula_dactylatra,0.0
Bangaram,Sula_dactylatra,0.0
Beautemps-Beaupre,Sula_dactylatra,0.0
Bellona,Sula_dactylatra,198.0
Beru,Sula_dactylatra,0.0
Bikar,Sula_dactylatra,302.0
Bikini,Sula_dactylatra,0.0
Birnie,Sula_dactylatra,218.0
Bitra_Par,Sula_dactylatra,0.0
Bokaak,Sula_dactylatra,450.0
Bramble_Haven,Sula_dactylatra,0.0
Budibudi,Sula_dactylatra,0.0
Butaritari,Sula_dactylatra,0.0
Byramgore,Sula_dactylatra,0.0
Caroline,Sula_dactylatra,400.0
Cherbaniani,Sula_dactylatra,0.0
Chesterfield,Sula_dactylatra,1298.0
Chetlat,Sula_dactylatra,0.0
Clipperton,Sula_dactylatra,61339.0
Cocos,Sula_dactylatra,60.0
Conflict,Sula_dactylatra,0.0
Cosmoledo,Sula_dactylatra,8652.0
Diego_Garcia,Sula_dactylatra,0.0
Ducie,Sula_dactylatra,180.0
Eauripik,Sula_dactylatra,0.0
Ebon,Sula_dactylatra,0.0
Egmont,Sula_dactylatra,0.0
Egum,Sula_dactylatra,0.0
Elato,Sula_dactylatra,0.0
Enderbury,Sula_dactylatra,1000.0
Eniwetok,Sula_dactylatra,0.0
Erikub,Sula_dactylatra,0.0
Etal,Sula_dactylatra,0.0
Europa,Sula_dactylatra,0.0
Faadhippolhu,Sula_dactylatra,0.0
Faaite,Sula_dactylatra,0.0
Fakahina,Sula_dactylatra,0.0
Fakaofo,Sula_dactylatra,0.0
Fakarava,Sula_dactylatra,0.0
Fangatau,Sula_dactylatra,0.0
Fangataufa,Sula_dactylatra,50.0
Faraulep,Sula_dactylatra,0.0
Farquhar,Sula_dactylatra,0.0
Felidhu,Sula_dactylatra,0.0
French_Frigate_Shoals,Sula_dactylatra,1400.0
Funafuti,Sula_dactylatra,0.0
Gaafaru,Sula_dactylatra,0.0
Glorioso,Sula_dactylatra,0.0
Great_Chagos_Bank,Sula_dactylatra,280.0
Haddhunmathi,Sula_dactylatra,0.0
Hao,Sula_dactylatra,0.0
Haraiki,Sula_dactylatra,0.0
Helen,Sula_dactylatra,0.0
Hereheretui,Sula_dactylatra,0.0
Hikueru,Sula_dactylatra,0.0
Hiti,Sula_dactylatra,0.0
Huon,Sula_dactylatra,244.0
Huvadhu,Sula_dactylatra,0.0
Ifalik,Sula_dactylatra,0.0
Ihavandhippolu,Sula_dactylatra,0.0
Jaluit,Sula_dactylatra,0.0
Jemo,Sula_dactylatra,0.0
Johnston,Sula_dactylatra,110.0
Kademat,Sula_dactylatra,0.0
Kalpeni,Sula_dactylatra,0.0
Kapingamarangi,Sula_dactylatra,0.0
Katiu,Sula_dactylatra,0.0
Kauehi,Sula_dactylatra,0.0
Kaukura,Sula_dactylatra,0.0
Kavaratti,Sula_dactylatra,0.0
Kilinailau,Sula_dactylatra,0.0
Kiltan,Sula_dactylatra,0.0
Kiritimati,Sula_dactylatra,50.0
Kolhumadulu,Sula_dactylatra,0.0
Kuop,Sula_dactylatra,0.0
Kure,Sula_dactylatra,140.0
Kuria,Sula_dactylatra,0.0
Kwajalein,Sula_dactylatra,0.0
Lae,Sula_dactylatra,0.0
Lamotrek,Sula_dactylatra,0.0
Laualau,Sula_dactylatra,0.0
Laysan,Sula_dactylatra,850.0
Lib,Sula_dactylatra,0.0
Likiep,Sula_dactylatra,0.0
Liot,Sula_dactylatra,0.0
Lisianski,Sula_dactylatra,650.0
Long_Reef,Sula_dactylatra,0.0
Losap,Sula_dactylatra,0.0
Lukunor,Sula_dactylatra,0.0
Maalhosmadulu,Sula_dactylatra,0.0
Maiana,Sula_dactylatra,0.0
Majuro,Sula_dactylatra,0.0
Makemo,Sula_dactylatra,0.0
Makunudhoo,Sula_dactylatra,0.0
Malden,Sula_dactylatra,20000.0
Maloelap,Sula_dactylatra,0.0
Malum,Sula_dactylatra,0.0
Manihi,Sula_dactylatra,0.0
Manihiki,Sula_dactylatra,0.0
Manra,Sula_dactylatra,200.0
Manuae,Sula_dactylatra,0.0
Manuhangi,Sula_dactylatra,0.0
Marakei,Sula_dactylatra,0.0
Maria,Sula_dactylatra,0.0
Maria_Est,Sula_dactylatra,52.0
Marokau,Sula_dactylatra,0.0
Marutea_Nord,Sula_dactylatra,0.0
Marutea_Sud,Sula_dactylatra,0.0
Mataiva,Sula_dactylatra,0.0
Matureivavao,Sula_dactylatra,39.0
Maupihaa,Sula_dactylatra,15.0
McKean,Sula_dactylatra,800.0
Midway,Sula_dactylatra,10.0
Miladhunmadulu,Sula_dactylatra,0.0
Mili,Sula_dactylatra,0.0
Minicoy,Sula_dactylatra,0.0
Mokil,Sula_dactylatra,0.0
Morane,Sula_dactylatra,190.0
Moruroa,Sula_dactylatra,0.0
Motu_One,Sula_dactylatra,0.0
Motutunga,Sula_dactylatra,0.0
Mulaku,Sula_dactylatra,0.0
Murilo,Sula_dactylatra,0.0
Namoluk,Sula_dactylatra,0.0
Namonuito,Sula_dactylatra,0.0
Namorik,Sula_dactylatra,0.0
Namu,Sula_dactylatra,0.0
Nanumanga,Sula_dactylatra,0.0
Nanumea,Sula_dactylatra,0.0
Napuka,Sula_dactylatra,0.0
Nengonengo,Sula_dactylatra,43.0
Ngcheangel,Sula_dactylatra,0.0
Ngulu,Sula_dactylatra,0.0
Niau,Sula_dactylatra,0.0
Nihiru,Sula_dactylatra,0.0
Nikumaroro,Sula_dactylatra,8.0
Nikunau,Sula_dactylatra,0.0
Ninigo,Sula_dactylatra,0.0
Niutao,Sula_dactylatra,0.0
Nomwin,Sula_dactylatra,0.0
Nonouti,Sula_dactylatra,0.0
North_Male,Sula_dactylatra,0.0
North_Nilandhe,Sula_dactylatra,0.0
Nuguria,Sula_dactylatra,0.0
Nui,Sula_dactylatra,0.0
Nukapu,Sula_dactylatra,0.0
Nukufetau,Sula_dactylatra,0.0
Nukulaelae,Sula_dactylatra,43.0
Nukumanu,Sula_dactylatra,0.0
Nukumbasanga,Sula_dactylatra,0.0
Nukunonu,Sula_dactylatra,0.0
Nukuoro,Sula_dactylatra,0.0
Nukutepipi,Sula_dactylatra,0.0
Numa_Miombilou,Sula_dactylatra,0.0
Nupani,Sula_dactylatra,0.0
Oeno,Sula_dactylatra,550.0
Olimarao,Sula_dactylatra,0.0
Onotoa,Sula_dactylatra,0.0
Ontong_Java,Sula_dactylatra,0.0
Oroluk,Sula_dactylatra,0.0
Orona,Sula_dactylatra,2.0
Pakin,Sula_dactylatra,0.0
Palmerston,Sula_dactylatra,0.0
Palmyra,Sula_dactylatra,70.0
Paraoa,Sula_dactylatra,65.0
Pearl_and_Hermes,Sula_dactylatra,300.0
Peremul_Par,Sula_dactylatra,0.0
Peros_Banhos,Sula_dactylatra,48.0
Pinaki,Sula_dactylatra,0.0
Pingelap,Sula_dactylatra,0.0
Pinipel,Sula_dactylatra,0.0
Pukapuka,Sula_dactylatra,0.0
Puka-Puka,Sula_dactylatra,0.0
Pukarua,Sula_dactylatra,27.0
Pulap,Sula_dactylatra,0.0
Pulusuk,Sula_dactylatra,0.0
Puluwat,Sula_dactylatra,0.0
Qelelevu,Sula_dactylatra,0.0
Rakahanga,Sula_dactylatra,0.0
Rangiroa,Sula_dactylatra,0.0
Raraka,Sula_dactylatra,0.0
Raroia,Sula_dactylatra,0.0
Rasdhoo,Sula_dactylatra,0.0
Ravahere,Sula_dactylatra,0.0
Rawaki,Sula_dactylatra,2000.0
Reao,Sula_dactylatra,0.0
Redlick,Sula_dactylatra,0.0
Reitoru,Sula_dactylatra,104.0
Rekareka,Sula_dactylatra,0.0
Rongelap,Sula_dactylatra,0.0
Rongerik,Sula_dactylatra,0.0
Rose,Sula_dactylatra,24.0
Rowa,Sula_dactylatra,0.0
Saloman,Sula_dactylatra,0.0
Sama,Sula_dactylatra,0.0
Samasuma,Sula_dactylatra,0.0
Sapwuahfik,Sula_dactylatra,0.0
Satawan,Sula_dactylatra,0.0
Scilly,Sula_dactylatra,0.0
Sorol,Sula_dactylatra,8.0
South_Maalhosmadulu,Sula_dactylatra,0.0
South_Nilandhe,Sula_dactylatra,0.0
St_Francois,Sula_dactylatra,0.0
St_Joseph,Sula_dactylatra,0.0
Starbuck,Sula_dactylatra,0.0
Suheli_Par,Sula_dactylatra,0.0
Surprise,Sula_dactylatra,250.0
Suwarrow,Sula_dactylatra,42.0
Swains,Sula_dactylatra,0.0
Tabiteuea,Sula_dactylatra,0.0
Tabuaeran,Sula_dactylatra,0.0
Taenga,Sula_dactylatra,0.0
Tahanea,Sula_dactylatra,0.0
Taiaro,Sula_dactylatra,0.0
Taka,Sula_dactylatra,0.0
Takapoto,Sula_dactylatra,0.0
Takaroa,Sula_dactylatra,0.0
Takume,Sula_dactylatra,0.0
Takuu,Sula_dactylatra,0.0
Tarawa,Sula_dactylatra,0.0
Tatakoto,Sula_dactylatra,0.0
Tauere,Sula_dactylatra,0.0
Tekokota,Sula_dactylatra,0.0
Temitangi,Sula_dactylatra,0.0
Temoe,Sula_dactylatra,82.0
Tenararo,Sula_dactylatra,60.0
Tenaruga,Sula_dactylatra,0.0
Tepoto,Sula_dactylatra,0.0
Teraina,Sula_dactylatra,0.0
