Species,atoll,reference,Order,Family
"Tetramorium bicarinatum (Nylander, 1846)",Rose,"Peck, R.W., et al. (2014) Arthropods of Rose atoll with special reference to ants and Pulvianaria urbicola scales (Hemiptera: Coccidae) on Pisonia grandis trees",Hymenoptera,Formicidae
"Tetramorium bicarinatum (Nylander, 1846)",Ujelang,"Clouse, R.M. (2007) The ants of Micronesia (Hymenoptera: Formicidae)",Hymenoptera,Formicidae
"Tetramorium bicarinatum (Nylander, 1846)",Ulithi,"Clouse, R.M. (2007) The ants of Micronesia (Hymenoptera: Formicidae)",Hymenoptera,Formicidae
"Tetramorium bicarinatum (Nylander, 1846)",Wake,"Clouse, R.M. (2007) The ants of Micronesia (Hymenoptera: Formicidae)",Hymenoptera,Formicidae
"Tetramorium caldarium (Roger, 1857)",Clipperton,"Garrouste, R., & Hervé, C. (2009) La faune des insectes (Insecta s.l.) de l'atoll de Clipperton",Hymenoptera,Formicidae
"Tetramorium caldarium (Roger, 1857)",Funafuti,"Vaqalo, M., et al. (2014) Yellow crazy ants and fruit fly surveys in Tuvalu",Hymenoptera,Formicidae
"Tetramorium lanuginosum (Mayr, 1870)",Clipperton,"Garrouste, R., & Hervé, C. (2009) La faune des insectes (Insecta s.l.) de l'atoll de Clipperton",Hymenoptera,Formicidae
"Tetramorium lanuginosum (Mayr, 1870)",South Keeling,"Neville, P.J., O'Dowd, D.J., & Yen, A.L. (2008) Issues and implications for research on disturbed oceanic islands illustrated through an ant survey of the Cocos (Keeling) Islands",Hymenoptera,Formicidae
"Tetramorium lanuginosum (Mayr, 1870)",Nukunonu,"Lester, P.J., & Tavite, A. (2004) Long-legged ants, Anoplolepis gracilipes (Hymenoptera: Formicidae), have invaded Tokelau, changing composition and dynamics of ant and invertebrate communities",Hymenoptera,Formicidae
"Tetramorium lanuginosum (Mayr, 1870)",Tabuaeran,"Clouse, R.M. (2007) The ants of Micronesia (Hymenoptera: Formicidae)",Hymenoptera,Formicidae
"Tetramorium lanuginosum (Mayr, 1870)",Ulithi,"Clouse, R.M. (2007) The ants of Micronesia (Hymenoptera: Formicidae)",Hymenoptera,Formicidae
"Tetramorium guineense (Bernard, 1953)",Abariringa,"van Zwaluwenburg, R.H. (1955) The insects and certain other arthropods of Canton Island",Hymenoptera,Formicidae
"Tetramorium guineense (Bernard, 1953)",French Frigate Shoals,"Beardsley, J.W. (1966) Insects and other terrestrial arthropods from the Leeward Hawaiian Islands",Hymenoptera,Formicidae
"Tetramorium guineense (Bernard, 1953)",Johnston,"Binion Amerson, A., & Shelton, P.C. (1976) The natural history of Johnston atoll, Central Pacific Ocean",Hymenoptera,Formicidae
"Tetramorium guineense (Bernard, 1953)",Kure,"Butler, G.D., & Usinger, R.L. (1963) Insects and other arthropods from Kure Island",Hymenoptera,Formicidae
"Tetramorium guineense (Bernard, 1953)",Kwajalein,"Sugerman, B.B. (1972) Insects and other arthropods from Kwajalein atoll (Marshall Islands)",Hymenoptera,Formicidae
"Tetramorium guineense (Bernard, 1953)",Pearl and Hermes,"Beardsley, J.W. (1966) Insects and other terrestrial arthropods from the Leeward Hawaiian Islands",Hymenoptera,Formicidae
"Tetramorium pacificum (Mayr, 1870)",Ant,"Clouse, R.M. (2007) The ants of Micronesia (Hymenoptera: Formicidae)",Hymenoptera,Formicidae
"Tetramorium quadrispinosum (Emery, 1886)",Aldabra,"Parnaudeau, R., & Madl, M. (2009) Liste des Hyménoptères des îlots coralliens francais et mauriciens de l'océan Indien occidental",Hymenoptera,Formicidae
"Tetramorium quadrispinosum (Emery, 1886)",Cosmoledo,"Parnaudeau, R., & Madl, M. (2009) Liste des Hyménoptères des îlots coralliens francais et mauriciens de l'océan Indien occidental",Hymenoptera,Formicidae
"Tetramorium simillimum (Smith, 1851)",Abariringa,"van Zwaluwenburg, R.H. (1955) The insects and certain other arthropods of Canton Island",Hymenoptera,Formicidae
"Tetramorium simillimum (Smith, 1851)",Aldabra,"Frith, D.W. (1979) A list of insects caught in light traps on West Island, Aldabra Atoll, Indian Ocean",Hymenoptera,Formicidae
"Tetramorium simillimum (Smith, 1851)",Ant,"Clouse, R.M. (2007) The ants of Micronesia (Hymenoptera: Formicidae)",Hymenoptera,Formicidae
"Tetramorium simillimum (Smith, 1851)",Clipperton,"Garrouste, R., & Hervé, C. (2009) La faune des insectes (Insecta s.l.) de l'atoll de Clipperton",Hymenoptera,Formicidae
"Tetramorium simillimum (Smith, 1851)",South Keeling,"Neville, P.J., O'Dowd, D.J., & Yen, A.L. (2008) Issues and implications for research on disturbed oceanic islands illustrated through an ant survey of the Cocos (Keeling) Islands",Hymenoptera,Formicidae
"Tetramorium simillimum (Smith, 1851)",Funafuti,"Vaqalo, M., et al. (2014) Yellow crazy ants and fruit fly surveys in Tuvalu",Hymenoptera,Formicidae
"Tetramorium simillimum (Smith, 1851)",Jaluit,"Clouse, R.M. (2007) The ants of Micronesia (Hymenoptera: Formicidae)",Hymenoptera,Formicidae
"Tetramorium simillimum (Smith, 1851)",Johnston,"Rash, R. (2020) Checklist and images documenting the biodiversity of Johnston Atoll National Wildlife Refuge",Hymenoptera,Formicidae
"Tetramorium simillimum (Smith, 1851)",Kwajalein,"Clouse, R.M. (2007) The ants of Micronesia (Hymenoptera: Formicidae)",Hymenoptera,Formicidae
"Tetramorium simillimum (Smith, 1851)",Laysan,"McClelland, G.T.W., & Jones, I.L. (2009) The invasive ant fauna (Hymenoptera, Formicidae) of Laysan Island, Hawaiian Islands National Wildlife Refuge",Hymenoptera,Formicidae
"Tetramorium simillimum (Smith, 1851)",Midway,"Nishida, G.M. & Beardsley, J.W. (2002) A review of the insects and related arthropods of Midway atoll",Hymenoptera,Formicidae
"Tetramorium simillimum (Smith, 1851)",Nukunonu,"Lester, P.J., & Tavite, A. (2004) Long-legged ants, Anoplolepis gracilipes (Hymenoptera: Formicidae), have invaded Tokelau, changing composition and dynamics of ant and invertebrate communities",Hymenoptera,Formicidae
"Tetramorium simillimum (Smith, 1851)",Rose,"Peck, R.W., et al. (2014) Arthropods of Rose atoll with special reference to ants and Pulvianaria urbicola scales (Hemiptera: Coccidae) on Pisonia grandis trees",Hymenoptera,Formicidae
"Tetramorium smithi (Mayr, 1879)",Clipperton,"Garrouste, R., & Hervé, C. (2009) La faune des insectes (Insecta s.l.) de l'atoll de Clipperton",Hymenoptera,Formicidae
"Tetramorium smithi (Mayr, 1879)",Jaluit,"Clouse, R.M. (2007) The ants of Micronesia (Hymenoptera: Formicidae)",Hymenoptera,Formicidae
"Tetramorium tonganum (Mayr, 1870)",Ant,"Clouse, R.M. (2007) The ants of Micronesia (Hymenoptera: Formicidae)",Hymenoptera,Formicidae
"Tetramorium tonganum (Mayr, 1870)",French Frigate Shoals,"Beardsley, J.W. (1966) Insects and other terrestrial arthropods from the Leeward Hawaiian Islands",Hymenoptera,Formicidae
"Tetramorium tonganum (Mayr, 1870)",Kure,"Butler, G.D., & Usinger, R.L. (1963) Insects and other arthropods from Kure Island",Hymenoptera,Formicidae
"Tetramorium tonganum (Mayr, 1870)",Nukunonu,"Abbott, K.L., Sarty, M., & Lester, P.J. (2006) The ants of Tokelau",Hymenoptera,Formicidae
"Tetramorium tonganum (Mayr, 1870)",Ulithi,"Clouse, R.M. (2007) The ants of Micronesia (Hymenoptera: Formicidae)",Hymenoptera,Formicidae
"Vollenhovia oblonga (Smith, 1860)",Arno,"Clouse, R.M. (2007) The ants of Micronesia (Hymenoptera: Formicidae)",Hymenoptera,Formicidae
"Vollenhovia oblonga (Smith, 1860)",Jaluit,"Clouse, R.M. (2007) The ants of Micronesia (Hymenoptera: Formicidae)",Hymenoptera,Formicidae
"Vollenhovia oblonga (Smith, 1860)",Kapingamarangi,"Clouse, R.M. (2007) The ants of Micronesia (Hymenoptera: Formicidae)",Hymenoptera,Formicidae
"Cothonaspis pacifica (Yoshimoto, 1962)",Kure,"Butler, G.D., & Usinger, R.L. (1963) Insects and other arthropods from Kure Island",Hymenoptera,Figitidae
"Cothonaspis pacifica (Yoshimoto, 1962)",Wake,"Yoshimoto, C.M. (1962) Insects of Micronesia - Hymenoptera: Eucoilinae (Cynipoidea)",Hymenoptera,Figitidae
"Eucoilidea micromorpha (Perkins, 1910)",Midway,"Nishida, G.M. & Beardsley, J.W. (2002) A review of the insects and related arthropods of Midway atoll",Hymenoptera,Figitidae
"Ganaspis xanthopoda (Ashmead, 1896)",Arno,"Beardsley, J.W. (1989) Hawaiian Eucoilidae (Hymenoptera: Cynipoidea), key to genera and taxonomic notes on apparently non-endemic species",Hymenoptera,Figitidae
Kleidotoma sp.,Palmyra,"Handler, A.T., et al. (2007) Arthropod surveys on Palmyra Atoll, Line Islands, and insights into the decline of the native tree Pisonia grandis (Nycatginaceae)",Hymenoptera,Figitidae
"Leptopilina rugipunctata (Yoshimoto, 1962)",Jaluit,"Beardsley, J.W. (1989) Hawaiian Eucoilidae (Hymenoptera: Cynipoidea), key to genera and taxonomic notes on apparently non-endemic species",Hymenoptera,Figitidae
"Leptopilina rugipunctata (Yoshimoto, 1962)",Wake,"Yoshimoto, C.M. (1962) Insects of Micronesia - Hymenoptera: Eucoilinae (Cynipoidea)",Hymenoptera,Figitidae
"Pseudeucoila aequorea (Yoshimoto, 1962)",Arno,"Yoshimoto, C.M. (1962) Insects of Micronesia - Hymenoptera: Eucoilinae (Cynipoidea)",Hymenoptera,Figitidae
"Pseudeucoila gressitti (Yoshimoto, 1962)",Jaluit,"Yoshimoto, C.M. (1962) Insects of Micronesia - Hymenoptera: Eucoilinae (Cynipoidea)",Hymenoptera,Figitidae
Pseudeucoila hydrophila (Perkins),Laysan,"Butler, G.D., & Usinger, R.L. (1963) Insects and other invertebrates from Laysan Island",Hymenoptera,Figitidae
"Ceylalictus aldabranus (Cockerell, 1912)",Aldabra,"Cockerell, T.D.A. (1912) No. II - Hymenoptera, Apoidea",Hymenoptera,Halictidae
"Ceylalictus muiri (Cockerell, 1909)",Glorioso,"Parnaudeau, R., & Madl, M. (2009) Liste des Hyménoptères des îlots coralliens francais et mauricien de l'océan Indien occidental",Hymenoptera,Halictidae
"Lasioglossum emirnense (Benoist, 1955)",Glorioso,"Parnaudeau, R., & Madl, M. (2009) Liste des Hyménoptères des îlots coralliens francais et mauricien de l'océan Indien occidental",Hymenoptera,Halictidae
"Lasioglossum europense (Benoist, 1950)",Aldabra,"Parnaudeau, R., & Madl, M. (2009) Liste des Hyménoptères des îlots coralliens francais et mauriciens de l'océan Indien occidental",Hymenoptera,Halictidae
"Lasioglossum europense (Benoist, 1950)",Glorioso,"Parnaudeau, R., & Madl, M. (2009) Liste des Hyménoptères des îlots coralliens francais et mauricien de l'océan Indien occidental",Hymenoptera,Halictidae
"Lasioglossum nicolli (Cockerell, 1912)",Aldabra,"Cockerell, T.D.A. (1912) No. II - Hymenoptera, Apoidea",Hymenoptera,Halictidae
"Lasioglossum nicolli (Cockerell, 1912)",Cosmoledo,"Parnaudeau, R., & Madl, M. (2009) Liste des Hyménoptères des îlots coralliens francais et mauriciens de l'océan Indien occidental",Hymenoptera,Halictidae
"Lasioglossum nicolli (Cockerell, 1912)",Glorioso,"Parnaudeau, R., & Madl, M. (2009) Liste des Hyménoptères des îlots coralliens francais et mauricien de l'océan Indien occidental",Hymenoptera,Halictidae
"Lasioglossum yapense (Cockerell, 1939)",Ulithi,"Krombein, K.V. (1950) The Aculeate Hymenoptera of Micronesia - II. Colletidae, Halictidae, Megachilidae and Apidae",Hymenoptera,Halictidae
"Anomalon californicum (Cresson, 1879)",Midway,"Nishida, G.M. & Beardsley, J.W. (2002) A review of the insects and related arthropods of Midway atoll",Hymenoptera,Ichneumonidae
"Casinaria infesta (Cresson, 1872)",Midway,"Nishida, G.M. & Beardsley, J.W. (2002) A review of the insects and related arthropods of Midway atoll",Hymenoptera,Ichneumonidae
"Diplazon laetatorius (Fabricius, 1781)",Kure,"Butler, G.D., & Usinger, R.L. (1963) Insects and other arthropods from Kure Island",Hymenoptera,Ichneumonidae
"Diplazon laetatorius (Fabricius, 1781)",Midway,"Suehiro, A. (1960) Insects and other arthropods from Midway atoll",Hymenoptera,Ichneumonidae
"Echthromorpha agrestoria (Swederus, 1787)",Eniwetok,"Townes, H. (1958) Insects of Microneisa - Hymenoptera: Ichneumonidae, Stephanidae, and Evaniidae",Hymenoptera,Ichneumonidae
"Echthromorpha agrestoria (Swederus, 1787)",Jaluit,"Townes, H. (1958) Insects of Microneisa - Hymenoptera: Ichneumonidae, Stephanidae, and Evaniidae",Hymenoptera,Ichneumonidae
"Echthromorpha agrestoria (Swederus, 1787)",Ngcheangel,"Townes, H. (1958) Insects of Microneisa - Hymenoptera: Ichneumonidae, Stephanidae, and Evaniidae",Hymenoptera,Ichneumonidae
"Echthromorpha agrestoria (Swederus, 1787)",Onotoa,"Townes, H. (1958) Insects of Microneisa - Hymenoptera: Ichneumonidae, Stephanidae, and Evaniidae",Hymenoptera,Ichneumonidae
"Echthromorpha agrestoria (Swederus, 1787)",Wotho,"Townes, H. (1958) Insects of Microneisa - Hymenoptera: Ichneumonidae, Stephanidae, and Evaniidae",Hymenoptera,Ichneumonidae
Enicospilus sp.,Aldabra,"Frith, D.W. (1979) A list of insects caught in light traps on West Island, Aldabra Atoll, Indian Ocean",Hymenoptera,Ichneumonidae
Enicospilus sp.,Diego Garcia,"Hutson, A.M. (1981) A preliminary list of insects of Diego Garcia Atoll, Chagos Archipelago",Hymenoptera,Ichneumonidae
"Netelia latro (Holmgren, 1868)",Ulithi,"Townes, H. (1958) Insects of Microneisa - Hymenoptera: Ichneumonidae, Stephanidae, and Evaniidae",Hymenoptera,Ichneumonidae
"Trathala flavoorbitalis (Cameron, 1907)",Ulithi,"Townes, H. (1958) Insects of Microneisa - Hymenoptera: Ichneumonidae, Stephanidae, and Evaniidae",Hymenoptera,Ichneumonidae
"Venturia canescens (Gravenhorst, 1829)",Midway,"Suehiro, A. (1960) Insects and other arthropods from Midway atoll",Hymenoptera,Ichneumonidae
Venturia sp.,Kure,"Butler, G.D., & Usinger, R.L. (1963) Insects and other arthropods from Kure Island",Hymenoptera,Ichneumonidae
"Chrysis angolensis (Radoszkowski, 1881)",Johnston,"Rash, R. (2020) Checklist and images documenting the biodiversity of Johnston Atoll National Wildlife Refuge",Hymenoptera,Masaridae
Chalicodoma sp.,Diego Garcia,"Barnett, L.K., & Emms, C. (1996) An annotated checklist of the Chagos archipelago terrestrial fauna (omitting birds) recorded during the 1996 'Friends of the Chagos' expedition",Hymenoptera,Megachilidae
"Heriades aldabranus (Cockerell, 1912)",Aldabra,"Cockerell, T.D.A. (1912) No. II - Hymenoptera, Apoidea",Hymenoptera,Megachilidae
"Megachile diligens (Smith, 1879)",Bikini,"Krombein, K.V. (1950) The Aculeate Hymenoptera of Micronesia - II. Colletidae, Halictidae, Megachilidae and Apidae",Hymenoptera,Megachilidae
"Megachile diligens (Smith, 1879)",Eniwetok,"Krombein, K.V. (1950) The Aculeate Hymenoptera of Micronesia - II. Colletidae, Halictidae, Megachilidae and Apidae",Hymenoptera,Megachilidae
"Megachile diligens (Smith, 1879)",Funafuti,"Hedley, C. (1900) The atoll of Funafuti, Ellice Group - its zoology, botany, ethnology, and general structure",Hymenoptera,Megachilidae
"Megachile diligens (Smith, 1879)",Kwajalein,"Sugerman, B.B. (1972) Insects and other arthropods from Kwajalein atoll (Marshall Islands)",Hymenoptera,Megachilidae
"Megachile diligens (Smith, 1879)",Nukunonu,"Hickley, A.D. (1969) Ecology of terrestrial arthropods of the Tokelau atolls",Hymenoptera,Megachilidae
"Megachile fullawayi (Cockerell, 1914)",Eniwetok,"Tadauchi, O. (1994) Bees of the Mariana Islands, Micronesia, collected by the expedition of the Natural History Museum & Institute, Chi ba (Hymenoptera, Apoidea)",Hymenoptera,Megachilidae
"Megachile fullawayi (Cockerell, 1914)",Jaluit,"Tadauchi, O. (1994) Bees of the Mariana Islands, Micronesia, collected by the expedition of the Natural History Museum & Institute, Chi ba (Hymenoptera, Apoidea)",Hymenoptera,Megachilidae
"Megachile fullawayi (Cockerell, 1914)",Johnston,"Binion Amerson, A., & Shelton, P.C. (1976) The natural history of Johnston atoll, Central Pacific Ocean",Hymenoptera,Megachilidae
"Megachile fullawayi (Cockerell, 1914)",Kapingamarangi,"Tadauchi, O. (1994) Bees of the Mariana Islands, Micronesia, collected by the expedition of the Natural History Museum & Institute, Chi ba (Hymenoptera, Apoidea)",Hymenoptera,Megachilidae
"Megachile fullawayi (Cockerell, 1914)",Kiritimati,"Krauss, N.L.H. (1953) Insects and other invertebrates from Palmyra atoll and Christmas Island",Hymenoptera,Megachilidae
"Megachile fullawayi (Cockerell, 1914)",Kwajalein,"Sugerman, B.B. (1972) Insects and other arthropods from Kwajalein atoll (Marshall Islands)",Hymenoptera,Megachilidae
"Megachile fullawayi (Cockerell, 1914)",Majuro,"Tadauchi, O. (1994) Bees of the Mariana Islands, Micronesia, collected by the expedition of the Natural History Museum & Institute, Chi ba (Hymenoptera, Apoidea)",Hymenoptera,Megachilidae
"Megachile fullawayi (Cockerell, 1914)",Midway,"Nishida, G.M. & Beardsley, J.W. (2002) A review of the insects and related arthropods of Midway atoll",Hymenoptera,Megachilidae
"Megachile fullawayi (Cockerell, 1914)",Palmyra,"Handler, A.T., et al. (2007) Arthropod surveys on Palmyra Atoll, Line Islands, and insights into the decline of the native tree Pisonia grandis (Nycatginaceae)",Hymenoptera,Megachilidae
"Megachile seychellensis (Cameron, 1907)",Aldabra,"Cockerell, T.D.A. (1912) No. II - Hymenoptera, Apoidea",Hymenoptera,Megachilidae
"Megachile seychellensis (Cameron, 1907)",Farquhar,"Cockerell, T.D.A. (1912) No. II - Hymenoptera, Apoidea",Hymenoptera,Megachilidae
"Megachile timberlakei (Cockerell, 1920)",Midway,"Nishida, G.M. & Beardsley, J.W. (2002) A review of the insects and related arthropods of Midway atoll",Hymenoptera,Megachilidae
"Megachile umbripennis (Smith, 1853)",Kwajalein,"Sugerman, B.B. (1979) Additions to the list of insects and other arthropods from Kwajalein atoll (Marshall Islands)",Hymenoptera,Megachilidae
"Megachile umbripennis (Smith, 1853)",Midway,"Suehiro, A. (1960) Insects and other arthropods from Midway atoll",Hymenoptera,Megachilidae
Megachile sp.,Arno,"Usinger, R.L., & la Rivers, I. (1953) The insect life of Arno",Hymenoptera,Megachilidae
Megachile sp.,Diego Garcia,"Hutson, A.M. (1981) A preliminary list of insects of Diego Garcia Atoll, Chagos Archipelago",Hymenoptera,Megachilidae
Megachile sp.,Palmyra,"Handler, A.T., et al. (2007) Arthropod surveys on Palmyra Atoll, Line Islands, and insights into the decline of the native tree Pisonia grandis (Nycatginaceae)",Hymenoptera,Megachilidae
Megachile sp.,Rangiroa,"Cocherau, P. (1966) Compte rendu d'une mission d'inventaire faunistique aux îles Gambier et Tuamotu (Avril - Mai 1966)",Hymenoptera,Megachilidae
"Anagrus frequens (Perkins, 1905)",Midway,"Nishida, G.M. & Beardsley, J.W. (2002) A review of the insects and related arthropods of Midway atoll",Hymenoptera,Mymaridae
"Anagrus nigriventris (Girault, 1911)",Midway,"Nishida, G.M. & Beardsley, J.W. (2002) A review of the insects and related arthropods of Midway atoll",Hymenoptera,Mymaridae
"Anaphes calendrae (Gahan, 1927)",Midway,"Nishida, G.M. & Beardsley, J.W. (2002) A review of the insects and related arthropods of Midway atoll",Hymenoptera,Mymaridae
Camptoptera sp.,Midway,"Nishida, G.M. & Beardsley, J.W. (2002) A review of the insects and related arthropods of Midway atoll",Hymenoptera,Mymaridae
"Gonatocerus ornatus (Gahan, 1918)",Midway,"Nishida, G.M. & Beardsley, J.W. (2002) A review of the insects and related arthropods of Midway atoll",Hymenoptera,Mymaridae
"Gonatocerus cf. litoralis (Haliday, 1833)",Midway,"Nishida, G.M. & Beardsley, J.W. (2002) A review of the insects and related arthropods of Midway atoll",Hymenoptera,Mymaridae
"Gonatocerus cf. membraciphagus (Ogloblin, 1935)",Midway,"Nishida, G.M. & Beardsley, J.W. (2002) A review of the insects and related arthropods of Midway atoll",Hymenoptera,Mymaridae
"Stephanodes reduvioli (Perkins, 1905)",Kure,"Beardsley, J.W. (1966) Insects and other terrestrial arthropods from the Leeward Hawaiian Islands",Hymenoptera,Mymaridae
"Stephanodes reduvioli (Perkins, 1905)",Laysan,"Butler, G.D., & Usinger, R.L. (1963) Insects and other invertebrates from Laysan Island",Hymenoptera,Mymaridae
"Stephanodes reduvioli (Perkins, 1905)",Midway,"Suehiro, A. (1960) Insects and other arthropods from Midway atoll",Hymenoptera,Mymaridae
"Stephanodes cf. similis (Förster, 1847)",Kure,"Butler, G.D., & Usinger, R.L. (1963) Insects and other arthropods from Kure Island",Hymenoptera,Mymaridae
Fidiobia sp.,Midway,"Nishida, G.M. & Beardsley, J.W. (2002) A review of the insects and related arthropods of Midway atoll",Hymenoptera,Platygastridae
"Chlorocytus polichna (Walker, 1848)",Midway,"Nishida, G.M. & Beardsley, J.W. (2002) A review of the insects and related arthropods of Midway atoll",Hymenoptera,Pteromalidae
"Halticoptera circulus (Walker, 1833)",Midway,"Nishida, G.M. & Beardsley, J.W. (2002) A review of the insects and related arthropods of Midway atoll",Hymenoptera,Pteromalidae
Heteroschema sp.,Midway,"Nishida, G.M. & Beardsley, J.W. (2002) A review of the insects and related arthropods of Midway atoll",Hymenoptera,Pteromalidae
"Lariophagus texanus (Crawford, 1909)",Midway,"Suehiro, A. (1960) Insects and other arthropods from Midway atoll",Hymenoptera,Pteromalidae
"Moranila californica (Howard, 1881)",Kwajalein,"Yoshimoto, C.M., & Ishii, T. (1965) Insects of Micronesia - Hymenoptera: Chalcidoidea: Eulophidae, Encyrtidae (part), Pteromalidae",Hymenoptera,Pteromalidae
"Moranila californica (Howard, 1881)",Wake,"Yoshimoto, C.M., & Ishii, T. (1965) Insects of Micronesia - Hymenoptera: Chalcidoidea: Eulophidae, Encyrtidae (part), Pteromalidae",Hymenoptera,Pteromalidae
"Spalangia cameroni (Perkins, 1910)",Midway,"Nishida, G.M. & Beardsley, J.W. (2002) A review of the insects and related arthropods of Midway atoll",Hymenoptera,Pteromalidae
"Spalangia drosophilae (Ashmead, 1887)",Laysan,"Beardsley, J.W. (1966) Insects and other terrestrial arthropods from the Leeward Hawaiian Islands",Hymenoptera,Pteromalidae
"Theocolax elegans (Westwood, 1874)",South Keeling,"Gibson-Hill, C.A. (1950) Notes on the insects taken on the Cocos-Keeling Islands",Hymenoptera,Pteromalidae
"Anteromorpha dubiosa (Perkins, 1910)",Midway,"Nishida, G.M. & Beardsley, J.W. (2002) A review of the insects and related arthropods of Midway atoll",Hymenoptera,Scelionidae
Encyrtoscelio sp.,Midway,"Nishida, G.M. & Beardsley, J.W. (2002) A review of the insects and related arthropods of Midway atoll",Hymenoptera,Scelionidae
"Idris peregrinus (Perkins, 1910)",Midway,"Nishida, G.M. & Beardsley, J.W. (2002) A review of the insects and related arthropods of Midway atoll",Hymenoptera,Scelionidae
Macroteleia sp.,Nukunonu,"Hickley, A.D. (1969) Ecology of terrestrial arthropods of the Tokelau atolls",Hymenoptera,Scelionidae
"Telenomus nawai (Ashmead, 1904)",Abariringa,"van Zwaluwenburg, R.H. (1955) The insects and certain other arthropods of Canton Island",Hymenoptera,Scelionidae
"Telenomus nawai (Ashmead, 1904)",Midway,"Nishida, G.M. & Beardsley, J.W. (2002) A review of the insects and related arthropods of Midway atoll",Hymenoptera,Scelionidae
"Telenomus vulcanus (Perkins, 1910)",Laysan,"Asquith, A. (1994) The arthropod fauna of Laysan Island",Hymenoptera,Scelionidae
"Telenomus vulcanus (Perkins, 1910)",Midway,"Nishida, G.M. & Beardsley, J.W. (2002) A review of the insects and related arthropods of Midway atoll",Hymenoptera,Scelionidae
Telenomus sp.,Kwajalein,"Sugerman, B.B. (1979) Additions to the list of insects and other arthropods from Kwajalein atoll (Marshall Islands)",Hymenoptera,Scelionidae
Telenomus sp.,Midway,"Nishida, G.M. & Beardsley, J.W. (2002) A review of the insects and related arthropods of Midway atoll",Hymenoptera,Scelionidae
"Campsomeriella caelebs (Sichel, 1864)",Astove,"Turner, R.E. (1911) No. XVI - Fossorial Hymenoptera from the Seychelles and other islands in the Indian Ocean",Hymenoptera,Scoliidae
"Campsomeriella caelebs (Sichel, 1864)",Glorioso,"Parnaudeau, R., & Madl, M. (2009) Liste des Hyménoptères des îlots coralliens francais et mauricien de l'océan Indien occidental",Hymenoptera,Scoliidae
"Micromeriella pilosella (Saussure, 1890)",Astove,"Turner, R.E. (1911) No. XVI - Fossorial Hymenoptera from the Seychelles and other islands in the Indian Ocean",Hymenoptera,Scoliidae
"Scolia carnifex (Coquerel, 1855)",Aldabra,"Turner, R.E. (1911) No. XVI - Fossorial Hymenoptera from the Seychelles and other islands in the Indian Ocean",Hymenoptera,Scoliidae
"Scolia carnifex (Coquerel, 1855)",Astove,"Turner, R.E. (1911) No. XVI - Fossorial Hymenoptera from the Seychelles and other islands in the Indian Ocean",Hymenoptera,Scoliidae
"Scolia carnifex (Coquerel, 1855)",Cosmoledo,"Turner, R.E. (1911) No. XVI - Fossorial Hymenoptera from the Seychelles and other islands in the Indian Ocean",Hymenoptera,Scoliidae
"Scolia ruficornis (Fabricius, 1793)",Diego Garcia,"Hutson, A.M. (1981) A preliminary list of insects of Diego Garcia Atoll, Chagos Archipelago",Hymenoptera,Scoliidae
Signiphora sp.,Midway,"Nishida, G.M. & Beardsley, J.W. (2002) A review of the insects and related arthropods of Midway atoll",Hymenoptera,Signiphoridae
"Chalybion bengalense (Dahlbom, 1845)",Eniwetok,"Samuelson, G.A., & Nishida, G.M. (1987) Insects and allies (arthropods) of Enewetak atoll",Hymenoptera,Sphecidae
"Chalybion bengalense (Dahlbom, 1845)",Johnston,"Binion Amerson, A., & Shelton, P.C. (1976) The natural history of Johnston atoll, Central Pacific Ocean",Hymenoptera,Sphecidae
"Chalybion bengalense (Dahlbom, 1845)",Kwajalein,"Sugerman, B.B. (1972) Insects and other arthropods from Kwajalein atoll (Marshall Islands)",Hymenoptera,Sphecidae
"Chalybion bengalense (Dahlbom, 1845)",Midway,"Nishida, G.M. & Beardsley, J.W. (2002) A review of the insects and related arthropods of Midway atoll",Hymenoptera,Sphecidae
Chalybion sp.,Diego Garcia,"Hutson, A.M. (1981) A preliminary list of insects of Diego Garcia Atoll, Chagos Archipelago",Hymenoptera,Sphecidae
"Isodontia apicalis (F.Smith, 1856)",Midway,"Suehiro, A. (1960) Insects and other arthropods from Midway atoll",Hymenoptera,Sphecidae
"Isodontia mexicana (De Saussure, 1867)",Midway,"Nishida, G.M. & Beardsley, J.W. (2002) A review of the insects and related arthropods of Midway atoll",Hymenoptera,Sphecidae
"Podalonia canescens (Dahlbom, 1843)",Aldabra,"Parnaudeau, R., & Madl, M. (2009) Liste des Hyménoptères des îlots coralliens francais et mauriciens de l'océan Indien occidental",Hymenoptera,Sphecidae
"Podalonia canescens (Dahlbom, 1843)",Astove,"Parnaudeau, R., & Madl, M. (2009) Liste des Hyménoptères des îlots coralliens francais et mauriciens de l'océan Indien occidental",Hymenoptera,Sphecidae
"Podalonia canescens (Dahlbom, 1843)",Cosmoledo,"Parnaudeau, R., & Madl, M. (2009) Liste des Hyménoptères des îlots coralliens francais et mauriciens de l'océan Indien occidental",Hymenoptera,Sphecidae
"Podalonia capensis (Dahlbom, 1843)",Cosmoledo,"Turner, R.E. (1911) No. XVI - Fossorial Hymenoptera from the Seychelles and other islands in the Indian Ocean",Hymenoptera,Sphecidae
"Prionyx crudelis (F.Smith, 1856)",Astove,"Turner, R.E. (1911) No. XVI - Fossorial Hymenoptera from the Seychelles and other islands in the Indian Ocean",Hymenoptera,Sphecidae
