Species,atoll,reference,Order,Family
"Ceroplastes cirripediformis (Comstock, 1881)",Eniwetok,"Beardsley, J.W. (1966) Insects of Micronesia - Homoptera: Coccoidea",Hemiptera,Coccidae
"Ceroplastes cirripediformis (Comstock, 1881)",Kwajalein,"Beardsley, J.W. (1966) Insects of Micronesia - Homoptera: Coccoidea",Hemiptera,Coccidae
"Ceroplastes cirripediformis (Comstock, 1881)",Wake,"Beardsley, J.W. (1966) Insects of Micronesia - Homoptera: Coccoidea",Hemiptera,Coccidae
"Ceroplastes rubens (Maskell, 1893)",South Keeling,"Bellis, G.A., et al. (2004) Records of insect pests on Christmas Island and the Cocos (Keeling) Islands, Indian Ocean",Hemiptera,Coccidae
"Ceroplastes rubens (Maskell, 1893)",Kwajalein,"Sugerman, B.B. (1972) Insects and other arthropods from Kwajalein atoll (Marshall Islands)",Hemiptera,Coccidae
"Ceroplastes rubens (Maskell, 1893)",Likiep,"Nafus, D. (1991) Movement of new insects into the Carolines and Marshalls in recent years",Hemiptera,Coccidae
"Ceroplastes rubens (Maskell, 1893)",Majuro,"Nafus, D. (1991) Movement of new insects into the Carolines and Marshalls in recent years",Hemiptera,Coccidae
"Ceroplastes rubens (Maskell, 1893)",Ngcheangel,"Beardsley, J.W. (1966) Insects of Micronesia - Homoptera: Coccoidea",Hemiptera,Coccidae
"Ceroplastes rubens (Maskell, 1893)",Rangiroa,"Cocherau, P. (1966) Compte rendu d'une mission d'inventaire faunistique aux îles Gambier et Tuamotu (Avril - Mai 1966)",Hemiptera,Coccidae
"Ceroplastes rusci (L., 1758)",Aldabra,"Green, E.E. (1907) No. XII - Notes on the Coccidae collected by the Percy Sladen trust expedition to the Indian Ocean - supplemented by a collection received from Mr. R. Dupont",Hemiptera,Coccidae
"Coccus hesperidum (L., 1758)",Abariringa,"van Zwaluwenburg, R.H. (1955) The insects and certain other arthropods of Canton Island",Hemiptera,Coccidae
"Coccus hesperidum (L., 1758)",Aldabra,"Green, E.E. (1907) No. XII - Notes on the Coccidae collected by the Percy Sladen trust expedition to the Indian Ocean - supplemented by a collection received from Mr. R. Dupont",Hemiptera,Coccidae
"Coccus hesperidum (L., 1758)",Eniwetok,"Beardsley, J.W. (1966) Insects of Micronesia - Homoptera: Coccoidea",Hemiptera,Coccidae
"Coccus hesperidum (L., 1758)",Jaluit,"Nafus, D. (1991) Movement of new insects into the Carolines and Marshalls in recent years",Hemiptera,Coccidae
"Coccus hesperidum (L., 1758)",Johnston,"Binion Amerson, A., & Shelton, P.C. (1976) The natural history of Johnston atoll, Central Pacific Ocean",Hemiptera,Coccidae
"Coccus hesperidum (L., 1758)",Kwajalein,"Sugerman, B.B. (1972) Insects and other arthropods from Kwajalein atoll (Marshall Islands)",Hemiptera,Coccidae
"Coccus hesperidum (L., 1758)",Majuro,"Beardsley, J.W. (1966) Insects of Micronesia - Homoptera: Coccoidea",Hemiptera,Coccidae
"Coccus hesperidum (L., 1758)",Nukunonu,"Hickley, A.D. (1969) Ecology of terrestrial arthropods of the Tokelau atolls",Hemiptera,Coccidae
"Coccus hesperidum (L., 1758)",Rongelap,"Beardsley, J.W. (1966) Insects of Micronesia - Homoptera: Coccoidea",Hemiptera,Coccidae
"Coccus hesperidum (L., 1758)",Swains,"Kami, K.S., & Miller, S.E. (1998) Samoan insects and related arthropods: checklist and bibliography",Hemiptera,Coccidae
"Coccus hesperidum (L., 1758)",Ujelang,"Beardsley, J.W. (1966) Insects of Micronesia - Homoptera: Coccoidea",Hemiptera,Coccidae
"Coccus hesperidum (L., 1758)",Wotho,"Beardsley, J.W. (1966) Insects of Micronesia - Homoptera: Coccoidea",Hemiptera,Coccidae
"Coccus longulus (Douglas, 1887)",Kwajalein,"Sugerman, B.B. (1972) Insects and other arthropods from Kwajalein atoll (Marshall Islands)",Hemiptera,Coccidae
"Coccus longulus (Douglas, 1887)",Majuro,"Beardsley, J.W. (1966) Insects of Micronesia - Homoptera: Coccoidea",Hemiptera,Coccidae
"Coccus viridis (Green, 1889)",Midway,"Suehiro, A. (1960) Insects and other arthropods from Midway atoll",Hemiptera,Coccidae
Coccus sp.,Rangiroa,"Cocherau, P. (1966) Compte rendu d'une mission d'inventaire faunistique aux îles Gambier et Tuamotu (Avril - Mai 1966)",Hemiptera,Coccidae
"Eucalymnatus tessellatus (Signoret, 1873)",Farquhar,"Green, E.E. (1907) No. XII - Notes on the Coccidae collected by the Percy Sladen trust expedition to the Indian Ocean - supplemented by a collection received from Mr. R. Dupont",Hemiptera,Coccidae
"Eucalymnatus tessellatus (Signoret, 1873)",Jaluit,"Nafus, D. (1991) Movement of new insects into the Carolines and Marshalls in recent years",Hemiptera,Coccidae
"Kilifia acuminata (Signoret, 1873)",Midway,"Suehiro, A. (1960) Insects and other arthropods from Midway atoll",Hemiptera,Coccidae
"Paralecanium carolinensis (Beardsley, 1966)",Losap,"Beardsley, J.W. (1966) Insects of Micronesia - Homoptera: Coccoidea",Hemiptera,Coccidae
"Paralecanium carolinensis (Beardsley, 1966)",Nomwin,"Beardsley, J.W. (1966) Insects of Micronesia - Homoptera: Coccoidea",Hemiptera,Coccidae
"Parasaissetia nigra (Nietner, 1861)",Johnston,"Binion Amerson, A., & Shelton, P.C. (1976) The natural history of Johnston atoll, Central Pacific Ocean",Hemiptera,Coccidae
"Parasaissetia nigra (Nietner, 1861)",Kwajalein,"Sugerman, B.B. (1972) Insects and other arthropods from Kwajalein atoll (Marshall Islands)",Hemiptera,Coccidae
"Parasaissetia nigra (Nietner, 1861)",Laysan,"Butler, G.D. (1961) Insects and other arthropods from Laysan Island",Hemiptera,Coccidae
"Parasaissetia nigra (Nietner, 1861)",Midway,"Suehiro, A. (1960) Insects and other arthropods from Midway atoll",Hemiptera,Coccidae
"Parasaissetia nigra (Nietner, 1861)",Swains,"Kami, K.S., & Miller, S.E. (1998) Samoan insects and related arthropods: checklist and bibliography",Hemiptera,Coccidae
"Pulvinaria floccifera (Westwood, 1870)",Farquhar,"Green, E.E. (1907) No. XII - Notes on the Coccidae collected by the Percy Sladen trust expedition to the Indian Ocean - supplemented by a collection received from Mr. R. Dupont",Hemiptera,Coccidae
"Pulvinaria grabhami (Cockerell, 1903)",Diego Garcia,"Hutson, A.M. (1981) A preliminary list of insects of Diego Garcia Atoll, Chagos Archipelago",Hemiptera,Coccidae
"Pulvinaria psidii (Maskell, 1893)",Astove,"Green, E.E. (1907) No. XII - Notes on the Coccidae collected by the Percy Sladen trust expedition to the Indian Ocean - supplemented by a collection received from Mr. R. Dupont",Hemiptera,Coccidae
"Pulvinaria psidii (Maskell, 1893)",Farquhar,"Green, E.E. (1907) No. XII - Notes on the Coccidae collected by the Percy Sladen trust expedition to the Indian Ocean - supplemented by a collection received from Mr. R. Dupont",Hemiptera,Coccidae
"Pulvinaria psidii (Maskell, 1893)",Jaluit,"Beardsley, J.W. (1966) Insects of Micronesia - Homoptera: Coccoidea",Hemiptera,Coccidae
"Pulvinaria psidii (Maskell, 1893)",Majuro,"Nafus, D. (1991) Movement of new insects into the Carolines and Marshalls in recent years",Hemiptera,Coccidae
"Pulvinaria psidii (Maskell, 1893)",Rangiroa,"Cocherau, P. (1966) Compte rendu d'une mission d'inventaire faunistique aux îles Gambier et Tuamotu (Avril - Mai 1966)",Hemiptera,Coccidae
"Pulvinaria urbicola (Cockerell, 1893)",Jaluit,"Nafus, D. (1991) Movement of new insects into the Carolines and Marshalls in recent years",Hemiptera,Coccidae
"Pulvinaria urbicola (Cockerell, 1893)",Majuro,"Nafus, D. (1991) Movement of new insects into the Carolines and Marshalls in recent years",Hemiptera,Coccidae
"Pulvinaria urbicola (Cockerell, 1893)",Palmyra,"Handler, A.T., et al. (2007) Arthropod surveys on Palmyra Atoll, Line Islands, and insights into the decline of the native tree Pisonia grandis (Nycatginaceae)",Hemiptera,Coccidae
"Pulvinaria urbicola (Cockerell, 1893)",Rose,"Peck, R.W., et al. (2014) Arthropods of Rose atoll with special reference to ants and Pulvianaria urbicola scales (Hemiptera: Coccidae) on Pisonia grandis trees",Hemiptera,Coccidae
"Pulvinaria urbicola (Cockerell, 1893)",Sorol,"Beardsley, J.W. (1966) Insects of Micronesia - Homoptera: Coccoidea",Hemiptera,Coccidae
"Saissetia coffeae (Walker, 1852)",Abariringa,"van Zwaluwenburg, R.H. (1955) The insects and certain other arthropods of Canton Island",Hemiptera,Coccidae
"Saissetia coffeae (Walker, 1852)",Eniwetok,"Beardsley, J.W. (1966) Insects of Micronesia - Homoptera: Coccoidea",Hemiptera,Coccidae
"Saissetia coffeae (Walker, 1852)",Kwajalein,"Sugerman, B.B. (1972) Insects and other arthropods from Kwajalein atoll (Marshall Islands)",Hemiptera,Coccidae
"Saissetia coffeae (Walker, 1852)",Majuro,"Beardsley, J.W. (1966) Insects of Micronesia - Homoptera: Coccoidea",Hemiptera,Coccidae
"Saissetia coffeae (Walker, 1852)",Rangiroa,"Cocherau, P. (1966) Compte rendu d'une mission d'inventaire faunistique aux îles Gambier et Tuamotu (Avril - Mai 1966)",Hemiptera,Coccidae
"Saissetia miranda (Cockerell & Parrott, 1899)",Midway,"Nishida, G.M. & Beardsley, J.W. (2002) A review of the insects and related arthropods of Midway atoll",Hemiptera,Coccidae
"Saissetia oleae (Olivier, 1791)",Aldabra,"Green, E.E. (1907) No. XII - Notes on the Coccidae collected by the Percy Sladen trust expedition to the Indian Ocean - supplemented by a collection received from Mr. R. Dupont",Hemiptera,Coccidae
"Saissetia oleae (Olivier, 1791)",French Frigate Shoals,"Beardsley, J.W. (1966) Insects and other terrestrial arthropods from the Leeward Hawaiian Islands",Hemiptera,Coccidae
"Saissetia oleae (Olivier, 1791)",Johnston,"Binion Amerson, A., & Shelton, P.C. (1976) The natural history of Johnston atoll, Central Pacific Ocean",Hemiptera,Coccidae
"Saissetia oleae (Olivier, 1791)",Rangiroa,"Cocherau, P. (1966) Compte rendu d'une mission d'inventaire faunistique aux îles Gambier et Tuamotu (Avril - Mai 1966)",Hemiptera,Coccidae
"Saissetia oleae (Olivier, 1791)",Ujelang,"Beardsley, J.W. (1966) Insects of Micronesia - Homoptera: Coccoidea",Hemiptera,Coccidae
"Anoplocnemis curvipes (Fabricius, 1781)",Aldabra,"Distant, W.L. (1913) No. IX - Rhynchota - Part I: suborder Heteroptera",Hemiptera,Coreidae
"Anoplocnemis curvipes (Fabricius, 1781)",Astove,"Bayne, C.J., et al. (1970) Geography and ecology of Astove",Hemiptera,Coreidae
"Anoplocnemis curvipes (Fabricius, 1781)",Cosmoledo,"Distant, W.L. (1913) No. IX - Rhynchota - Part I: suborder Heteroptera",Hemiptera,Coreidae
"Arbela nitidula (Stal, 1865)",Ngcheangel,"Gross, F.R. (1963) Insects of Micronesia - Coreidae (Alydini by J.C. Schaffner), Neididae, and Nabidae",Hemiptera,Coreidae
"Cletus clavatus (Signoret, 1861)",Aldabra,"Distant, W.L. (1913) No. IX - Rhynchota - Part I: suborder Heteroptera",Hemiptera,Coreidae
"Plinachtus aldabrensis (Brailovsky & Barrera, 2006)",Aldabra,"Brailovsky, H. & Barrera, E. (2006) Two new species of Plinachtus Stal (Hemiptera: Heteroptera: Coreidae: Coreinae: Gonocerini) from Aldabra Atoll and Madagascar",Hemiptera,Coreidae
"Fromundus pygmaeus (Dallas, 1851)",Abariringa,"van Zwaluwenburg, R.H. (1955) The insects and certain other arthropods of Canton Island",Hemiptera,Cydnidae
"Fromundus pygmaeus (Dallas, 1851)",South Keeling,"Gibson-Hill, C.A. (1950) Hemiptera collected on the Cocos-Keeling Islands, January-October, 1941",Hemiptera,Cydnidae
"Fromundus pygmaeus (Dallas, 1851)",Eniwetok,"Ruckes, H. (1963) Insects of Micronesia - Heteroptera: Pentatomoidea",Hemiptera,Cydnidae
"Fromundus pygmaeus (Dallas, 1851)",Jaluit,"Ruckes, H. (1963) Insects of Micronesia - Heteroptera: Pentatomoidea",Hemiptera,Cydnidae
"Fromundus pygmaeus (Dallas, 1851)",Kwajalein,"Sugerman, B.B. (1972) Insects and other arthropods from Kwajalein atoll (Marshall Islands)",Hemiptera,Cydnidae
"Fromundus pygmaeus (Dallas, 1851)",Laysan,"Butler, G.D. (1961) Insects and other arthropods from Laysan Island",Hemiptera,Cydnidae
"Fromundus pygmaeus (Dallas, 1851)",Midway,"Suehiro, A. (1960) Insects and other arthropods from Midway atoll",Hemiptera,Cydnidae
"Fromundus pygmaeus (Dallas, 1851)",Ngcheangel,"Ruckes, H. (1963) Insects of Micronesia - Heteroptera: Pentatomoidea",Hemiptera,Cydnidae
"Fromundus pygmaeus (Dallas, 1851)",Palmyra,"Handler, A.T., et al. (2007) Arthropod surveys on Palmyra Atoll, Line Islands, and insights into the decline of the native tree Pisonia grandis (Nycatginaceae)",Hemiptera,Cydnidae
"Fromundus pygmaeus (Dallas, 1851)",Pearl and Hermes,"Beardsley, J.W. (1966) Insects and other terrestrial arthropods from the Leeward Hawaiian Islands",Hemiptera,Cydnidae
"Fromundus pygmaeus (Dallas, 1851)",Takapoto,"Rivière, F. (1979) La vie animale terrestre à Takapoto",Hemiptera,Cydnidae
