species,atoll,reference,Order,Family
"Grapsus tenuicrustatus (Herbst, 1783)",Laysan,"Castro, P. (2011) Catalog of the anomuran and brachyuran crabs (Crustacea: Decapoda: Anomura, Brachyura) of the Hawaiian islands",Decapoda - Brachyura,Grapsidae
"Grapsus tenuicrustatus (Herbst, 1783)",Manihiki,"Bullivant, J.S., & McCann, C. (1974) Contributions to the natural history of Manihiki Atoll, Cook Islands",Decapoda - Brachyura,Grapsidae
"Grapsus tenuicrustatus (Herbst, 1783)",Manuae,"Steibl, S., et al. (2025) Terrestrial biodiversity of Manuae atoll, Cook Islands",Decapoda - Brachyura,Grapsidae
"Grapsus tenuicrustatus (Herbst, 1783)",Moruroa,"Poupin, J. (1996) Crustacea Deacpoda of French Polynesia (Astacidea, Palinuridea, Anomura, Brachyura)",Decapoda - Brachyura,Grapsidae
"Grapsus tenuicrustatus (Herbst, 1783)",Onotoa,"Holthuis, L.B. (1953) Enumeration of the decapod and stomatopod Crustacea from Pacific coral islands",Decapoda - Brachyura,Grapsidae
"Grapsus tenuicrustatus (Herbst, 1783)",Palmyra,"Edmondson, C.H. (1923) Crustacea of Palmyra and Fanning islands",Decapoda - Brachyura,Grapsidae
"Grapsus tenuicrustatus (Herbst, 1783)",Rangiroa,"Poupin, J. (1996) Crustacea Deacpoda of French Polynesia (Astacidea, Palinuridea, Anomura, Brachyura)",Decapoda - Brachyura,Grapsidae
"Grapsus tenuicrustatus (Herbst, 1783)",Raroia,"Poupin, J. (1996) Crustacea Deacpoda of French Polynesia (Astacidea, Palinuridea, Anomura, Brachyura)",Decapoda - Brachyura,Grapsidae
"Grapsus tenuicrustatus (Herbst, 1783)",Tabuaeran,"Edmondson, C.H. (1923) Crustacea of Palmyra and Fanning islands",Decapoda - Brachyura,Grapsidae
"Grapsus tenuicrustatus (Herbst, 1783)",Takapoto,"Poupin, J. (1996) Crustacea Deacpoda of French Polynesia (Astacidea, Palinuridea, Anomura, Brachyura)",Decapoda - Brachyura,Grapsidae
"Grapsus tenuicrustatus (Herbst, 1783)",Tetiaroa,"Sachet, M.-H., & Fosberg, F.R. (1983) An ecological reconnaissance of Tetiaroa atoll, Society Islands",Decapoda - Brachyura,Grapsidae
"Grapsus tenuicrustatus (Herbst, 1783)",Ujae,"Holthuis, L.B. (1953) Enumeration of the decapod and stomatopod Crustacea from Pacific coral islands",Decapoda - Brachyura,Grapsidae
"Metopograpsus cannicci (Innocenti, Schubart & Fratini, 2020)",Aldabra,"Innocenti, G., Schubart, C.D., & Fratini, S. (2020) Description of Metopograpsus cannicci, new species, a pseudocryptic crab species from East Africa and the Western Indian Ocean",Decapoda - Brachyura,Grapsidae
"Metopograpsus messor (Forskal, 1775)",Abariringa,"Degener, O., & Gillaspy, E. (1955) Canton Island, South Pacific",Decapoda - Brachyura,Grapsidae
"Metopograpsus messor (Forskal, 1775)",Aldabra,"Borradaile, L.A. (1910) No. XV - On the land and amphibious Decapoda of Aldabra",Decapoda - Brachyura,Grapsidae
"Metopograpsus messor (Forskal, 1775)",Astove,"Bayne, C.J. et al. (1970) Geography and ecology of Astove",Decapoda - Brachyura,Grapsidae
"Metopograpsus messor (Forskal, 1775)",Diego Garcia,"Taylor, J.D. (1971) Crustacea: Brachyura and Anomura from Diego Garcia",Decapoda - Brachyura,Grapsidae
"Metopograpsus messor (Forskal, 1775)",Europa,"Poupin, J., et al. (2012) Illustrated checklist of the Decapoda at Europa Island",Decapoda - Brachyura,Grapsidae
"Metopograpsus messor (Forskal, 1775)",Funafuti,"Hedley, C. (1900) The atoll of Funafuti, Ellice Group - its zoology, botany, ethnology, and general structure",Decapoda - Brachyura,Grapsidae
"Metopograpsus messor (Forskal, 1775)",Tabuaeran,"Edmondson, C.H. (1923) Crustacea of Palmyra and Fanning islands",Decapoda - Brachyura,Grapsidae
"Metopograpsus thukuhar (Owen, 1839)",Arno,"Holthuis, L.B. (1953) Enumeration of the decapod and stomatopod Crustacea from Pacific coral islands",Decapoda - Brachyura,Grapsidae
"Metopograpsus thukuhar (Owen, 1839)",Atafu,"Yaldwyn, J.C., & Wodzicki, K. (1979) Systematics and ecology of the land crabs (Decapoda - Coenobitidae, Grapsidae and Gecarcinidae) of the Tokelau Islands",Decapoda - Brachyura,Grapsidae
"Metopograpsus thukuhar (Owen, 1839)",South_Keeling,"Naderloo, R., & Türkay, M. (2012) Decapod crustaceans of the littoral and shallow sublittoral Iranian coast of the Persian Gulf: faunistics, biodiversity and zoogeography",Decapoda - Brachyura,Grapsidae
"Metopograpsus thukuhar (Owen, 1839)",Diego Garcia,"Taylor, J.D. (1971) Crustacea: Brachyura and Anomura from Diego Garcia",Decapoda - Brachyura,Grapsidae
"Metopograpsus thukuhar (Owen, 1839)",Eniwetok,"Garth, J.S., Haig, J., & Knudsen, J.W. (1987) Crustacea Decapoda (Brachyura and Anomura) of Enewetak Atoll",Decapoda - Brachyura,Grapsidae
"Metopograpsus thukuhar (Owen, 1839)",Europa,"Poupin, J., et al. (2012) Illustrated checklist of the Decapoda at Europa Island",Decapoda - Brachyura,Grapsidae
"Metopograpsus thukuhar (Owen, 1839)",Rangiroa,"Poupin, J. (1996b) Atlas des crustacés marins profonds de Polynésie française. Récoltes du navire Marara, 1986/199",Decapoda - Brachyura,Grapsidae
"Metopograpsus thukuhar (Owen, 1839)",Tabuaeran,"Guinther, E.B. (1971) Ecologic observations on an estuarine environment at Fanning Atoll",Decapoda - Brachyura,Grapsidae
"Pachygrapsus fakaravensis (Rathbun, 1907)",Takapoto,"Poupin, J. (1996) Crustacea Deacpoda of French Polynesia (Astacidea, Palinuridea, Anomura, Brachyura)",Decapoda - Brachyura,Grapsidae
"Pachygrapsus minutus (A. Milne-Edwards, 1873)",Abariringa,"Degener, O., & Gillaspy, E. (1955) Canton Island, South Pacific",Decapoda - Brachyura,Grapsidae
"Pachygrapsus minutus (A. Milne-Edwards, 1873)",Ashmore,"Morgan, G.J., & Berry, P.F. (1993) Decapod crustacea of Ashmore Reef and Cartier Island",Decapoda - Brachyura,Grapsidae
"Pachygrapsus minutus (A. Milne-Edwards, 1873)",Clipperton,"Sachet, M.-H. (1962) Geography and land ecology of Clipperton Island",Decapoda - Brachyura,Grapsidae
"Pachygrapsus minutus (A. Milne-Edwards, 1873)",South_Keeling,"Morgan, G.J. (1994) Decapod crustaceans of the Cocos (Keeling) Islands",Decapoda - Brachyura,Grapsidae
"Pachygrapsus minutus (A. Milne-Edwards, 1873)",Diego Garcia,"Taylor, J.D. (1971) Crustacea: Brachyura and Anomura from Diego Garcia",Decapoda - Brachyura,Grapsidae
"Pachygrapsus minutus (A. Milne-Edwards, 1873)",Eniwetok,"Garth, J.S., Haig, J., & Knudsen, J.W. (1987) Crustacea Decapoda (Brachyura and Anomura) of Enewetak Atoll",Decapoda - Brachyura,Grapsidae
"Pachygrapsus minutus (A. Milne-Edwards, 1873)",Europa,"Poupin, J., et al. (2012) Illustrated checklist of the Decapoda at Europa Island",Decapoda - Brachyura,Grapsidae
"Pachygrapsus minutus (A. Milne-Edwards, 1873)",French Frigate Shoals,"Castro, P. (2011) Catalog of the anomuran and brachyuran crabs (Crustacea: Decapoda: Anomura, Brachyura) of the Hawaiian islands",Decapoda - Brachyura,Grapsidae
"Pachygrapsus minutus (A. Milne-Edwards, 1873)",Glorioso,"Poupin, J., et al. (2013) Crustacea Decapoda of Glorieuses Islands, with notes on the distribution of the coconut crab (Birgus latro) in the western Indian Ocean",Decapoda - Brachyura,Grapsidae
"Pachygrapsus minutus (A. Milne-Edwards, 1873)",Johnston,"Binion Amerson, A., & Shelton, P.C. (1976) The natural history of Johnston atoll, Central Pacific Ocean",Decapoda - Brachyura,Grapsidae
"Pachygrapsus minutus (A. Milne-Edwards, 1873)",Kavaratti,"Devi, S.S., et al. (2019) On a collection of brachyuran crabs from Lakshadweep, Indian Ocean (Crustacea - Decapoda - Brachyura)",Decapoda - Brachyura,Grapsidae
"Pachygrapsus minutus (A. Milne-Edwards, 1873)",Laysan,"Castro, P. (2011) Catalog of the anomuran and brachyuran crabs (Crustacea: Decapoda: Anomura, Brachyura) of the Hawaiian islands",Decapoda - Brachyura,Grapsidae
"Pachygrapsus minutus (A. Milne-Edwards, 1873)",Onotoa,"Holthuis, L.B. (1953) Enumeration of the decapod and stomatopod Crustacea from Pacific coral islands",Decapoda - Brachyura,Grapsidae
"Pachygrapsus minutus (A. Milne-Edwards, 1873)",Palmyra,"Edmondson, C.H. (1923) Crustacea of Palmyra and Fanning islands",Decapoda - Brachyura,Grapsidae
"Pachygrapsus minutus (A. Milne-Edwards, 1873)",Tabuaeran,"Edmondson, C.H. (1923) Crustacea of Palmyra and Fanning islands",Decapoda - Brachyura,Grapsidae
"Pachygrapsus minutus (A. Milne-Edwards, 1873)",Takapoto,"Poupin, J. (1996) Crustacea Deacpoda of French Polynesia (Astacidea, Palinuridea, Anomura, Brachyura)",Decapoda - Brachyura,Grapsidae
"Pachygrapsus minutus (A. Milne-Edwards, 1873)",Tikehau,"Poupin, J. (1996) Crustacea Deacpoda of French Polynesia (Astacidea, Palinuridea, Anomura, Brachyura)",Decapoda - Brachyura,Grapsidae
"Pachygrapsus planifrons (De Man, 1818)",Abariringa,"Edmonson, C.H. (1959) Hawaiian Grapsidae",Decapoda - Brachyura,Grapsidae
"Pachygrapsus planifrons (De Man, 1818)",Clipperton,"Castro, P. (2011) Catalog of the anomuran and brachyuran crabs (Crustacea: Decapoda: Anomura, Brachyura) of the Hawaiian islands",Decapoda - Brachyura,Grapsidae
"Pachygrapsus planifrons (De Man, 1818)",South_Keeling,"Tweedie, M.W.F. (1950) The fauna of the Cocos-Keeling Islands, Brachyura and Stomatopoda",Decapoda - Brachyura,Grapsidae
"Pachygrapsus planifrons (De Man, 1818)",Eniwetok,"Garth, J.S., Haig, J., & Knudsen, J.W. (1987) Crustacea Decapoda (Brachyura and Anomura) of Enewetak Atoll",Decapoda - Brachyura,Grapsidae
"Pachygrapsus planifrons (De Man, 1818)",Europa,"Poupin, J., et al. (2012) Illustrated checklist of the Decapoda at Europa Island",Decapoda - Brachyura,Grapsidae
"Pachygrapsus planifrons (De Man, 1818)",Glorioso,"Poupin, J., et al. (2013) Crustacea Decapoda of Glorieuses Islands, with notes on the distribution of the coconut crab (Birgus latro) in the western Indian Ocean",Decapoda - Brachyura,Grapsidae
"Pachygrapsus planifrons (De Man, 1818)",Johnston,"Castro, P. (2011) Catalog of the anomuran and brachyuran crabs (Crustacea: Decapoda: Anomura, Brachyura) of the Hawaiian islands",Decapoda - Brachyura,Grapsidae
"Pachygrapsus planifrons (De Man, 1818)",Midway,"Edmonson, C.H. (1959) Hawaiian Grapsidae",Decapoda - Brachyura,Grapsidae
"Pachygrapsus planifrons (De Man, 1818)",Onotoa,"Holthuis, L.B. (1953) Enumeration of the decapod and stomatopod Crustacea from Pacific coral islands",Decapoda - Brachyura,Grapsidae
"Pachygrapsus planifrons (De Man, 1818)",Rangiroa,"Poupin, J. (1996b) Atlas des crustacés marins profonds de Polynésie française. Récoltes du navire Marara, 1986/199",Decapoda - Brachyura,Grapsidae
"Pachygrapsus planifrons (De Man, 1818)",Raroia,"Poupin, J. (1996) Crustacea Deacpoda of French Polynesia (Astacidea, Palinuridea, Anomura, Brachyura)",Decapoda - Brachyura,Grapsidae
"Pachygrapsus planifrons (De Man, 1818)",Tongareva,"Edmonson, C.H. (1959) Hawaiian Grapsidae",Decapoda - Brachyura,Grapsidae
"Pachygrapsus plicatus (H. Milne Edwards, 1837)",Arno,"Holthuis, L.B. (1953) Enumeration of the decapod and stomatopod Crustacea from Pacific coral islands",Decapoda - Brachyura,Grapsidae
"Pachygrapsus plicatus (H. Milne Edwards, 1837)",South_Keeling,"Tweedie, M.W.F. (1950) The fauna of the Cocos-Keeling Islands, Brachyura and Stomatopoda",Decapoda - Brachyura,Grapsidae
"Pachygrapsus plicatus (H. Milne Edwards, 1837)",Eniwetok,"Garth, J.S., Haig, J., & Knudsen, J.W. (1987) Crustacea Decapoda (Brachyura and Anomura) of Enewetak Atoll",Decapoda - Brachyura,Grapsidae
"Pachygrapsus plicatus (H. Milne Edwards, 1837)",Europa,"Poupin, J., et al. (2012) Illustrated checklist of the Decapoda at Europa Island",Decapoda - Brachyura,Grapsidae
"Pachygrapsus plicatus (H. Milne Edwards, 1837)",Glorioso,"Poupin, J., et al. (2013) Crustacea Decapoda of Glorieuses Islands, with notes on the distribution of the coconut crab (Birgus latro) in the western Indian Ocean",Decapoda - Brachyura,Grapsidae
"Pachygrapsus plicatus (H. Milne Edwards, 1837)",Johnston,"Castro, P. (2011) Catalog of the anomuran and brachyuran crabs (Crustacea: Decapoda: Anomura, Brachyura) of the Hawaiian islands",Decapoda - Brachyura,Grapsidae
"Pachygrapsus plicatus (H. Milne Edwards, 1837)",Palmyra,"Edmondson, C.H. (1923) Crustacea of Palmyra and Fanning islands",Decapoda - Brachyura,Grapsidae
"Pachygrapsus plicatus (H. Milne Edwards, 1837)",Rangiroa,"Poupin, J. (1996b) Atlas des crustacés marins profonds de Polynésie française. Récoltes du navire Marara, 1986/199",Decapoda - Brachyura,Grapsidae
"Pachygrapsus plicatus (H. Milne Edwards, 1837)",Raroia,"Poupin, J. (1996) Crustacea Deacpoda of French Polynesia (Astacidea, Palinuridea, Anomura, Brachyura)",Decapoda - Brachyura,Grapsidae
"Pachygrapsus plicatus (H. Milne Edwards, 1837)",Tabuaeran,"Edmondson, C.H. (1923) Crustacea of Palmyra and Fanning islands",Decapoda - Brachyura,Grapsidae
"Pachygrapsus plicatus (H. Milne Edwards, 1837)",Takapoto,"Poupin, J. (1996) Crustacea Deacpoda of French Polynesia (Astacidea, Palinuridea, Anomura, Brachyura)",Decapoda - Brachyura,Grapsidae
"Pachygrapsus socius (Stimpson, 1871)",Clipperton,"Poupin, J. (2010) Biodiversité de l'Indo-Pacifique tropical français : 2514 espèces de crustacés décapodes et stomatopodes",Decapoda - Brachyura,Grapsidae
"Circulium rotundatum (Hess, 1865)",Arno,"Holthuis, L.B. (1953) Enumeration of the decapod and stomatopod Crustacea from Pacific coral islands",Decapoda - Brachyura,Sesarmidae
"Circulium rotundatum (Hess, 1865)",Kapingamarangi,"Niering, W. A. (1963) Terrestrial ecology of Kapingamarangi atoll, Caroline Islands",Decapoda - Brachyura,Sesarmidae
"Circulium rotundatum (Hess, 1865)",Nukunonu,"Yaldwyn, J.C., & Wodzicki, K. (1979) Systematics and ecology of the land crabs (Decapoda - Coenobitidae, Grapsidae and Gecarcinidae) of the Tokelau Islands",Decapoda - Brachyura,Sesarmidae
"Circulium rotundatum (Hess, 1865)",Ujae,"Holthuis, L.B. (1953) Enumeration of the decapod and stomatopod Crustacea from Pacific coral islands",Decapoda - Brachyura,Sesarmidae
"Leptarma lenzii (De Man, 1895)",South_Keeling,"Tweedie, M.W.F. (1950) The fauna of the Cocos-Keeling Islands, Brachyura and Stomatopoda",Decapoda - Brachyura,Sesarmidae
"Metasesarma aubryi (A. Milne-Edwards, 1869)",Arno,"Holthuis, L.B. (1953) Enumeration of the decapod and stomatopod Crustacea from Pacific coral islands",Decapoda - Brachyura,Sesarmidae
"Metasesarma aubryi (A. Milne-Edwards, 1869)",Kapingamarangi,"Niering, W. A. (1963) Terrestrial ecology of Kapingamarangi atoll, Caroline Islands",Decapoda - Brachyura,Sesarmidae
"Metasesarma aubryi (A. Milne-Edwards, 1869)",Ujae,"Holthuis, L.B. (1953) Enumeration of the decapod and stomatopod Crustacea from Pacific coral islands",Decapoda - Brachyura,Sesarmidae
"Metasesarma obesum (Dana, 1851)",Arno,"Holthuis, L.B. (1953) Enumeration of the decapod and stomatopod Crustacea from Pacific coral islands",Decapoda - Brachyura,Sesarmidae
"Metasesarma obesum (Dana, 1851)",Diego Garcia,"Taylor, J.D. (1971) Crustacea: Brachyura and Anomura from Diego Garcia",Decapoda - Brachyura,Sesarmidae
"Metasesarma obesum (Dana, 1851)",Eniwetok,"Garth, J.S., Haig, J., & Knudsen, J.W. (1987) Crustacea Decapoda (Brachyura and Anomura) of Enewetak Atoll",Decapoda - Brachyura,Sesarmidae
"Metasesarma obesum (Dana, 1851)",Jaluit,"Gressitt, J.L. (1961) Terrestrial fauna",Decapoda - Brachyura,Sesarmidae
"Metasesarma obesum (Dana, 1851)",Kavaratti,"Devi, S.S., et al. (2019) On a collection of brachyuran crabs from Lakshadweep, Indian Ocean (Crustacea - Decapoda - Brachyura)",Decapoda - Brachyura,Sesarmidae
"Metasesarma obesum (Dana, 1851)",Kwajalein,"Holthuis, L.B. (1953) Enumeration of the decapod and stomatopod Crustacea from Pacific coral islands",Decapoda - Brachyura,Sesarmidae
"Metasesarma obesum (Dana, 1851)",Likiep,"Holthuis, L.B. (1953) Enumeration of the decapod and stomatopod Crustacea from Pacific coral islands",Decapoda - Brachyura,Sesarmidae
"Metasesarma obesum (Dana, 1851)",Rangiroa,"Poupin, J. (2010) Biodiversité de l'Indo-Pacifique tropical français : 2514 espèces de crustacés décapodes et stomatopodes",Decapoda - Brachyura,Sesarmidae
"Neosamartium meinerti (De Man, 1887)",Aldabra,"Taylor, J.D. (1971) Intertidal zonation at Aldabra atoll",Decapoda - Brachyura,Sesarmidae
"Parasesarma sigillatum (Tweedie, 1950)",South_Keeling,"Tweedie, M.W.F. (1950) The fauna of the Cocos-Keeling Islands, Brachyura and Stomatopoda",Decapoda - Brachyura,Sesarmidae
"Cyclograpsus audouinii (H. Milne Edwards, 1837)",Palmyra,"Edmondson, C.H. (1923) Crustacea of Palmyra and Fanning islands",Decapoda - Brachyura,Varunidae
"Cyclograpsus audouinii (H. Milne Edwards, 1837)",Tabuaeran,"Edmondson, C.H. (1923) Crustacea of Palmyra and Fanning islands",Decapoda - Brachyura,Varunidae
"Cyclograpsus integer (H. Milne Edwards, 1837)",Arno,"Holthuis, L.B. (1953) Enumeration of the decapod and stomatopod Crustacea from Pacific coral islands",Decapoda - Brachyura,Varunidae
"Cyclograpsus integer (H. Milne Edwards, 1837)",South_Keeling,"Morgan, G.J. (1994) Decapod crustaceans of the Cocos (Keeling) Islands",Decapoda - Brachyura,Varunidae
"Cyclograpsus integer (H. Milne Edwards, 1837)",Eniwetok,"Garth, J.S., Haig, J., & Knudsen, J.W. (1987) Crustacea Decapoda (Brachyura and Anomura) of Enewetak Atoll",Decapoda - Brachyura,Varunidae
"Cyclograpsus integer (H. Milne Edwards, 1837)",Europa,"Poupin, J., et al. (2012) Illustrated checklist of the Decapoda at Europa Island",Decapoda - Brachyura,Varunidae
"Cyclograpsus integer (H. Milne Edwards, 1837)",Manihiki,"Bullivant, J.S., & McCann, C. (1974) Contributions to the natural history of Manihiki Atoll, Cook Islands",Decapoda - Brachyura,Varunidae
"Cyclograpsus integer (H. Milne Edwards, 1837)",Rangiroa,"Poupin, J. (1996b) Atlas des crustacés marins profonds de Polynésie française. Récoltes du navire Marara, 1986/199",Decapoda - Brachyura,Varunidae
"Cyclograpsus integer (H. Milne Edwards, 1837)",Raroia,"Poupin, J. (1996) Crustacea Deacpoda of French Polynesia (Astacidea, Palinuridea, Anomura, Brachyura)",Decapoda - Brachyura,Varunidae
"Cyclograpsus integer (H. Milne Edwards, 1837)",Takapoto,"Poupin, J. (1996) Crustacea Deacpoda of French Polynesia (Astacidea, Palinuridea, Anomura, Brachyura)",Decapoda - Brachyura,Varunidae
"Cyclograpsus integer (H. Milne Edwards, 1837)",Wake,"Griffin, D.J.G. (1968) A new species of Cyclograpsus (Decapoda, Grapsidae) and notes on five others from the Pacific Ocean",Decapoda - Brachyura,Varunidae
"Cyclograpsus longipes (Stimpson, 1858)",Eniwetok,"Garth, J.S., Haig, J., & Knudsen, J.W. (1987) Crustacea Decapoda (Brachyura and Anomura) of Enewetak Atoll",Decapoda - Brachyura,Varunidae
"Cyclograpsus longipes (Stimpson, 1858)",Raroia,"Poupin, J. (1996) Crustacea Deacpoda of French Polynesia (Astacidea, Palinuridea, Anomura, Brachyura)",Decapoda - Brachyura,Varunidae
"Cyclograpsus sanctaecrucis (Griffin, 1968)",Eniwetok,"Garth, J.S., Haig, J., & Knudsen, J.W. (1987) Crustacea Decapoda (Brachyura and Anomura) of Enewetak Atoll",Decapoda - Brachyura,Varunidae
"Cyclograpsus sanctaecrucis (Griffin, 1968)",Tongareva,"Griffin, D.J.G. (1968) A new species of Cyclograpsus (Decapoda, Grapsidae) and notes on five others from the Pacific Ocean",Decapoda - Brachyura,Varunidae
"Chaenostoma boscii (Audouin, 1826)",Onotoa,"Holthuis, L.B. (1953) Enumeration of the decapod and stomatopod Crustacea from Pacific coral islands",Decapoda - Brachyura,Macrophthalmidae
"Macrophthalmus parvimanus (Guérin, 1832)",Aldabra,"Taylor, J.D. (1971) Intertidal zonation at Aldabra atoll",Decapoda - Brachyura,Macrophthalmidae
"Macrophthalmus telescopicus (Owen, 1839)",South_Keeling,"Morgan, G.J. (1994) Decapod crustaceans of the Cocos (Keeling) Islands",Decapoda - Brachyura,Macrophthalmidae
"Austruca annulipes (H. Milne Edwards, 1837)",Aldabra,"Borradaile, L.A. (1910) No. XV - On the land and amphibious Decapoda of Aldabra",Decapoda - Brachyura,Ocypodidae
"Austruca annulipes (H. Milne Edwards, 1837)",Manihiki,"Bullivant, J.S., & McCann, C. (1974) Contributions to the natural history of Manihiki Atoll, Cook Islands",Decapoda - Brachyura,Ocypodidae
"Austruca annulipes (H. Milne Edwards, 1837)",Palmyra,"Edmondson, C.H. (1923) Crustacea of Palmyra and Fanning islands",Decapoda - Brachyura,Ocypodidae
"Austruca annulipes (H. Milne Edwards, 1837)",Tabuaeran,"Edmondson, C.H. (1923) Crustacea of Palmyra and Fanning islands",Decapoda - Brachyura,Ocypodidae
"Austruca lactea (De Han, 1835)",Aldabra,"Taylor, J.D. (1971) Intertidal zonation at Aldabra atoll",Decapoda - Brachyura,Ocypodidae
"Gelasimus tetragonon (Herbst, 1790)",Abariringa,"Degener, O., & Degener, I. (1959) Canton Island, South Pacific (Resurvey of 1958)",Decapoda - Brachyura,Ocypodidae
"Gelasimus tetragonon (Herbst, 1790)",Aldabra,"Taylor, J.D. (1971) Intertidal zonation at Aldabra atoll",Decapoda - Brachyura,Ocypodidae
"Gelasimus tetragonon (Herbst, 1790)",Ashmore,"Morgan, G.J., & Berry, P.F. (1993) Decapod crustacea of Ashmore Reef and Cartier Island",Decapoda - Brachyura,Ocypodidae
"Gelasimus tetragonon (Herbst, 1790)",Diego Garcia,"Borradaile, L.A. (1907) No. III - Land and freshwater Decapoda",Decapoda - Brachyura,Ocypodidae
"Gelasimus tetragonon (Herbst, 1790)",Eniwetok,"Garth, J.S., Haig, J., & Knudsen, J.W. (1987) Crustacea Decapoda (Brachyura and Anomura) of Enewetak Atoll",Decapoda - Brachyura,Ocypodidae
"Gelasimus tetragonon (Herbst, 1790)",Europa,"Poupin, J., et al. (2012) Illustrated checklist of the Decapoda at Europa Island",Decapoda - Brachyura,Ocypodidae
"Gelasimus tetragonon (Herbst, 1790)",Funafuti,"Hedley, C. (1900) The atoll of Funafuti, Ellice Group - its zoology, botany, ethnology, and general structure",Decapoda - Brachyura,Ocypodidae
"Gelasimus tetragonon (Herbst, 1790)",Moruroa,"Poupin, J. (1996) Crustacea Deacpoda of French Polynesia (Astacidea, Palinuridea, Anomura, Brachyura)",Decapoda - Brachyura,Ocypodidae
"Gelasimus tetragonon (Herbst, 1790)",Onotoa,"Holthuis, L.B. (1953) Enumeration of the decapod and stomatopod Crustacea from Pacific coral islands",Decapoda - Brachyura,Ocypodidae
"Gelasimus tetragonon (Herbst, 1790)",Palmyra,"Edmondson, C.H. (1923) Crustacea of Palmyra and Fanning islands",Decapoda - Brachyura,Ocypodidae
"Gelasimus tetragonon (Herbst, 1790)",Raroia,"Poupin, J. (1996) Crustacea Deacpoda of French Polynesia (Astacidea, Palinuridea, Anomura, Brachyura)",Decapoda - Brachyura,Ocypodidae
"Gelasimus tetragonon (Herbst, 1790)",Tabuaeran,"Guinther, E.B. (1971) Ecologic observations on an estuarine environment at Fanning Atoll",Decapoda - Brachyura,Ocypodidae
"Gelasimus tetragonon (Herbst, 1790)",Tetiaroa,"Sachet, M.-H., & Fosberg, F.R. (1983) An ecological reconnaissance of Tetiaroa atoll, Society Islands",Decapoda - Brachyura,Ocypodidae
"Gelasimus tetragonon (Herbst, 1790)",Tongareva,"Ward, M. (1939) The Brachyura of the second Templeton-Crocker American Museum expedition to the Pacific Ocean",Decapoda - Brachyura,Ocypodidae
"Paraleptuca chlorophthalmus (H. Milne Edwards, 1837)",South_Keeling,"Tweedie, M.W.F. (1950) The fauna of the Cocos-Keeling Islands, Brachyura and Stomatopoda",Decapoda - Brachyura,Ocypodidae
"Paraleptuca chlorophthalmus (H. Milne Edwards, 1837)",Europa,"Poupin, J., et al. (2012) Illustrated checklist of the Decapoda at Europa Island",Decapoda - Brachyura,Ocypodidae
"Ocypode ceratophthalmus (Pallas, 1772)",Abariringa,"Degener, O., & Gillaspy, E. (1955) Canton Island, South Pacific",Decapoda - Brachyura,Ocypodidae
"Ocypode ceratophthalmus (Pallas, 1772)",Addu,"Gardiner, J.S. (1901) The fauna and geography of the Maldive and Laccadive archipelagoes - Volume I, Part I",Decapoda - Brachyura,Ocypodidae
"Ocypode ceratophthalmus (Pallas, 1772)",Ailuk,"Sakai, K., & Türkay, M. (2013) Revision of the genus Ocypode with the description of a new genus, Hoplocypode (Crustacea - Decapoda - Brachyura)",Decapoda - Brachyura,Ocypodidae
"Ocypode ceratophthalmus (Pallas, 1772)",Aldabra,"Borradaile, L.A. (1910) No. XV - On the land and amphibious Decapoda of Aldabra",Decapoda - Brachyura,Ocypodidae
"Ocypode ceratophthalmus (Pallas, 1772)",Arno,"Holthuis, L.B. (1953) Enumeration of the decapod and stomatopod Crustacea from Pacific coral islands",Decapoda - Brachyura,Ocypodidae
"Ocypode ceratophthalmus (Pallas, 1772)",Ashmore,"Morgan, G.J., & Berry, P.F. (1993) Decapod crustacea of Ashmore Reef and Cartier Island",Decapoda - Brachyura,Ocypodidae
"Ocypode ceratophthalmus (Pallas, 1772)",Bikar,"Sakai, K., & Türkay, M. (2013) Revision of the genus Ocypode with the description of a new genus, Hoplocypode (Crustacea - Decapoda - Brachyura)",Decapoda - Brachyura,Ocypodidae
"Ocypode ceratophthalmus (Pallas, 1772)",Clipperton,"Sakai, K., & Türkay, M. (2013) Revision of the genus Ocypode with the description of a new genus, Hoplocypode (Crustacea - Decapoda - Brachyura)",Decapoda - Brachyura,Ocypodidae
"Ocypode ceratophthalmus (Pallas, 1772)",South_Keeling,"Tweedie, M.W.F. (1950) The fauna of the Cocos-Keeling Islands, Brachyura and Stomatopoda",Decapoda - Brachyura,Ocypodidae
"Ocypode ceratophthalmus (Pallas, 1772)",Cosmoledo,"Bayne, C.J., et al. (1970) Geography and ecology of Cosmoledo atoll",Decapoda - Brachyura,Ocypodidae
"Ocypode ceratophthalmus (Pallas, 1772)",Diego Garcia,"Sakai, K., & Türkay, M. (2013) Revision of the genus Ocypode with the description of a new genus, Hoplocypode (Crustacea - Decapoda - Brachyura)",Decapoda - Brachyura,Ocypodidae
"Ocypode ceratophthalmus (Pallas, 1772)",Eniwetok,"Sakai, K., & Türkay, M. (2013) Revision of the genus Ocypode with the description of a new genus, Hoplocypode (Crustacea - Decapoda - Brachyura)",Decapoda - Brachyura,Ocypodidae
"Ocypode ceratophthalmus (Pallas, 1772)",Europa,"Poupin, J., et al. (2012) Illustrated checklist of the Decapoda at Europa Island",Decapoda - Brachyura,Ocypodidae
