species,atoll,source,Order,Family
"Lepidodactylus lugubris (Duméril & Bibron, 1836)",Tikehau,"Ineich, I., & Blanc, C.P. (1988) Distribution des reptiles terrestres en Polynesie Orientale",Squamata,Gekkonidae
"Lepidodactylus lugubris (Duméril & Bibron, 1836)",Tongareva,"Clapp, R.B. (1977) Notes on the vertebrate fauna of Tongareva atoll",Squamata,Gekkonidae
"Lepidodactylus lugubris (Duméril & Bibron, 1836)",Tupai,"Ineich, I., & Blanc, C.P. (1988) Distribution des reptiles terrestres en Polynesie Orientale",Squamata,Gekkonidae
"Lepidodactylus lugubris (Duméril & Bibron, 1836)",Utirik,"Buden, D.W., et al. (2020) Reptiles of the Northern Marshall Islands",Squamata,Gekkonidae
"Lepidodactylus lugubris (Duméril & Bibron, 1836)",Wake,"Bryan, E.H. (1959) Notes on the greography and natural history of Wake Island",Squamata,Gekkonidae
"Lepidodactylus moestus (Peters, 1867)",Arno,"Kaiser, H., et al. (2020) Herpetological update from Arno Atoll, Republic of the Marshall Islands",Squamata,Gekkonidae
"Lepidodactylus moestus (Peters, 1867)",Eniwetok,"Buden, D.W., et al. (2020) Reptiles of the Northern Marshall Islands",Squamata,Gekkonidae
"Lepidodactylus moestus (Peters, 1867)",Ngcheangel,"Crombie, R.I., & Pregill, G.K. (1999) A checklist of the herpetofauna of the Palau Islands (Republic of Belau), Oceania",Squamata,Gekkonidae
"Lepidodactylus moestus (Peters, 1867)",Pakin,"Buden, D.W. (1996) Reptiles, birds, and mammals of Pakin atoll, Eastern Caroline Islands",Squamata,Gekkonidae
"Lepidodactylus moestus (Peters, 1867)",Sorol,"Buden, D.W. (2013) Reptiles of Sorol Atoll, Yap, Federated States of Micronesia",Squamata,Gekkonidae
"Lepidodactylus oligoporus (Buden, 2007)",Namoluk,"Buden, D.W. (2007) Reptiles of Satawan Atoll and the Mortlock Islands, Chuuk State, Federated States of Micronesia",Squamata,Gekkonidae
"Lepidodactylus tepukapili (Zug, Watling, Alefaio, Alefaio & Ludescher, 2003)",Funafuti,"Zug, G.R., et al. (2003) A new gecko (Reptilia - Squamata - Genus Lepidodactylus) from Tuvalu, South-Central Pacific",Squamata,Gekkonidae
Lepidodactylus sp.,Murilo,"Buden, D.W. (2011) Reptiles of the Hall Islands, Chuuk State, Federated States of Micronesia",Squamata,Gekkonidae
Lepidodactylus sp.,Sorol,"Buden, D.W. (2013) Reptiles of Sorol Atoll, Yap, Federated States of Micronesia",Squamata,Gekkonidae
"Lygodactylus verticillatus Mocquard, 1895",Europa,"Le Corre, M., & Jouventin, P. (1997) Ecological significance and conservation priorities of Europa Island (Western Indian Ocean), with special reference to seabirds",Squamata,Gekkonidae
"Nactus pelagicus (Girard, 1858)",Ant,"Buden, D.W. (1996) Reptiles, birds, and mammals of Ant Atoll, Eastern Caroline Islands",Squamata,Gekkonidae
"Nactus pelagicus (Girard, 1858)",Arno,"Kaiser, H., et al. (2020) Herpetological update from Arno Atoll, Republic of the Marshall Islands",Squamata,Gekkonidae
"Nactus pelagicus (Girard, 1858)",Etal,"Buden, D.W. (2007) Reptiles of Satawan Atoll and the Mortlock Islands, Chuuk State, Federated States of Micronesia",Squamata,Gekkonidae
"Nactus pelagicus (Girard, 1858)",Funafuti,"Hedley, C. (1900) The atoll of Funafuti, Ellice Group - its zoology, botany, ethnology, and general structure",Squamata,Gekkonidae
"Nactus pelagicus (Girard, 1858)",Lukunor,"Buden, D.W. (2007) Reptiles of Satawan Atoll and the Mortlock Islands, Chuuk State, Federated States of Micronesia",Squamata,Gekkonidae
"Nactus pelagicus (Girard, 1858)",Mokil,"Buden, D.W. (1995) Reptiles, birds, and mammals of Mokil and Pingelap atolls, Eastern Caroline Islands",Squamata,Gekkonidae
"Nactus pelagicus (Girard, 1858)",Namoluk,"Buden, D.W. (2007) Reptiles of Satawan Atoll and the Mortlock Islands, Chuuk State, Federated States of Micronesia",Squamata,Gekkonidae
"Nactus pelagicus (Girard, 1858)",Oroluk,"Buden, D.W. (1999) Reptiles, birds, and mammals of Oroluk atoll, Eastern Caroline Islands",Squamata,Gekkonidae
"Nactus pelagicus (Girard, 1858)",Pakin,"Buden, D.W. (1996) Reptiles, birds, and mammals of Pakin atoll, Eastern Caroline Islands",Squamata,Gekkonidae
"Nactus pelagicus (Girard, 1858)",Pingelap,"Buden, D.W. (1995) Reptiles, birds, and mammals of Mokil and Pingelap atolls, Eastern Caroline Islands",Squamata,Gekkonidae
"Nactus pelagicus (Girard, 1858)",Rose,"Amerson, A.B., et al. (1982) Wildlife and wildlife habitat of American Samoa. II. Accounts of flora and fauna",Squamata,Gekkonidae
"Nactus pelagicus (Girard, 1858)",Sapwuahfik,"Buden, D.W. (2000) The reptiles of Sapwuahfik Atoll, Federated States of Micronesia",Squamata,Gekkonidae
"Nactus pelagicus (Girard, 1858)",Satawan,"Buden, D.W. (2007) Reptiles of Satawan Atoll and the Mortlock Islands, Chuuk State, Federated States of Micronesia",Squamata,Gekkonidae
"Nactus pelagicus (Girard, 1858)",Surprise,"Bauer, A.M., Renevier, A., & Sadlier, R.A. (1992) Caledoniscincus austrocaledonicus (Reptilia - Scincidae) from Île Surprise, D'Entrecasteaux Reefs, New Caledonia",Squamata,Gekkonidae
"Perochirus ateles (Duméril, 1856)",Ant,"Buden, D.W. (1996) Reptiles, birds, and mammals of Ant Atoll, Eastern Caroline Islands",Squamata,Gekkonidae
"Perochirus ateles (Duméril, 1856)",Arno,"Kaiser, H., et al. (2020) Herpetological update from Arno Atoll, Republic of the Marshall Islands",Squamata,Gekkonidae
"Perochirus ateles (Duméril, 1856)",Etal,"Buden, D.W. (2007) Reptiles of Satawan Atoll and the Mortlock Islands, Chuuk State, Federated States of Micronesia",Squamata,Gekkonidae
"Perochirus ateles (Duméril, 1856)",Kapingamarangi,"Buden, D.W. (1998) The reptiles of Kapingamarangi Atoll, Micronesia",Squamata,Gekkonidae
"Perochirus ateles (Duméril, 1856)",Losap,"Buden, D.W. (2007) Reptiles of Satawan Atoll and the Mortlock Islands, Chuuk State, Federated States of Micronesia",Squamata,Gekkonidae
"Perochirus ateles (Duméril, 1856)",Lukunor,"Buden, D.W. (2007) Reptiles of Satawan Atoll and the Mortlock Islands, Chuuk State, Federated States of Micronesia",Squamata,Gekkonidae
"Perochirus ateles (Duméril, 1856)",Mokil,"Buden, D.W. (1995) Reptiles, birds, and mammals of Mokil and Pingelap atolls, Eastern Caroline Islands",Squamata,Gekkonidae
"Perochirus ateles (Duméril, 1856)",Murilo,"Buden, D.W. (2011) Reptiles of the Hall Islands, Chuuk State, Federated States of Micronesia",Squamata,Gekkonidae
"Perochirus ateles (Duméril, 1856)",Namoluk,"Buden, D.W. (2007) Reptiles of Satawan Atoll and the Mortlock Islands, Chuuk State, Federated States of Micronesia",Squamata,Gekkonidae
"Perochirus ateles (Duméril, 1856)",Nomwin,"Buden, D.W. (2011) Reptiles of the Hall Islands, Chuuk State, Federated States of Micronesia",Squamata,Gekkonidae
"Perochirus ateles (Duméril, 1856)",Oroluk,"Buden, D.W. (1999) Reptiles, birds, and mammals of Oroluk atoll, Eastern Caroline Islands",Squamata,Gekkonidae
"Perochirus ateles (Duméril, 1856)",Pakin,"Buden, D.W. (1996) Reptiles, birds, and mammals of Pakin atoll, Eastern Caroline Islands",Squamata,Gekkonidae
"Perochirus ateles (Duméril, 1856)",Sapwuahfik,"Buden, D.W. (2000) The reptiles of Sapwuahfik Atoll, Federated States of Micronesia",Squamata,Gekkonidae
"Perochirus ateles (Duméril, 1856)",Satawan,"Buden, D.W. (2007) Reptiles of Satawan Atoll and the Mortlock Islands, Chuuk State, Federated States of Micronesia",Squamata,Gekkonidae
"Perochirus scutellatus (Fischer, 1882)",Kapingamarangi,"Buden, D.W. (1998) The reptiles of Kapingamarangi Atoll, Micronesia",Squamata,Gekkonidae
"Perochirus scutellatus (Fischer, 1882)",Pingelap,"Buden, D.W. (1998) The reptiles of Kapingamarangi Atoll, Micronesia",Squamata,Gekkonidae
"Perochirus scutellatus (Fischer, 1882)",Ulithi,"Wiles, G.J. (2004) A record of Perochirus cf. scutellatus (Squamata: Gekkonidae) from Ulithi Atoll, Caroline Islands",Squamata,Gekkonidae
Perochirus sp.,Namoluk,"Marshall, M., & Fosberg, F.R. (1975) The natural history of Namoluk atoll, Eastern Caroline Islands with identification of vascular flora",Squamata,Gekkonidae
"Phelsuma abbotti (Stejneger, 1893)",Aldabra,"Abbott, W.L. (1894) Notes on the natural history of Aldabra, Assumption and Glorioso Island, Indian Ocean",Squamata,Gekkonidae
"Phelsuma abbotti (Stejneger, 1893)",Cosmoledo,"Bayne, C.J., et al. (1970) Geography and ecology of Cosmoledo atoll",Squamata,Gekkonidae
"Phelsuma astriata (Tornier, 1901)",Astove,"Honegger, R.E. (1966) Beobachtungen an der Hereptofauna der Seychellen",Squamata,Gekkonidae
"Phelsuma astriata (Tornier, 1901)",St. Joseph,"Stoddart, D.R., Coe, M.J., & Fosberg, F.R. (1979) D'Arros and St. Joseph, Amirante Islands",Squamata,Gekkonidae
"Phelsuma laticauda (Boettger, 1880)",Farquhar,"Boulenger, G.A. (1908) A list of the freshwater fishes, batrachians and reptiles obtained by Mr. J Stanley Gardiner's expedition to the Indian Ocean",Squamata,Gekkonidae
"Zonosaurus madagascariensis (Gray, 1831)",Cosmoledo,"Gerlach, J. (2006) Status of Zonosaurus madagascariensis insularis on Cosmoledo atoll",Squamata,Gerrhosauridae
"Zonosaurus madagascariensis (Gray, 1831)",Glorioso,"Sanchez, M., et al. (2019) Reptiles of the Iles Eparses, Indian Ocean: inventory, distribution, and conservation status",Squamata,Gerrhosauridae
"Calotes calotes (L., 1758)",Kavaratti,"Ghosh, A.K. (1991) Fauna of Lakshadweep",Squamata,Agamidae
"Calotes liocephalus (Günther, 1872)",Kavaratti,"Ghosh, A.K. (1991) Fauna of Lakshadweep",Squamata,Agamidae
"Calotes versicolor (Daudin, 1802)",Addu,"Das, I. (1994) Reptiles of South Asia: checklist and distributional summary",Squamata,Agamidae
"Calotes versicolor (Daudin, 1802)",Diego Garcia,"Cole, N. (2009) Herpetological observations on Eagle Island, Middle Brother, North Brother and Diego Garcia",Squamata,Agamidae
"Calotes versicolor (Daudin, 1802)",Kavaratti,"Ghosh, A.K. (1991) Fauna of Lakshadweep",Squamata,Agamidae
"Varanus indicus (Daudin, 1802)",Etal,"Buden, D.W. (2007) Reptiles of Satawan Atoll and the Mortlock Islands, Chuuk State, Federated States of Micronesia",Squamata,Varanidae
"Varanus indicus (Daudin, 1802)",Lukunor,"Buden, D.W. (2007) Reptiles of Satawan Atoll and the Mortlock Islands, Chuuk State, Federated States of Micronesia",Squamata,Varanidae
"Varanus indicus (Daudin, 1802)",Mokil,"Buden, D.W. (1995) Reptiles, birds, and mammals of Mokil and Pingelap atolls, Eastern Caroline Islands",Squamata,Varanidae
"Varanus indicus (Daudin, 1802)",Ngcheangel,"Crombie, R.I., & Pregill, G.K. (1999) A checklist of the herpetofauna of the Palau Islands (Republic of Belau), Oceania",Squamata,Varanidae
"Varanus indicus (Daudin, 1802)",Pakin,"Buden, D.W. (1996) Reptiles, birds, and mammals of Pakin atoll, Eastern Caroline Islands",Squamata,Varanidae
"Varanus indicus (Daudin, 1802)",Satawan,"Buden, D.W. (2007) Reptiles of Satawan Atoll and the Mortlock Islands, Chuuk State, Federated States of Micronesia",Squamata,Varanidae
"Varanus indicus (Daudin, 1802)",Sorol,"Buden, D.W. (2013) Reptiles of Sorol Atoll, Yap, Federated States of Micronesia",Squamata,Varanidae
"Varanus tsukamotoi (Kishida, 1929)",Eniwetok,"Buden, D.W., et al. (2020) Reptiles of the Northern Marshall Islands",Squamata,Varanidae
"Caledoniscincus austrocaledonicus (Bavay, 1869)",Surprise,"Bauer, A.M., Renevier, A., & Sadlier, R.A. (1992) Caledoniscincus austrocaledonicus (Reptilia - Scincidae) from Île Surprise, D'Entrecasteaux Reefs, New Caledonia",Squamata,Scincidae
"Caledoniscincus haplorhinus (Günther, 1872)",Surprise,"Caut, S., Angulo, E., & Courchamp, F. (2009) Avoiding surprise effects on Surprise Island - alien species control in a multritrophic level perspective",Squamata,Scincidae
"Cryptoblepharus aldabrae (Sternfeld, 1918)",Aldabra,"Boulenger, G.A. (1908) A list of the freshwater fishes, batrachians and reptiles obtained by Mr. J Stanley Gardiner's expedition to the Indian Ocean",Squamata,Scincidae
"Cryptoblepharus aldabrae (Sternfeld, 1918)",Astove,"Honegger, R.E. (1966) Beobachtungen an der Hereptofauna der Seychellen",Squamata,Scincidae
"Cryptoblepharus aldabrae (Sternfeld, 1918)",Cosmoledo,"Bayne, C.J., et al. (1970) Geography and ecology of Cosmoledo atoll",Squamata,Scincidae
"Cryptoblepharus aldabrae (Sternfeld, 1918)",Farquhar,"Gardner, A.S. (1986) The biogeography of the lizards of the Seychelles Islands",Squamata,Scincidae
"Cryptoblepharus bitaeniatus (Boettger, 1913)",Europa,"Le Corre, M., & Jouventin, P. (1997) Ecological significance and conservation priorities of Europa Island (Western Indian Ocean), with special reference to seabirds",Squamata,Scincidae
"Cryptoblepharus eximius (Girard, 1858)",Funafuti,"Naikatini, A., et al. (2021) Biodiversity rapid assessment program (BioRAP) of Funafuti Atoll, Nukulaelae Atoll, Niutao Island and Vaitupu Island, Tuvalu",Squamata,Scincidae
"Cryptoblepharus eximius (Girard, 1858)",Niutao,"Naikatini, A., et al. (2021) Biodiversity rapid assessment program (BioRAP) of Funafuti Atoll, Nukulaelae Atoll, Niutao Island and Vaitupu Island, Tuvalu",Squamata,Scincidae
"Cryptoblepharus eximius (Girard, 1858)",Nukulaelae,"Naikatini, A., et al. (2021) Biodiversity rapid assessment program (BioRAP) of Funafuti Atoll, Nukulaelae Atoll, Niutao Island and Vaitupu Island, Tuvalu",Squamata,Scincidae
"Cryptoblepharus eximius (Girard, 1858)",Vaitupu,"Naikatini, A., et al. (2021) Biodiversity rapid assessment program (BioRAP) of Funafuti Atoll, Nukulaelae Atoll, Niutao Island and Vaitupu Island, Tuvalu",Squamata,Scincidae
"Cryptoblepharus gloriosus (Stejneger, 1893)",Glorioso,"Sanchez, M., et al. (2019) Reptiles of the Iles Eparses, Indian Ocean: inventory, distribution, and conservation status",Squamata,Scincidae
"Cryptoblepharus poecilopleurus (Wiegman, 1836)",Abariringa,"Burt, C.E., & Burt, M.D. (1932) Herpetological results of the Whitney South Sea expedition",Squamata,Scincidae
"Cryptoblepharus poecilopleurus (Wiegman, 1836)",Anaa,"Ineich, I., & Blanc, C.P. (1988) Distribution des reptiles terrestres en Polynesie Orientale",Squamata,Scincidae
"Cryptoblepharus poecilopleurus (Wiegman, 1836)",Aratika,"Ineich, I., & Blanc, C.P. (1988) Distribution des reptiles terrestres en Polynesie Orientale",Squamata,Scincidae
"Cryptoblepharus poecilopleurus (Wiegman, 1836)",Atafu,"Pierce, R., et al. (2012) A conservation survey of Tokelau",Squamata,Scincidae
"Cryptoblepharus poecilopleurus (Wiegman, 1836)",Bokaak,"Buden, D.W., et al. (2020) Reptiles of the Northern Marshall Islands",Squamata,Scincidae
"Cryptoblepharus poecilopleurus (Wiegman, 1836)",Caroline,"Kepler, C.B., Kepler, A.K., & Ellis, D.H. (1994) The natural history of Caroline Atoll - Part II: seabirds, other terrestrial animals, and conservation",Squamata,Scincidae
"Cryptoblepharus poecilopleurus (Wiegman, 1836)",Enderbury,"Pierce, R.J., et al. (2006) Phoenix island conservation survey and assessment of restoration feasibility - Kiribati",Squamata,Scincidae
"Cryptoblepharus poecilopleurus (Wiegman, 1836)",Fakaofo,"Pierce, R., et al. (2012) A conservation survey of Tokelau",Squamata,Scincidae
"Cryptoblepharus poecilopleurus (Wiegman, 1836)",Johnston,"Binion Amerson, A., & Shelton, P.C. (1976) The natural history of Johnston atoll, Central Pacific Ocean",Squamata,Scincidae
"Cryptoblepharus poecilopleurus (Wiegman, 1836)",Kiritimati,"Burt, C.E., & Burt, M.D. (1932) Herpetological results of the Whitney South Sea expedition",Squamata,Scincidae
"Cryptoblepharus poecilopleurus (Wiegman, 1836)",Laysan,"Ely, C.A., & Clapp, R.B. (1973) The natural history of Laysan Island, Northwestern Hawaiian Islands",Squamata,Scincidae
"Cryptoblepharus poecilopleurus (Wiegman, 1836)",Malden,"Pierce, R., et al. (2015) Malden Island, Kiribati - feasibility of cat eradication for the recovery of seabirds",Squamata,Scincidae
"Cryptoblepharus poecilopleurus (Wiegman, 1836)",Manihiki,"Bullivant, J.S., & McCann, C. (1974) Contributions to the natural history of Manihiki Atoll, Cook Islands",Squamata,Scincidae
"Cryptoblepharus poecilopleurus (Wiegman, 1836)",Maupihaa,"Ineich, I., & Blanc, C.P. (1988) Distribution des reptiles terrestres en Polynesie Orientale",Squamata,Scincidae
"Cryptoblepharus poecilopleurus (Wiegman, 1836)",Moruroa,"Ineich, I., & Blanc, C.P. (1988) Distribution des reptiles terrestres en Polynesie Orientale",Squamata,Scincidae
"Cryptoblepharus poecilopleurus (Wiegman, 1836)",Niau,"Ineich, I., et al. (2007) Lizards of Niau Atoll, Tuamotu Archipelago, French Polynesia",Squamata,Scincidae
"Cryptoblepharus poecilopleurus (Wiegman, 1836)",Nikumaroro,"Pierce, R.J., et al. (2006) Phoenix island conservation survey and assessment of restoration feasibility - Kiribati",Squamata,Scincidae
"Cryptoblepharus poecilopleurus (Wiegman, 1836)",Nukunonu,"Whitaker, A.H. (1970) A note on the lizards of the Tokelau Islands, Polynesia",Squamata,Scincidae
"Cryptoblepharus poecilopleurus (Wiegman, 1836)",Nukutepipi,"Salvat, F., & Salvat, B. (1992) Nukutipipi atoll, Tuamotu Archipelago - geomorphology, land and marine flora and fauna and interrelationships",Squamata,Scincidae
"Cryptoblepharus poecilopleurus (Wiegman, 1836)",Nupani,"Pierce, R. et al. (2017) Bird and invasive species work at Santa Cruz Islands, Solomon's, in October 2017",Squamata,Scincidae
"Cryptoblepharus poecilopleurus (Wiegman, 1836)",Orona,"Pierce, R.J., et al. (2006) Phoenix island conservation survey and assessment of restoration feasibility - Kiribati",Squamata,Scincidae
"Cryptoblepharus poecilopleurus (Wiegman, 1836)",Rangiroa,"Ineich, I., & Blanc, C.P. (1988) Distribution des reptiles terrestres en Polynesie Orientale",Squamata,Scincidae
"Cryptoblepharus poecilopleurus (Wiegman, 1836)",Raroia,"Morrison, J.P.E. (1954) Animal ecology of Raroia Atoll, Tuamotus",Squamata,Scincidae
"Cryptoblepharus poecilopleurus (Wiegman, 1836)",Scilly,"Ineich, I., & Blanc, C.P. (1988) Distribution des reptiles terrestres en Polynesie Orientale",Squamata,Scincidae
"Cryptoblepharus poecilopleurus (Wiegman, 1836)",Suwarrow,"Crombie, R.I., & Steadman, D.W. (1986) The lizards of Rarotonga and Mangaia, Cook Island Group, Oceania",Squamata,Scincidae
"Cryptoblepharus poecilopleurus (Wiegman, 1836)",Swains,"Burt, C.E., & Burt, M.D. (1932) Herpetological results of the Whitney South Sea expedition",Squamata,Scincidae
"Cryptoblepharus poecilopleurus (Wiegman, 1836)",Takapoto,"Ineich, I., & Blanc, C.P. (1988) Distribution des reptiles terrestres en Polynesie Orientale",Squamata,Scincidae
"Cryptoblepharus poecilopleurus (Wiegman, 1836)",Tekokota,"Fontaine, B., et al. (2021) Mission Kivi Kuaka 2021 Rapport naturaliste",Squamata,Scincidae
"Cryptoblepharus poecilopleurus (Wiegman, 1836)",Tetiaroa,"Ineich, I., & Blanc, C.P. (1988) Distribution des reptiles terrestres en Polynesie Orientale",Squamata,Scincidae
"Cryptoblepharus poecilopleurus (Wiegman, 1836)",Tikehau,"Ineich, I., & Blanc, C.P. (1988) Distribution des reptiles terrestres en Polynesie Orientale",Squamata,Scincidae
"Cryptoblepharus poecilopleurus (Wiegman, 1836)",Tongareva,"Clapp, R.B. (1977) Notes on the vertebrate fauna of Tongareva atoll",Squamata,Scincidae
"Cryptoblepharus poecilopleurus (Wiegman, 1836)",Tupai,"Ineich, I., & Blanc, C.P. (1988) Distribution des reptiles terrestres en Polynesie Orientale",Squamata,Scincidae
"Cryptoblepharus poecilopleurus (Wiegman, 1836)",Wake,"Horner, P. (2007) Systematics of the snake-eyed skinks, Cryptoblepharus Wiegmann (Reptilia - Squamata - Scincidae) - an Australian-based review",Squamata,Scincidae
"Emoia adspersa (Steindachner, 1870)",Funafuti,"Schwaner, T.D., & Brown, W.C. (1984) Taxonomic status and distribution of the scincid lizards Emoia adspersa Steindachner and E. lawesii Günther",Squamata,Scincidae
"Emoia adspersa (Steindachner, 1870)",Nukunonu,"Whitaker, A.H. (1970) A note on the lizards of the Tokelau Islands, Polynesia",Squamata,Scincidae
"Emoia adspersa (Steindachner, 1870)",Swains,"Amerson, A.B., et al. (1982) Wildlife and wildlife habitat of American Samoa. II. Accounts of flora and fauna",Squamata,Scincidae
"Emoia arnoensis (Brown & Marshall, 1953)",Arno,"Kaiser, H., et al. (2020) Herpetological update from Arno Atoll, Republic of the Marshall Islands",Squamata,Scincidae
"Emoia arnoensis (Brown & Marshall, 1953)",Jaluit,"Gressitt, J.L. (1961) Terrestrial fauna",Squamata,Scincidae
"Emoia atrocostata (Lesson, 1830)",Sorol,"Buden, D.W. (2013) Reptiles of Sorol Atoll, Yap, Federated States of Micronesia",Squamata,Scincidae
"Emoia boettgeri (Sternfeld, 1918)",Ant,"Buden, D.W. (1996) Reptiles, birds, and mammals of Ant Atoll, Eastern Caroline Islands",Squamata,Scincidae
"Emoia boettgeri (Sternfeld, 1918)",Arno,"Kaiser, H., et al. (2020) Herpetological update from Arno Atoll, Republic of the Marshall Islands",Squamata,Scincidae
"Emoia boettgeri (Sternfeld, 1918)",Etal,"Buden, D.W. (2007) Reptiles of Satawan Atoll and the Mortlock Islands, Chuuk State, Federated States of Micronesia",Squamata,Scincidae
"Emoia boettgeri (Sternfeld, 1918)",Jaluit,"Gressitt, J.L. (1961) Terrestrial fauna",Squamata,Scincidae
"Emoia boettgeri (Sternfeld, 1918)",Losap,"Buden, D.W. (2007) Reptiles of Satawan Atoll and the Mortlock Islands, Chuuk State, Federated States of Micronesia",Squamata,Scincidae
"Emoia boettgeri (Sternfeld, 1918)",Lukunor,"Buden, D.W. (2007) Reptiles of Satawan Atoll and the Mortlock Islands, Chuuk State, Federated States of Micronesia",Squamata,Scincidae
"Emoia boettgeri (Sternfeld, 1918)",Mokil,"Buden, D.W. (1995) Reptiles, birds, and mammals of Mokil and Pingelap atolls, Eastern Caroline Islands",Squamata,Scincidae
"Emoia boettgeri (Sternfeld, 1918)",Murilo,"Buden, D.W. (2011) Reptiles of the Hall Islands, Chuuk State, Federated States of Micronesia",Squamata,Scincidae
"Emoia boettgeri (Sternfeld, 1918)",Namoluk,"Buden, D.W. (2007) Reptiles of Satawan Atoll and the Mortlock Islands, Chuuk State, Federated States of Micronesia",Squamata,Scincidae
"Emoia boettgeri (Sternfeld, 1918)",Nomwin,"Buden, D.W. (2011) Reptiles of the Hall Islands, Chuuk State, Federated States of Micronesia",Squamata,Scincidae
"Emoia boettgeri (Sternfeld, 1918)",Oroluk,"Buden, D.W. (1999) Reptiles, birds, and mammals of Oroluk atoll, Eastern Caroline Islands",Squamata,Scincidae
"Emoia boettgeri (Sternfeld, 1918)",Pakin,"Buden, D.W. (1996) Reptiles, birds, and mammals of Pakin atoll, Eastern Caroline Islands",Squamata,Scincidae
"Emoia boettgeri (Sternfeld, 1918)",Pingelap,"Buden, D.W. (1995) Reptiles, birds, and mammals of Mokil and Pingelap atolls, Eastern Caroline Islands",Squamata,Scincidae
"Emoia boettgeri (Sternfeld, 1918)",Sapwuahfik,"Buden, D.W. (2000) The reptiles of Sapwuahfik Atoll, Federated States of Micronesia",Squamata,Scincidae
"Emoia boettgeri (Sternfeld, 1918)",Satawan,"Buden, D.W. (2007) Reptiles of Satawan Atoll and the Mortlock Islands, Chuuk State, Federated States of Micronesia",Squamata,Scincidae
"Emoia boettgeri (Sternfeld, 1918)",Sorol,"Buden, D.W. (2013) Reptiles of Sorol Atoll, Yap, Federated States of Micronesia",Squamata,Scincidae
"Emoia caeruleocauda (De Vis, 1892)",Ant,"Buden, D.W. (1996) Reptiles, birds, and mammals of Ant Atoll, Eastern Caroline Islands",Squamata,Scincidae
"Emoia caeruleocauda (De Vis, 1892)",Arno,"Kaiser, H., et al. (2020) Herpetological update from Arno Atoll, Republic of the Marshall Islands",Squamata,Scincidae
"Emoia caeruleocauda (De Vis, 1892)",Eniwetok,"Buden, D.W., et al. (2020) Reptiles of the Northern Marshall Islands",Squamata,Scincidae
"Emoia caeruleocauda (De Vis, 1892)",Etal,"Buden, D.W. (2007) Reptiles of Satawan Atoll and the Mortlock Islands, Chuuk State, Federated States of Micronesia",Squamata,Scincidae
"Emoia caeruleocauda (De Vis, 1892)",Kapingamarangi,"Buden, D.W. (1998) The reptiles of Kapingamarangi Atoll, Micronesia",Squamata,Scincidae
"Emoia caeruleocauda (De Vis, 1892)",Losap,"Buden, D.W. (2007) Reptiles of Satawan Atoll and the Mortlock Islands, Chuuk State, Federated States of Micronesia",Squamata,Scincidae
"Emoia caeruleocauda (De Vis, 1892)",Lukunor,"Buden, D.W. (2007) Reptiles of Satawan Atoll and the Mortlock Islands, Chuuk State, Federated States of Micronesia",Squamata,Scincidae
"Emoia caeruleocauda (De Vis, 1892)",Murilo,"Buden, D.W. (2011) Reptiles of the Hall Islands, Chuuk State, Federated States of Micronesia",Squamata,Scincidae
"Emoia caeruleocauda (De Vis, 1892)",Namoluk,"Buden, D.W. (2007) Reptiles of Satawan Atoll and the Mortlock Islands, Chuuk State, Federated States of Micronesia",Squamata,Scincidae
"Emoia caeruleocauda (De Vis, 1892)",Ngcheangel,"Crombie, R.I., & Pregill, G.K. (1999) A checklist of the herpetofauna of the Palau Islands (Republic of Belau), Oceania",Squamata,Scincidae
"Emoia caeruleocauda (De Vis, 1892)",Nomwin,"Buden, D.W. (2011) Reptiles of the Hall Islands, Chuuk State, Federated States of Micronesia",Squamata,Scincidae
"Emoia caeruleocauda (De Vis, 1892)",Satawan,"Buden, D.W. (2007) Reptiles of Satawan Atoll and the Mortlock Islands, Chuuk State, Federated States of Micronesia",Squamata,Scincidae
"Emoia caeruleocauda (De Vis, 1892)",Sorol,"Buden, D.W. (2013) Reptiles of Sorol Atoll, Yap, Federated States of Micronesia",Squamata,Scincidae
"Emoia cyanura (Lesson, 1830)",Ailinginae,"Buden, D.W., et al. (2020) Reptiles of the Northern Marshall Islands",Squamata,Scincidae
"Emoia cyanura (Lesson, 1830)",Anaa,"Ineich, I., & Blanc, C.P. (1988) Distribution des reptiles terrestres en Polynesie Orientale",Squamata,Scincidae
"Emoia cyanura (Lesson, 1830)",Aratika,"Ineich, I., & Blanc, C.P. (1988) Distribution des reptiles terrestres en Polynesie Orientale",Squamata,Scincidae
"Emoia cyanura (Lesson, 1830)",Arno,"Kaiser, H., et al. (2020) Herpetological update from Arno Atoll, Republic of the Marshall Islands",Squamata,Scincidae
"Emoia cyanura (Lesson, 1830)",Atafu,"Whitaker, A.H. (1970) A note on the lizards of the Tokelau Islands, Polynesia",Squamata,Scincidae
"Emoia cyanura (Lesson, 1830)",Bikar,"Buden, D.W., et al. (2020) Reptiles of the Northern Marshall Islands",Squamata,Scincidae
"Emoia cyanura (Lesson, 1830)",Bikini,"Buden, D.W., et al. (2020) Reptiles of the Northern Marshall Islands",Squamata,Scincidae
"Emoia cyanura (Lesson, 1830)",Caroline,"Kepler, C.B., Kepler, A.K., & Ellis, D.H. (1994) The natural history of Caroline Atoll - Part II: seabirds, other terrestrial animals, and conservation",Squamata,Scincidae
"Emoia cyanura (Lesson, 1830)",Clipperton,"Lorvelec, O., & Pascal, M. (2006) Les vertébrés de Clipperton soumis à un siècle et demi de bouleversements écologiques",Squamata,Scincidae
